RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
37,0,23725,Brendan Jones,165,Tucson,1,4 - Par 3 -
38,0,01024,Billy Andrade,165,Deutsche Bank,1,13 - Par 4
39,0,20850,Daniel Chopra,164,Buick Invitatio,2,1 - Par 4 -
41,0,21633,Steve Allan,164,Booz Allen,1,13 - Par 4
42,0,01685,J.L. Lewis,163,Milwaukee,2,2 - Par 4 -
45,0,08385,Omar Uresti,162,So. Farm Bureau,1,17 - Par 4
46,0,19824,Craig Barlow,161,Bell Canadian,3,17 - Par 3
48,0,10809,Jim Furyk,156,Barclays Class,2,8 - Par 4 -
49,0,10425,Jay Williamson,155,Honda Classic,3,7 - Par 4 -
51,0,08993,Franklin Langham,154,FUNAI-Disney,2,1 - Par 4 -
52,0,20094,Jonathan Kaye,154,Zurich Classic,1,4 - Par 4 -
53,0,10201,Matt Gogel,153,FBR Open,3,18 - Par 4
56,0,01473,Todd Hamilton,151,Reno-Tahoe Open,2,15 - Par 4
57,0,20691,Greg Owen,150,Nissan Open,1,13 - Par 4
58,0,01374,Robin Freeman,150,FedEx St. Jude,4,13 - Par 4
60,0,26596,Ryan Moore,149,Texas Open,4,4 - Par 4 -
61,0,23614,Rich Beem,149,Ford Champ,3,11 - Par 4
62,0,26950,John Morgan,147,Texas Open,4,10 - Par 4
63,0,08547,John Maginnes,143,Texas Open,2,18 - Par 4
64,0,20812,Tjaart van der Walt,141,Buick Champ,2,17 - Par 4
65,0,01175,Jim Carter,141,Deutsche Bank,3,4 - Par 4 -
66,0,20029,Notah Begay III,141,Texas Open,2,6 - Par 3 -
69,0,26420,Richard Johnson,138,John Deere Clas,3,1 - Par 4 -
70,0,12660,Jesper Parnevik,137,Ford Champ,1,5 - Par 4 -
71,0,22046,Geoff Ogilvy,136,Shell Houston,1,18 - Par 4
72,0,01633,Tom Kite,135,Texas Open,1,1 - Par 5 -
73,0,01249,John Daly,135,Nissan Open,1,9 - Par 4 -
74,0,20663,Brenden Pappas,134,Zurich Classic,2,5 - Par 4 -
76,0,20628,Arron Oberholser,131,AT&T Pebble,2,3 - Par 4 -
77,0,21951,Joey Snyder III,131,Tucson,2,11 - Par 4
78,0,01329,Brad Faxon,129,Shell Houston,1,6 - Par 4 -
81,0,28419,Billy McKay,127,Buick Open,1,16 - Par 5
82,0,22548,Patrick Sheehan,125,Reno-Tahoe Open,3,18 - Par 4
83,0,06214,Guy Boros,125,B.C. Open,1,18 - Par 4
84,0,01599,Steve Jones,125,MCI Heritage,2,13 - Par 4
85,0,12652,Cameron Beckman,125,Buick Champ,3,18 - Par 4
86,0,21805,Harrison Frazar,123,Reno-Tahoe Open,4,18 - Par 4
87,0,20498,Briny Baird,123,Las Vegas,4,12 - Par 4
88,0,10585,Scott McCarron,122,Shell Houston,1,6 - Par 4 -
89,0,21806,Paul Gow,120,Buick Champ,4,17 - Par 4
90,0,08931,Glen Day,117,B.C. Open,1,18 - Par 4
92,0,01549,Mike Hulbert,117,B.C. Open,1,5 - Par 5 -
94,0,01941,Tom Pernice Jr.,117,THE PLAYERS,2,11 - Par 5
96,0,02245,Grant Waite,116,B.C. Open,4,15 - Par 4
97,0,01161,Mark Calcavecchia,116,Milwaukee,2,9 - Par 4 -
98,0,11032,Frank Lickliter II,115,Ford Champ,4,12 - Par 5
99,0,10944,Thomas Bjørn,115,THE PLAYERS,1,4 - Par 4 -
101,0,27330,Josh Teater,112,Deutsche Bank,1,13 - Par 4
104,0,23552,Hank Kuehne,111,FedEx St. Jude,1,15 - Par 4
105,0,20623,Gavin Coles,111,Deutsche Bank,1,2 - Par 5 -
106,0,21209,Sergio Garcia,110,WGC-Am Express,4,7 - Par 4 -
108,0,21961,Charles Howell III,109,Nissan Open,2,17 - Par 5
109,0,23036,Chris Anderson,109,Western Open,1,15 - Par 5
111,0,22892,Jason Gore,109,84 LUMBER,2,12 - Par 3
112,0,23320,Ryan Palmer,108,B.C. Open,4,2 - Par 4 -
113,0,20848,Ángel Cabrera,105,Bay Hill Invita,2,13 - Par 4
114,0,26287,Roland Thatcher,105,John Deere Clas,3,6 - Par 4 -
115,0,01320,Bob Estes,105,THE PLAYERS,1,12 - Par 4
117,0,01771,Blaine McCallister,103,So. Farm Bureau,2,3 - Par 4 -
118,0,10962,Bradley Hughes,103,84 LUMBER,1,4 - Par 4 -
119,0,01887,Mark O'Meara,102,Reno-Tahoe Open,3,5 - Par 4 -
122,0,02131,Mike Springer,102,Milwaukee,1,15 - Par 5
125,0,21350,Ryuji Imada,100,Booz Allen,4,1 - Par 4 -
126,0,21407,Arjun Atwal,100,Reno-Tahoe Open,4,18 - Par 4
129,0,02106,Chris Smith,96,Tucson,2,6 - Par 4 -
130,0,01132,Mark Brooks,94,Colonial,3,2 - Par 4 -
131,0,23325,Vaughn Taylor,94,Wachovia Champ,4,11 - Par 4
133,0,27095,Nick Watney,93,Ford Champ,3,12 - Par 5
134,0,07867,Woody Austin,92,Wachovia Champ,1,8 - Par 4 -
135,0,01388,Robert Gamez,92,Bob Hope Chrysl,4,16 - Par 4
137,0,08545,Glen Hnatiuk,91,Barclays Class,2,7 - Par 4 -
138,0,12760,Danny Ellis,90,So. Farm Bureau,2,11 - Par 5
141,0,01945,Kenny Perry,89,BellSouth Class,1,6 - Par 5 -
142,0,22378,Trevor Immelman,88,Bell Canadian,3,16 - Par 4
144,0,24227,Justin Bolli,85,Shell Houston,4,1 - Par 5 -
145,0,06595,Kevin Sutherland,85,Shell Houston,2,16 - Par 4
147,0,24024,Zach Johnson,84,Ford Champ,4,2 - Par 4 -
148,0,20433,Mark Hensby,82,Wachovia Champ,1,10 - Par 5
150,0,02223,Bob Tway,81,Western Open,4,18 - Par 4
151,0,24502,Adam Scott,81,WGC-Am Express,3,7 - Par 4 -
156,0,06643,Paul Goydos,76,Buick Open,2,14 - Par 4
157,0,01139,Olin Browne,75,THE TOUR Champ,4,15 - Par 5
158,0,02104,Jeff Sluman,75,Milwaukee,2,6 - Par 5 -
160,0,27796,Joe Affrunti,73,Milwaukee,2,15 - Par 5
161,0,20396,Lee Westwood,72,THE PLAYERS,4,12 - Par 4
162,0,08075,Jerry Kelly,72,Memorial Tourna,3,11 - Par 5
164,0,12510,Chad Campbell,70,Honda Classic,1,17 - Par 5
166,0,23541,Ben Crane,67,Booz Allen,2,8 - Par 4 -
169,0,10423,Mike Weir,62,Booz Allen,1,10 - Par 4
171,0,23048,Eric Axley,61,BellSouth Class,2,5 - Par 4 -
172,0,22224,Euan Walters,60,Texas Open,2,1 - Par 5 -
174,0,01042,Paul Azinger,57,FUNAI-Disney,2,10 - Par 5
176,0,06527,Steve Stricker,57,Buick Open,2,12 - Par 4
179,0,06251,Chris DiMarco,55,WGC-NEC Invit'l,1,2 - Par 5 -
181,0,27042,John Lynch,52,Sony Open,2,10 - Par 4
185,0,24912,Will MacKenzie,45,Barclays Class,2,2 - Par 4 -
186,0,24507,Jason Bohn,45,Greensboro,3,8 - Par 3 -
188,0,10860,Justin Leonard,44,Deutsche Bank,2,9 - Par 4 -
189,0,12826,Paul Claxton,43,Zurich Classic,2,8 - Par 4 -
190,0,20572,Rod Pampling,43,Booz Allen,4,13 - Par 4
192,0,22371,Aaron Baddeley,42,Nissan Open,2,11 - Par 5
193,0,01358,Bob Ford,41,84 LUMBER,1,16 - Par 5
194,0,01553,John Huston,41,FedEx St. Jude,1,3 - Par 5 -
196,0,06515,Shaun Micheel,40,84 LUMBER,1,11 - Par 5
199,0,01968,Nick Price,39,John Deere Clas,2,5 - Par 4 -
200,0,01142,Bart Bryant,39,Ford Champ,2,12 - Par 5
201,0,01619,Skip Kendall,39,EDS B. Nelson,2,7 - Par 5 -
204,0,25396,Kevin Na,38,Bell Canadian,3,16 - Par 4
211,0,12662,Thomas Levet,35,Las Vegas,1,6 - Par 4 -
213,0,25900,Lucas Glover,34,FUNAI-Disney,4,18 - Par 4
214,0,08537,J.P. Hayes,34,84 LUMBER,2,5 - Par 5 -
215,0,21878,Mark Wilson,34,EDS B. Nelson,2,8 - Par 4 -
221,0,01928,Corey Pavin,33,Las Vegas,3,13 - Par 5
225,0,01326,Nick Faldo,32,THE PLAYERS,4,16 - Par 5
227,0,22405,Justin Rose,31,Buick Invitatio,1,13 - Par 5
229,0,12823,Carlos Franco,31,Wachovia Champ,4,15 - Par 5
230,0,20645,John Senden,31,Las Vegas,2,10 - Par 4
234,0,28088,Matt Davidson,30,Deutsche Bank,2,12 - Par 4
235,0,24138,Ian Poulter,30,Ford Champ,2,12 - Par 5
237,0,21959,Ted Purdy,30,Buick Invitatio,4,1 - Par 4 -
238,0,24781,Hunter Mahan,30,BellSouth Class,2,14 - Par 4
239,0,20580,Andre Stolz,30,Sony Open,2,1 - Par 4 -
240,0,24924,Bill Haas,30,FBR Open,1,9 - Par 4 -
243,0,20474,Phillip Price,29,John Deere Clas,4,17 - Par 5
253,0,08725,Tom Gillis,28,Deutsche Bank,1,6 - Par 4 -
254,0,20766,Padraig Harrington,28,Wachovia Champ,1,17 - Par 3
255,0,24980,Scott Gutschewski,28,Zurich Classic,3,14 - Par 3
257,0,23353,J.J. Henry,28,Buick Champ,1,15 - Par 4
264,0,06332,Neal Lancaster,27,Reno-Tahoe Open,1,18 - Par 4
269,0,07223,Brian Bateman,27,Chrysler-Tampa,4,1 - Par 5 -
274,0,01577,Lee Janzen,27,Buick Open,4,15 - Par 4
275,0,24925,Jonathan Byrd,26,Bell Canadian,3,18 - Par 4
277,0,07707,Mike Small,26,Western Open,2,12 - Par 3
278,0,23349,Charles Warren,26,Nissan Open,2,9 - Par 4 -
279,0,28486,Michael Putnam,26,84 LUMBER,3,3 - Par 3 -
280,0,06599,John Elliott,26,FBR Open,1,3 - Par 5 -
282,0,23621,Rory Sabbatini,26,Bell Canadian,3,11 - Par 4
283,0,19846,Brian Gay,26,Tucson,4,15 - Par 5
296,0,23063,Scott Hend,25,AT&T Pebble,2,12 - Par 3
300,0,10912,Craig Perks,25,Buick Champ,1,7 - Par 4 -
301,0,12461,Paul McGinley,25,WGC-Am Express,2,10 - Par 5
302,0,07363,Craig Bowden,25,Honda Classic,1,8 - Par 3 -
303,0,01361,Dan Forsman,25,Tucson,1,2 - Par 5 -
305,0,01219,John Cook,25,Zurich Classic,1,7 - Par 5 -
306,0,25034,James McLean,25,John Deere Clas,2,4 - Par 4 -
308,0,28158,Steve Marino,25,Deutsche Bank,4,12 - Par 4
310,0,24361,Pat Perez,25,EDS B. Nelson,2,17 - Par 3
316,0,20157,Retief Goosen,24,Bay Hill Invita,4,6 - Par 5 -
317,0,23623,Bo Van Pelt,24,Greensboro,1,17 - Par 3
318,0,22913,John Rollins,24,Zurich Classic,1,3 - Par 3 -
319,0,21949,Joe Ogilvie,24,Barclays Class,2,12 - Par 4
321,0,23409,James Driscoll,24,Honda Classic,4,13 - Par 4
325,0,19795,Kelly Mitchum,24,Booz Allen,2,4 - Par 4 -
326,0,20121,Todd Fischer,24,AT&T Pebble,4,17 - Par 3
327,0,06197,Michael Allen,24,B.C. Open,2,3 - Par 5 -
334,0,24505,Brett Boner,24,AT&T Pebble,3,6 - Par 5 -
335,0,24290,D.J. Brigman,24,Zurich Classic,2,14 - Par 3
336,0,06016,Brad Lardon,24,Barclays Class,2,2 - Par 4 -
337,0,21753,Brian Davis,24,Bay Hill Invita,3,9 - Par 4 -
341,0,01487,Jeff Hart,24,Buick Open,1,6 - Par 4 -
344,0,08633,Per-Ulrik Johansson,23,FedEx St. Jude,4,1 - Par 4 -
345,0,07749,Brett Quigley,23,Sony Open,1,1 - Par 4 -
347,0,01766,Billy Mayfair,23,Las Vegas,3,2 - Par 4 -
350,0,01706,Davis Love III,23,Wachovia Champ,2,15 - Par 5
351,0,02214,Kirk Triplett,23,Wachovia Champ,1,17 - Par 3
359,0,07457,Steve Flesch,22,Wachovia Champ,1,16 - Par 4
367,0,06621,Joe Durant,22,Zurich Classic,4,6 - Par 4 -
368,0,01381,Fred Funk,22,Buick Open,2,1 - Par 5 -
371,0,01266,Clark Dennis,22,EDS B. Nelson,2,2 - Par 3 -
374,0,24604,Hunter Haas,22,Buick Champ,4,4 - Par 4 -
382,0,21731,Freddie Jacobson,21,84 LUMBER,2,12 - Par 3
384,0,01313,Steve Elkington,21,BellSouth Class,1,1 - Par 4 -
386,0,12645,Brent Geiberger,21,Nissan Open,2,10 - Par 4
387,0,08465,Javier Sanchez,21,Shell Houston,2,11 - Par 4
390,0,08063,Kelly Grunewald,21,Zurich Classic,2,12 - Par 4
394,0,01157,Tom Byrum,21,Texas Open,1,3 - Par 3 -
396,0,06140,Sean Murphy,21,Booz Allen,2,14 - Par 4
401,0,20608,David Howell,21,MCI Heritage,4,14 - Par 3
406,0,24847,Michael Harris,21,Bell Canadian,3,8 - Par 3 -
408,0,01755,Dick Mast,21,Sony Open,2,5 - Par 4 -
409,0,10117,Bob Heintz,21,Las Vegas,1,17 - Par 3
412,0,07013,Wes Short Jr.,20,Barclays Class,1,16 - Par 3
413,0,10565,Ian Leggatt,20,Zurich Classic,2,10 - Par 4
417,0,23983,Luke Donald,20,EDS B. Nelson,3,2 - Par 3 -
418,0,06575,Dudley Hart,20,84 LUMBER,4,8 - Par 5 -
423,0,26758,David Hearn,20,Shell Houston,3,8 - Par 3 -
427,0,08881,Tripp Isenhour,20,Texas Open,1,7 - Par 4 -
428,0,12782,Tim Herron,20,Zurich Classic,1,8 - Par 4 -
434,0,08635,Colin Montgomerie,19,Nissan Open,2,10 - Par 4
440,0,27466,Spencer Levin,19,B.C. Open,1,9 - Par 4 -
443,0,08337,Mike Heinen,19,John Deere Clas,1,12 - Par 3
445,0,01457,Jay Haas,19,Nissan Open,2,12 - Par 4
448,0,06809,Bob Burns,19,Reno-Tahoe Open,2,15 - Par 4
453,0,02246,Duffy Waldorf,19,Nissan Open,2,3 - Par 4 -
468,0,01003,Bob Ackerman,19,Buick Open,2,18 - Par 4
475,0,06004,Stephen Ames,18,MCI Heritage,2,16 - Par 4
481,0,01927,Dennis Paulson,18,Chrysler-Tampa,1,6 - Par 4 -
494,0,19881,Robert Damron,18,Barclays Class,4,7 - Par 4 -
497,0,20098,Stuart Appleby,18,84 LUMBER,3,13 - Par 4
499,0,20160,Charlie Wi,18,Shell Houston,1,4 - Par 4 -
504,0,27293,Simon Nash,18,FedEx St. Jude,2,3 - Par 5 -
507,0,12454,Mario Tiziani,18,So. Farm Bureau,2,15 - Par 3
508,0,25847,Rob Rashell,18,Sony Open,1,12 - Par 4
510,0,22624,Joel Kribel,18,John Deere Clas,2,9 - Par 4 -
514,0,01035,Tommy Armour III,17,Bell Canadian,1,3 - Par 3 -
517,0,25240,D.A. Points,17,FBR Open,1,6 - Par 4 -
520,0,06373,José María Olazábal,17,BellSouth Class,2,13 - Par 4
521,0,06522,Ernie Els,17,Mercedes Champ,4,12 - Par 4
526,0,08123,Jeff Brehaut,17,Texas Open,3,15 - Par 4
529,0,02136,Chris Starkjohann,17,Nissan Open,1,3 - Par 4 -
530,0,01797,Rocco Mediate,17,Texas Open,3,14 - Par 5
538,0,02099,Scott Simpson,17,MCI Heritage,1,18 - Par 4
546,0,01761,Len Mattiace,17,Buick Invitatio,4,11 - Par 3
551,0,25345,Carl Pettersson,17,Reno-Tahoe Open,1,8 - Par 4 -
555,0,01116,Michael Bradley,17,Reno-Tahoe Open,2,4 - Par 5 -
579,0,02239,Scott Verplank,16,Wachovia Champ,2,12 - Par 4
595,0,25818,Scott Piercy,16,Western Open,2,18 - Par 4
599,0,10733,Kent Jones,16,Zurich Classic,2,16 - Par 4
600,0,06220,Jaxon Brigman,16,FedEx St. Jude,4,9 - Par 4 -
603,0,24140,Sean O'Hair,16,WGC-Am Express,1,5 - Par 4 -
608,0,02002,John Riegger,16,Bob Hope Chrysl,3,11 - Par 5
621,0,25692,Akio Sadakata,15,Texas Open,1,12 - Par 4
626,0,20099,Doug Barron,15,FedEx St. Jude,2,12 - Par 4
630,0,27573,Gavin Flint,15,B.C. Open,2,3 - Par 5 -
637,0,27424,Michelle Wie,15,John Deere Clas,2,12 - Par 3
658,0,08339,Spike McRoy,15,B.C. Open,4,4 - Par 3 -
662,0,27649,Brandt Snedeker,15,MCI Heritage,4,18 - Par 4
673,0,23580,Tetsuji Hiratsuka,15,Tucson,1,10 - Par 5
674,0,10821,Toshi Izawa,15,Sony Open,1,16 - Par 4
683,0,01920,Craig Parry,15,Honda Classic,2,9 - Par 4 -
707,0,01823,Larry Mize,14,Sony Open,1,4 - Par 3 -
713,0,26487,Randy Joyner,14,Wachovia Champ,2,15 - Par 5
715,0,20127,Chris Riley,14,Sony Open,2,8 - Par 4 -
719,0,20935,Toru Taniguchi,14,Buick Invitatio,1,6 - Par 5 -
724,0,01226,Fred Couples,14,WGC-Am Express,3,18 - Par 4
725,0,10213,Dicky Pride,14,FedEx St. Jude,2,16 - Par 5
747,0,20095,Carl Paulson,14,Zurich Classic,2,7 - Par 5 -
753,0,01666,Bernhard Langer,14,Ford Champ,1,8 - Par 5 -
754,0,01127,Danny Briggs,14,B.C. Open,2,8 - Par 5 -
755,0,22293,Heath Slocum,14,84 LUMBER,1,10 - Par 4
759,0,24236,Nick Dougherty,14,WGC-Am Express,4,8 - Par 3 -
767,0,01242,Rod Curl,13,Colonial,2,10 - Par 4
777,0,23135,Tim Clark,13,Colonial,3,11 - Par 5
792,0,20472,Alex Cejka,13,Honda Classic,1,13 - Par 4
795,0,08793,Tiger Woods,13,Buick Invitatio,3,11 - Par 3
817,0,01724,Jeff Maggert,13,Booz Allen,3,2 - Par 3 -
836,0,24357,K.J. Choi,13,Nissan Open,2,4 - Par 3 -
838,0,23338,David Gossett,13,John Deere Clas,2,16 - Par 3
847,0,22348,Nick O'Hern,12,MCI Heritage,2,10 - Par 4
862,0,01569,Peter Jacobsen,12,Shell Houston,1,5 - Par 3 -
868,0,12309,Bob Sowards,12,Reno-Tahoe Open,2,14 - Par 4
869,0,06749,Roy Vucinich,12,84 LUMBER,1,5 - Par 5 -
890,0,23532,Kevin PomArleau,12,Western Open,1,18 - Par 4
912,0,27963,Chris Stroud,12,Shell Houston,2,9 - Par 5 -
921,0,24494,Erik Compton,12,Ford Champ,2,2 - Par 4 -
925,0,25052,Derek Gillespie,12,Bell Canadian,1,6 - Par 4 -
939,0,25632,Jimmy Walker,11,MCI Heritage,1,12 - Par 4
949,0,06036,Scott Dunlap,11,Shell Houston,1,3 - Par 3 -
962,0,23481,Marcel Siem,11,Deutsche Bank,4,9 - Par 4 -
