RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,24502,Adam Scott,1.491,83.505,56
2,0,25396,Kevin Na,.788,54.394,69
3,0,32839,Hideki Matsuyama,.774,44.865,58
4,0,24358,Robert Garrigus,.734,40.382,55
5,0,29221,Webb Simpson,.728,42.216,58
6,0,01810,Phil Mickelson,.726,42.840,59
7,0,25632,Jimmy Walker,.690,48.965,71
8,0,27436,Graham DeLaet,.662,39.031,59
9,0,26331,Charl Schwartzel,.652,36.491,56
10,0,25240,D.A. Points,.640,24.970,39
11,0,32366,Kevin Chappell,.634,49.464,78
12,0,20472,Alex Cejka,.626,31.918,51
13,0,25364,Paul Casey,.616,35.090,57
14,0,23325,Vaughn Taylor,.612,40.979,67
15,0,29974,Branden Grace,.603,25.314,42
16,0,28132,Tyrone Van Aswegen,.571,50.232,88
17,0,26476,Chez Reavie,.567,43.075,76
18,0,26758,David Hearn,.532,43.661,82
19,0,31323,Gary Woodland,.522,40.696,78
20,0,33448,Justin Thomas,.494,37.049,75
21,0,20229,Stewart Cink,.492,24.099,49
22,0,40026,Daniel Berger,.490,35.251,72
23,0,25198,Francesco Molinari,.484,27.600,57
24,0,21209,Sergio Garcia,.482,14.951,31
25,0,20691,Greg Owen,.475,32.766,69
26,0,25686,Jason Dufner,.469,37.078,79
27,0,23983,Luke Donald,.465,27.427,59
27,0,10809,Jim Furyk,.465,20.451,44
29,0,28237,Rory McIlroy,.447,21.439,48
30,0,32200,Roberto Castro,.437,38.481,88
31,0,30925,Dustin Johnson,.430,27.073,63
32,0,08075,Jerry Kelly,.427,25.614,60
33,0,28089,Jason Day,.426,23.028,54
34,0,30944,Jason Kokrak,.424,31.813,75
34,0,25349,Tim Wilkinson,.424,21.222,50
36,0,29420,Billy Horschel,.422,24.079,57
37,0,33141,Keegan Bradley,.419,26.389,63
38,0,26596,Ryan Moore,.418,27.196,65
39,0,22405,Justin Rose,.409,20.058,49
40,0,25804,Bubba Watson,.393,20.032,51
41,0,30926,Chris Kirk,.369,27.306,74
42,0,34431,Robert Streb,.366,24.140,66
43,0,02206,David Toms,.360,19.417,54
44,0,33122,Russell Knox,.356,23.160,65
45,0,32757,Patton Kizzire,.339,25.416,75
46,0,23108,Matt Kuchar,.326,25.122,77
47,0,34264,Hudson Swafford,.320,29.406,92
48,0,27936,Martin Laird,.313,22.210,71
49,0,32102,Rickie Fowler,.308,19.738,64
49,0,25900,Lucas Glover,.308,20.668,67
