RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
117,0,25274,Steven Bowditch,-.044,-2.405,55
118,0,29725,Tony Finau,-.045,-3.480,78
119,0,20104,Ken Duke,-.048,-2.291,48
120,0,27974,Sung Kang,-.053,-3.882,73
121,0,35545,Blayne Barber,-.056,-4.181,74
122,0,08075,Jerry Kelly,-.059,-3.535,60
123,0,33461,Morgan Hoffmann,-.062,-3.665,59
123,0,35891,Cameron Smith,-.062,-2.870,46
125,0,23638,Brendon de Jonge,-.063,-4.110,65
126,0,26476,Chez Reavie,-.068,-5.134,76
127,0,30110,Kyle Stanley,-.070,-5.559,79
128,0,34466,Peter Malnati,-.073,-5.406,74
129,0,37189,Harold Varner III,-.078,-6.230,80
130,0,32757,Patton Kizzire,-.080,-6.019,75
130,0,31420,Anirban Lahiri,-.080,-3.854,48
132,0,33399,Adam Hadwin,-.081,-7.135,88
133,0,12716,Charley Hoffman,-.085,-6.023,71
134,0,23353,J.J. Henry,-.097,-5.916,61
135,0,40026,Daniel Berger,-.100,-7.220,72
136,0,29420,Billy Horschel,-.102,-5.816,57
137,0,35879,Kelly Kraft,-.103,-4.652,45
137,0,34409,David Lingmerth,-.103,-6.197,60
139,0,29222,Billy Hurley III,-.104,-6.128,59
140,0,25900,Lucas Glover,-.110,-7.376,67
141,0,39975,Michael Kim,-.111,-9.533,86
142,0,27064,Jhonattan Vegas,-.112,-9.097,81
143,0,29476,Kyle Reifers,-.113,-10.993,97
144,0,30163,Henrik Norlander,-.117,-6.206,53
145,0,27963,Chris Stroud,-.119,-8.194,69
146,0,31557,Jim Herman,-.122,-8.638,71
147,0,25493,Nick Taylor,-.123,-8.106,66
148,0,29479,Scott Brown,-.124,-8.699,70
149,0,30711,Colt Knost,-.131,-9.294,71
150,0,34563,Chesson Hadley,-.132,-8.843,67
151,0,29720,Andres Gonzales,-.135,-8.659,64
152,0,29485,Brett Stegmaier,-.152,-11.415,75
153,0,26951,Johnson Wagner,-.154,-11.686,76
154,0,36801,Mark Hubbard,-.155,-12.880,83
155,0,32640,Troy Merritt,-.166,-10.784,65
156,0,31646,Emiliano Grillo,-.167,-12.198,73
157,0,24490,George McNeill,-.168,-7.738,46
158,0,35300,Andrew Loupe,-.172,-11.533,67
159,0,26289,Boo Weekley,-.174,-12.386,71
160,0,35532,Tom Hoge,-.175,-11.000,63
161,0,29518,Brendan Steele,-.188,-12.978,69
162,0,30944,Jason Kokrak,-.238,-17.840,75
163,0,32876,Martin Piller,-.240,-11.291,47
164,0,34265,Will Wilcox,-.261,-14.884,57
165,0,28158,Steve Marino,-.263,-14.706,56
166,0,24507,Jason Bohn,-.265,-15.654,59
167,0,24781,Hunter Mahan,-.268,-13.398,50
168,0,33667,Carlos Ortiz,-.272,-16.619,61
169,0,33413,Ben Martin,-.277,-22.144,80
170,0,20691,Greg Owen,-.279,-19.221,69
171,0,24358,Robert Garrigus,-.286,-15.712,55
172,0,20645,John Senden,-.299,-23.597,79
173,0,29478,Kevin Kisner,-.331,-24.128,73
174,0,35732,Wes Roach,-.338,-14.523,43
175,0,10885,Robert Allenby,-.368,-15.101,41
176,0,32618,Rhein Gibson,-.376,-16.528,44
176,0,35451,Scott Pinckney,-.376,-26.715,71
178,0,24461,Thomas Aiken,-.390,-18.712,48
179,0,33410,Andrew Landry,-.396,-13.058,33
180,0,29268,Bronson Burgoon,-.398,-25.878,65
181,0,28114,Dawie van der Walt,-.410,-22.953,56
182,0,34264,Hudson Swafford,-.561,-51.636,92
183,0,27436,Graham DeLaet,-.567,-33.477,59
184,0,22892,Jason Gore,-.581,-34.853,60
185,0,20848,Ángel Cabrera,-.582,-28.531,49
