RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
1,0,06527,Steve Stricker,.544,24.461,45
2,0,23800,Bryce Molder,.498,33.380,67
3,0,20157,Retief Goosen,.457,21.926,48
4,0,23983,Luke Donald,.429,25.338,59
5,0,30927,Brendon Todd,.412,22.248,54
6,0,25720,Chad Collins,.408,26.090,64
6,0,20766,Padraig Harrington,.408,17.971,44
8,0,34360,Patrick Reed,.406,31.651,78
9,0,37455,Si Woo Kim,.403,39.876,99
10,0,22371,Aaron Baddeley,.402,30.132,75
11,0,32102,Rickie Fowler,.387,24.759,64
12,0,28089,Jason Day,.375,20.226,54
13,0,29289,S.Y. Noh,.374,25.802,69
14,0,24924,Bill Haas,.353,22.597,64
15,0,12510,Chad Campbell,.346,27.654,80
16,0,21961,Charles Howell III,.323,25.503,79
17,0,24024,Zach Johnson,.321,23.428,73
18,0,27649,Brandt Snedeker,.320,23.992,75
19,0,34262,Jon Curran,.304,25.521,84
20,0,20472,Alex Cejka,.297,15.170,51
21,0,29461,Jamie Lovemark,.294,24.368,83
22,0,02206,David Toms,.278,15.033,54
23,0,29221,Webb Simpson,.276,15.981,58
24,0,34046,Jordan Spieth,.264,15.318,58
25,0,25349,Tim Wilkinson,.260,13.020,50
26,0,34261,Scott Langley,.254,13.467,53
27,0,20098,Stuart Appleby,.248,16.351,66
28,0,23108,Matt Kuchar,.242,18.633,77
29,0,26596,Ryan Moore,.237,15.417,65
29,0,22405,Justin Rose,.237,11.618,49
31,0,27141,J.B. Holmes,.233,14.221,61
32,0,10809,Jim Furyk,.232,10.201,44
33,0,24846,Ricky Barnes,.227,18.179,80
34,0,25632,Jimmy Walker,.225,16.002,71
35,0,26331,Charl Schwartzel,.224,12.567,56
36,0,01810,Phil Mickelson,.218,12.872,59
37,0,28237,Rory McIlroy,.211,10.122,48
38,0,06567,Vijay Singh,.209,13.575,65
38,0,34431,Robert Streb,.209,13.781,66
40,0,33141,Keegan Bradley,.205,12.902,63
40,0,30926,Chris Kirk,.205,15.162,74
42,0,20572,Rod Pampling,.199,7.361,37
43,0,26300,Matt Jones,.197,12.389,63
44,0,26851,Marc Leishman,.191,12.427,65
45,0,32200,Roberto Castro,.190,16.718,88
46,0,27466,Spencer Levin,.184,15.049,82
47,0,25198,Francesco Molinari,.183,10.416,57
48,0,27942,Rob Oppenheim,.176,9.001,51
49,0,23541,Ben Crane,.173,11.386,66
50,0,26329,Louis Oosthuizen,.170,7.132,42
51,0,21878,Mark Wilson,.163,8.958,55
52,0,24357,K.J. Choi,.159,10.680,67
53,0,22046,Geoff Ogilvy,.157,7.842,50
53,0,36699,Patrick Rodgers,.157,11.154,71
55,0,25364,Paul Casey,.150,8.552,57
56,0,37454,Whee Kim,.148,9.607,65
57,0,31560,Brian Stuard,.140,8.405,60
58,0,33204,Shane Lowry,.139,5.159,37
59,0,34099,Harris English,.138,10.068,73
60,0,32448,James Hahn,.135,9.451,70
61,0,28475,Jeff Overton,.134,7.791,58
62,0,32366,Kevin Chappell,.126,9.816,78
63,0,27644,Brian Harman,.120,11.073,92
64,0,33418,Shawn Stefani,.116,8.902,77
65,0,27770,Camilo Villegas,.113,8.006,71
66,0,33419,Cameron Tringale,.104,7.305,70
67,0,10213,Dicky Pride,.094,3.867,41
68,0,31323,Gary Woodland,.088,6.857,78
69,0,25396,Kevin Na,.087,6.001,69
70,0,25686,Jason Dufner,.081,6.398,79
70,0,26758,David Hearn,.081,6.665,82
72,0,24494,Erik Compton,.074,3.755,51
73,0,33122,Russell Knox,.073,4.744,65
74,0,24912,Will MacKenzie,.072,4.775,66
75,0,30925,Dustin Johnson,.066,4.130,63
76,0,46440,Smylie Kaufman,.059,4.280,72
77,0,45526,Abraham Ancer,.057,2.171,38
78,0,23621,Rory Sabbatini,.054,2.111,39
79,0,27936,Martin Laird,.053,3.777,71
80,0,32150,Michael Thompson,.051,2.780,54
81,0,34174,John Huh,.050,3.927,79
81,0,21731,Freddie Jacobson,.050,3.580,72
83,0,24502,Adam Scott,.049,2.743,56
84,0,35539,Luke Guthrie,.046,2.091,45
85,0,25240,D.A. Points,.041,1.618,39
86,0,29745,Tyler Aldridge,.036,2.383,67
87,0,29974,Branden Grace,.032,1.333,42
88,0,28679,Fabián Gómez,.030,2.216,73
89,0,25834,Daniel Summerhays,.027,2.137,79
90,0,24140,Sean O'Hair,.024,2.047,84
91,0,29926,Danny Lee,.020,1.407,71
92,0,30692,Scott Stallings,.018,1.108,63
93,0,20229,Stewart Cink,.017,.837,49
94,0,32839,Hideki Matsuyama,.015,.876,58
95,0,27895,Jonas Blixt,.012,.789,68
95,0,37273,Derek Ernst,.012,.528,43
95,0,25892,Steve Wheatcroft,.012,.828,70
98,0,28092,D.H. Lee,.007,.335,46
99,0,27129,Luke List,.004,.289,65
100,0,29223,Sam Saunders,.003,.165,51
101,0,25818,Scott Piercy,.002,.154,65
102,0,40058,Zac Blair,.001,.055,81
103,0,23320,Ryan Palmer,.000,.038,78
104,0,25572,Graeme McDowell,-.003,-.131,45
105,0,27214,Kevin Streelman,-.008,-.540,64
106,0,28132,Tyrone Van Aswegen,-.013,-1.112,88
107,0,06522,Ernie Els,-.014,-.789,56
108,0,33448,Justin Thomas,-.017,-1.310,75
108,0,25804,Bubba Watson,-.017,-.878,51
110,0,31416,Derek Fathauer,-.026,-1.970,76
111,0,31202,William McGirt,-.029,-2.513,88
112,0,21209,Sergio Garcia,-.031,-.963,31
113,0,27747,Hiroshi Iwata,-.033,-2.234,67
113,0,36689,Brooks Koepka,-.033,-1.956,60
115,0,34098,Russell Henley,-.038,-2.607,69
116,0,23325,Vaughn Taylor,-.042,-2.822,67
