RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,28237,Rory McIlroy,1.230,59.044,48
2,0,30925,Dustin Johnson,1.117,70.347,63
3,0,25804,Bubba Watson,.983,50.136,51
4,0,21209,Sergio Garcia,.737,22.858,31
5,0,31323,Gary Woodland,.695,54.183,78
6,0,22405,Justin Rose,.678,33.234,49
7,0,27141,J.B. Holmes,.663,40.423,61
8,0,23320,Ryan Palmer,.625,48.747,78
9,0,29461,Jamie Lovemark,.609,50.555,83
10,0,25818,Scott Piercy,.608,39.548,65
11,0,30944,Jason Kokrak,.594,44.518,75
11,0,33410,Andrew Landry,.594,19.590,33
13,0,27064,Jhonattan Vegas,.589,47.730,81
14,0,26289,Boo Weekley,.571,40.568,71
15,0,25900,Lucas Glover,.565,37.881,67
16,0,29479,Scott Brown,.545,38.171,70
17,0,36689,Brooks Koepka,.542,32.498,60
18,0,32102,Rickie Fowler,.529,33.873,64
19,0,32839,Hideki Matsuyama,.527,30.546,58
20,0,24502,Adam Scott,.522,29.208,56
21,0,35451,Scott Pinckney,.511,36.256,71
22,0,34264,Hudson Swafford,.497,45.744,92
23,0,25364,Paul Casey,.494,28.177,57
24,0,37189,Harold Varner III,.472,37.737,80
25,0,31646,Emiliano Grillo,.446,32.590,73
26,0,27436,Graham DeLaet,.444,26.220,59
27,0,24461,Thomas Aiken,.438,21.042,48
28,0,27129,Luke List,.427,27.776,65
29,0,34046,Jordan Spieth,.402,23.299,58
30,0,26329,Louis Oosthuizen,.387,16.262,42
31,0,12716,Charley Hoffman,.384,27.272,71
32,0,31202,William McGirt,.370,32.600,88
33,0,29725,Tony Finau,.365,28.449,78
34,0,31557,Jim Herman,.364,25.877,71
34,0,23108,Matt Kuchar,.364,28.057,77
36,0,36699,Patrick Rodgers,.356,25.282,71
37,0,24358,Robert Garrigus,.350,19.233,55
38,0,29478,Kevin Kisner,.348,25.418,73
39,0,29518,Brendan Steele,.331,22.815,69
40,0,40026,Daniel Berger,.329,23.654,72
41,0,29974,Branden Grace,.326,13.679,42
42,0,24140,Sean O'Hair,.325,27.328,84
43,0,20645,John Senden,.318,25.085,79
44,0,32366,Kevin Chappell,.317,24.744,78
45,0,33141,Keegan Bradley,.305,19.234,63
46,0,26331,Charl Schwartzel,.304,16.999,56
47,0,33204,Shane Lowry,.296,10.970,37
48,0,25686,Jason Dufner,.290,22.923,79
49,0,27214,Kevin Streelman,.289,18.490,64
50,0,27644,Brian Harman,.270,24.842,92
51,0,34098,Russell Henley,.269,18.541,69
52,0,26476,Chez Reavie,.262,19.934,76
53,0,37455,Si Woo Kim,.257,25.472,99
54,0,37454,Whee Kim,.252,16.391,65
55,0,33399,Adam Hadwin,.223,19.628,88
56,0,20572,Rod Pampling,.222,8.227,37
57,0,32200,Roberto Castro,.217,19.095,88
58,0,28158,Steve Marino,.210,11.768,56
59,0,29420,Billy Horschel,.201,11.464,57
60,0,34409,David Lingmerth,.193,11.608,60
61,0,25198,Francesco Molinari,.192,10.923,57
62,0,28089,Jason Day,.186,10.050,54
63,0,34360,Patrick Reed,.183,14.243,78
64,0,20691,Greg Owen,.177,12.183,69
65,0,26851,Marc Leishman,.159,10.344,65
66,0,37273,Derek Ernst,.152,6.529,43
67,0,25493,Nick Taylor,.149,9.826,66
68,0,29221,Webb Simpson,.146,8.454,58
69,0,33122,Russell Knox,.130,8.471,65
70,0,29485,Brett Stegmaier,.128,9.571,75
71,0,34174,John Huh,.127,10.000,79
72,0,29476,Kyle Reifers,.117,11.356,97
73,0,23621,Rory Sabbatini,.115,4.492,39
74,0,29926,Danny Lee,.108,7.668,71
75,0,30692,Scott Stallings,.106,6.681,63
76,0,34261,Scott Langley,.105,5.582,53
77,0,32448,James Hahn,.100,7.027,70
78,0,30926,Chris Kirk,.086,6.353,74
79,0,33413,Ben Martin,.079,6.317,80
80,0,29268,Bronson Burgoon,.069,4.476,65
81,0,24924,Bill Haas,.068,4.335,64
82,0,06522,Ernie Els,.065,3.665,56
83,0,34431,Robert Streb,.050,3.275,66
84,0,12510,Chad Campbell,.048,3.862,80
85,0,22892,Jason Gore,.044,2.610,60
85,0,25632,Jimmy Walker,.044,3.089,71
87,0,27466,Spencer Levin,.043,3.541,82
88,0,30110,Kyle Stanley,.041,3.263,79
89,0,20104,Ken Duke,.040,1.903,48
89,0,34265,Will Wilcox,.040,2.289,57
91,0,21961,Charles Howell III,.039,3.083,79
92,0,24912,Will MacKenzie,.032,2.080,66
93,0,26951,Johnson Wagner,.030,2.295,76
94,0,33448,Justin Thomas,.029,2.193,75
95,0,31420,Anirban Lahiri,.025,1.205,48
96,0,30163,Henrik Norlander,.023,1.210,53
96,0,06567,Vijay Singh,.023,1.498,65
98,0,35545,Blayne Barber,.018,1.364,74
99,0,32150,Michael Thompson,.015,.812,54
100,0,08075,Jerry Kelly,.013,.795,60
101,0,27747,Hiroshi Iwata,.012,.830,67
102,0,28679,Fabián Gómez,.009,.662,73
103,0,25892,Steve Wheatcroft,.008,.557,70
104,0,33418,Shawn Stefani,.003,.236,77
105,0,35300,Andrew Loupe,-.005,-.307,67
106,0,39975,Michael Kim,-.006,-.547,86
107,0,27974,Sung Kang,-.009,-.629,73
108,0,28114,Dawie van der Walt,-.013,-.713,56
109,0,35732,Wes Roach,-.015,-.651,43
110,0,46440,Smylie Kaufman,-.022,-1.572,72
111,0,45526,Abraham Ancer,-.024,-.897,38
112,0,34563,Chesson Hadley,-.031,-2.080,67
113,0,26300,Matt Jones,-.039,-2.463,63
114,0,20229,Stewart Cink,-.049,-2.410,49
115,0,28475,Jeff Overton,-.054,-3.116,58
116,0,27649,Brandt Snedeker,-.059,-4.400,75
117,0,23541,Ben Crane,-.063,-4.146,66
118,0,32618,Rhein Gibson,-.067,-2.948,44
119,0,40058,Zac Blair,-.068,-5.471,81
120,0,27963,Chris Stroud,-.069,-4.785,69
121,0,33461,Morgan Hoffmann,-.070,-4.117,59
122,0,22046,Geoff Ogilvy,-.081,-4.040,50
123,0,27895,Jonas Blixt,-.093,-6.327,68
123,0,35879,Kelly Kraft,-.093,-4.202,45
125,0,31560,Brian Stuard,-.100,-6.022,60
126,0,20848,Ángel Cabrera,-.106,-5.213,49
127,0,26596,Ryan Moore,-.112,-7.273,65
128,0,23325,Vaughn Taylor,-.113,-7.541,67
129,0,29745,Tyler Aldridge,-.115,-7.678,67
130,0,24781,Hunter Mahan,-.118,-5.906,50
131,0,25834,Daniel Summerhays,-.126,-9.989,79
132,0,25572,Graeme McDowell,-.129,-5.795,45
133,0,36801,Mark Hubbard,-.143,-11.849,83
134,0,01810,Phil Mickelson,-.145,-8.581,59
135,0,20098,Stuart Appleby,-.173,-11.432,66
136,0,27936,Martin Laird,-.178,-12.652,71
137,0,23800,Bryce Molder,-.181,-12.118,67
138,0,29223,Sam Saunders,-.191,-9.738,51
139,0,29222,Billy Hurley III,-.206,-12.141,59
140,0,10213,Dicky Pride,-.212,-8.688,41
141,0,29720,Andres Gonzales,-.222,-14.183,64
142,0,21731,Freddie Jacobson,-.223,-16.044,72
143,0,23638,Brendon de Jonge,-.229,-14.917,65
144,0,10809,Jim Furyk,-.234,-10.302,44
145,0,34099,Harris English,-.236,-17.209,73
146,0,24507,Jason Bohn,-.259,-15.280,59
147,0,24024,Zach Johnson,-.269,-19.663,73
148,0,20472,Alex Cejka,-.292,-14.899,51
148,0,20766,Padraig Harrington,-.292,-12.868,44
150,0,23353,J.J. Henry,-.293,-17.881,61
151,0,30711,Colt Knost,-.294,-20.905,71
152,0,26758,David Hearn,-.303,-24.817,82
152,0,32640,Troy Merritt,-.303,-19.720,65
154,0,35532,Tom Hoge,-.315,-19.851,63
155,0,24357,K.J. Choi,-.317,-21.211,67
156,0,25396,Kevin Na,-.322,-22.249,69
157,0,32757,Patton Kizzire,-.340,-25.497,75
158,0,35891,Cameron Smith,-.357,-16.439,46
159,0,22371,Aaron Baddeley,-.366,-27.423,75
160,0,20157,Retief Goosen,-.385,-18.502,48
161,0,02206,David Toms,-.390,-21.071,54
162,0,28132,Tyrone Van Aswegen,-.393,-34.541,88
163,0,24490,George McNeill,-.415,-19.096,46
164,0,06527,Steve Stricker,-.440,-19.781,45
165,0,33419,Cameron Tringale,-.443,-31.003,70
166,0,32876,Martin Piller,-.444,-20.886,47
167,0,33667,Carlos Ortiz,-.452,-27.586,61
168,0,25349,Tim Wilkinson,-.459,-22.961,50
169,0,25240,D.A. Points,-.492,-19.174,39
170,0,24494,Erik Compton,-.495,-25.252,51
171,0,21878,Mark Wilson,-.501,-27.575,55
172,0,28092,D.H. Lee,-.510,-23.476,46
173,0,24846,Ricky Barnes,-.518,-41.416,80
174,0,31416,Derek Fathauer,-.538,-40.869,76
174,0,34466,Peter Malnati,-.538,-39.776,74
176,0,25720,Chad Collins,-.629,-40.286,64
177,0,10885,Robert Allenby,-.631,-25.881,41
178,0,29289,S.Y. Noh,-.637,-43.950,69
179,0,34262,Jon Curran,-.659,-55.348,84
180,0,23983,Luke Donald,-.665,-39.217,59
181,0,27770,Camilo Villegas,-.764,-54.246,71
182,0,27942,Rob Oppenheim,-.779,-39.712,51
183,0,35539,Luke Guthrie,-.819,-36.850,45
184,0,30927,Brendon Todd,-1.043,-56.310,54
185,0,25274,Steven Bowditch,-1.616,-88.897,55
