RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,24502,Adam Scott,2.062,.522,1.491,.049,56
2,0,28237,Rory McIlroy,1.888,1.230,.447,.211,48
3,0,30925,Dustin Johnson,1.646,1.117,.430,.066,63
4,0,25804,Bubba Watson,1.359,.983,.393,-.017,51
5,0,22405,Justin Rose,1.325,.678,.409,.237,49
6,0,32839,Hideki Matsuyama,1.315,.527,.774,.015,58
7,0,25364,Paul Casey,1.260,.494,.616,.150,57
8,0,32102,Rickie Fowler,1.224,.529,.308,.387,64
9,0,21209,Sergio Garcia,1.189,.737,.482,-.031,31
10,0,26331,Charl Schwartzel,1.180,.304,.652,.224,56
11,0,29221,Webb Simpson,1.149,.146,.728,.276,58
12,0,32366,Kevin Chappell,1.077,.317,.634,.126,78
13,0,31323,Gary Woodland,1.065,.695,.522,.088,78
14,0,28089,Jason Day,.987,.186,.426,.375,54
15,0,29974,Branden Grace,.960,.326,.603,.032,42
16,0,23108,Matt Kuchar,.933,.364,.326,.242,77
17,0,33141,Keegan Bradley,.929,.305,.419,.205,63
18,0,23320,Ryan Palmer,.868,.625,.242,.000,78
19,0,25198,Francesco Molinari,.859,.192,.484,.183,57
20,0,26329,Louis Oosthuizen,.857,.387,.300,.170,42
21,0,32200,Roberto Castro,.844,.217,.437,.190,88
22,0,25686,Jason Dufner,.840,.290,.469,.081,79
23,0,24358,Robert Garrigus,.836,.350,.734,-.286,55
24,0,30944,Jason Kokrak,.813,.594,.424,-.238,75
25,0,34046,Jordan Spieth,.811,.402,.145,.264,58
26,0,01810,Phil Mickelson,.799,-.145,.726,.218,59
27,0,12510,Chad Campbell,.768,.048,.235,.346,80
28,0,25900,Lucas Glover,.764,.565,.308,-.110,67
29,0,26476,Chez Reavie,.762,.262,.567,-.068,76
30,0,34360,Patrick Reed,.746,.183,.158,.406,78
31,0,40026,Daniel Berger,.718,.329,.490,-.100,72
32,0,29420,Billy Horschel,.717,.201,.422,-.102,57
33,0,27129,Luke List,.709,.427,.277,.004,65
34,0,24924,Bill Haas,.693,.068,.272,.353,64
35,0,25632,Jimmy Walker,.671,.044,.690,.225,71
36,0,30926,Chris Kirk,.660,.086,.369,.205,74
37,0,36689,Brooks Koepka,.648,.542,.139,-.033,60
38,0,27141,J.B. Holmes,.633,.663,-.151,.233,61
39,0,20472,Alex Cejka,.631,-.292,.626,.297,51
40,0,12716,Charley Hoffman,.617,.384,.161,-.085,71
41,0,34431,Robert Streb,.606,.050,.366,.209,66
42,0,37455,Si Woo Kim,.605,.257,-.168,.403,99
43,0,31202,William McGirt,.598,.370,.256,-.029,88
44,0,27649,Brandt Snedeker,.573,-.059,.164,.320,75
45,0,33122,Russell Knox,.560,.130,.356,.073,65
46,0,33204,Shane Lowry,.556,.296,-.180,.139,37
