RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
124,0,27974,Sung Kang,17.150,480.191
125,0,34174,John Huh,17.125,479.500
126,0,29223,Sam Saunders,16.819,420.466
127,0,30692,Scott Stallings,16.792,470.177
128,0,26951,Johnson Wagner,16.079,337.658
129,0,27958,Ryan Blaum,16.052,433.391
130,0,47128,Richy Werenski,16.050,497.565
131,0,27064,Jhonattan Vegas,15.777,394.422
132,0,33204,Shane Lowry,15.594,296.295
133,0,45609,Tyler Duncan,15.219,456.578
134,0,26758,David Hearn,15.018,315.378
135,0,32150,Michael Thompson,14.762,280.484
136,0,25493,Nick Taylor,14.499,420.484
137,0,31560,Brian Stuard,14.022,420.665
138,0,28252,Seamus Power,13.980,377.458
139,0,25572,Graeme McDowell,13.694,273.887
140,0,29479,Scott Brown,13.620,422.228
141,0,33413,Ben Martin,13.307,266.136
142,0,32876,Martin Piller,13.263,371.371
143,0,24358,Robert Garrigus,13.070,352.889
144,0,20157,Retief Goosen,13.042,260.842
145,0,46550,Brandon Hagy,13.007,39.020
146,0,12510,Chad Campbell,12.889,360.903
147,0,34099,Harris English,12.782,383.467
148,0,23541,Ben Crane,12.732,267.372
149,0,22371,Aaron Baddeley,12.661,341.860
150,0,39997,Corey Conners,12.622,353.427
151,0,47993,Denny McCarthy,12.138,267.043
152,0,22056,Cameron Percy,11.954,191.262
153,0,50526,Tom Lovelady,11.840,331.508
154,0,28132,Tyrone Van Aswegen,11.732,363.684
155,0,39327,Ben Silverman,11.546,323.279
156,0,26300,Matt Jones,11.474,263.892
157,0,46402,Talor Gooch,11.407,307.998
158,0,31416,Derek Fathauer,11.301,316.436
159,0,24781,Hunter Mahan,11.163,234.427
160,0,34264,Hudson Swafford,11.159,245.487
161,0,33418,Shawn Stefani,10.724,268.106
162,0,34409,David Lingmerth,10.554,274.398
163,0,24924,Bill Haas,10.483,262.065
164,0,37278,Nicholas Lindheim,10.446,271.602
165,0,28775,Nate Lashley,9.865,167.711
166,0,48084,Wesley Bryan,9.530,219.187
167,0,40009,Dominic Bozzelli,9.513,190.253
168,0,27963,Chris Stroud,9.455,255.287
169,0,35545,Blayne Barber,9.179,201.939
170,0,27896,Ross Fisher,9.142,118.848
171,0,33461,Morgan Hoffmann,8.988,80.888
172,0,40058,Zac Blair,8.804,176.089
173,0,47347,Adam Schenk,8.550,239.387
174,0,23353,J.J. Henry,8.542,239.176
175,0,24449,Parker McLachlin,8.401,92.406
176,0,36799,Stephan Jaeger,8.114,210.959
177,0,35506,Mackenzie Hughes,8.113,227.155
178,0,34466,Peter Malnati,8.064,225.792
179,0,28679,Fabián Gómez,7.906,221.371
180,0,24357,K.J. Choi,7.849,109.888
181,0,24846,Ricky Barnes,7.441,163.709
182,0,28500,Martin Flores,7.410,214.880
183,0,27895,Jonas Blixt,7.279,167.414
184,0,12782,Tim Herron,7.230,86.757
185,0,27933,John Merrick,7.223,79.454
186,0,29485,Brett Stegmaier,7.112,149.359
187,0,20098,Stuart Appleby,7.005,84.058
188,0,32254,Xinjun Zhang,6.967,195.077
189,0,25892,Steve Wheatcroft,6.891,137.826
190,0,47287,Ethan Tracy,6.817,156.790
191,0,35310,Lanto Griffin,6.717,174.654
192,0,34358,Jonathan Randolph,6.643,166.082
193,0,20593,Greg Chalmers,6.638,132.751
194,0,25240,D.A. Points,6.493,162.322
195,0,27770,Camilo Villegas,6.413,89.775
196,0,24925,Jonathan Byrd,6.116,146.778
197,0,28158,Steve Marino,5.924,35.545
198,0,23788,D.J. Trahan,5.736,45.889
199,0,27942,Rob Oppenheim,5.708,148.420
200,0,39954,Cody Gribble,5.640,141.004
201,0,34431,Robert Streb,5.343,154.938
202,0,23048,Eric Axley,4.757,33.301
203,0,22293,Heath Slocum,4.710,23.551
204,0,25834,Daniel Summerhays,4.666,88.655
205,0,23983,Luke Donald,4.619,41.567
206,0,39328,Conrad Shindler,4.575,91.503
207,0,35376,Roberto Díaz,4.291,107.274
208,0,24490,George McNeill,4.201,42.011
209,0,28259,Sangmoon Bae,4.147,70.500
210,0,27120,Troy Matteson,3.965,27.752
211,0,27408,Martin Kaymer,3.794,41.735
212,0,28307,Matt Every,3.766,112.980
213,0,37273,Derek Ernst,3.733,11.200
214,0,01706,Davis Love III,3.719,44.631
215,0,20645,John Senden,3.536,24.750
216,0,23638,Brendon de Jonge,3.531,49.427
217,0,33419,Cameron Tringale,3.374,87.714
218,0,46440,Smylie Kaufman,3.350,73.700
219,0,20572,Rod Pampling,3.211,64.220
220,0,06643,Paul Goydos,3.100,3.100
221,0,06522,Ernie Els,3.052,45.783
222,0,24507,Jason Bohn,3.048,27.430
223,0,01098,Jay Don Blake,2.925,2.925
223,0,01116,Michael Bradley,2.925,2.925
225,0,29222,Billy Hurley III,2.715,73.302
226,0,10213,Dicky Pride,2.710,29.805
227,0,22046,Geoff Ogilvy,2.656,47.811
228,0,34242,Andrew Johnston,2.607,5.213
229,0,30750,Tommy Gainey,2.581,25.811
230,0,01139,Olin Browne,2.551,2.551
231,0,06567,Vijay Singh,2.354,23.543
232,0,20848,Ángel Cabrera,2.240,11.200
233,0,20104,Ken Duke,2.210,33.152
234,0,47125,Matt Atkins,2.095,43.995
235,0,20766,Padraig Harrington,1.826,29.221
236,0,06332,Neal Lancaster,1.804,1.804
237,0,21753,Brian Davis,1.649,19.788
238,0,31557,Jim Herman,1.438,12.943
239,0,30711,Colt Knost,1.335,13.350
240,0,20160,Charlie Wi,1.099,6.595
241,0,20850,Daniel Chopra,1.037,6.222
242,0,28087,Kris Blanks,1.012,6.074
243,0,37338,Zecheng Dou,.902,20.743
244,0,01320,Bob Estes,.866,6.930
245,0,21878,Mark Wilson,.837,9.202
246,0,20094,Jonathan Kaye,.747,2.240
247,0,35544,Andrew Yun,.740,16.269
248,0,32334,Charlie Beljan,.733,6.595
249,0,01249,John Daly,.729,5.102
250,0,22378,Trevor Immelman,.685,1.369
251,0,12652,Cameron Beckman,.653,3.920
252,0,21407,Arjun Atwal,.617,3.700
253,0,11123,Chris Couch,.612,3.060
254,0,46732,Rick Lamb,.586,5.860
255,0,08385,Omar Uresti,.566,5.662
256,0,10885,Robert Allenby,.460,3.682
256,0,22913,John Rollins,.460,4.138
258,0,06515,Shaun Micheel,.451,1.804
259,0,22582,Kyle Thompson,.438,9.628
260,0,10423,Mike Weir,.270,1.618
