RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,33448,Justin Thomas,3232
2,0,30925,Dustin Johnson,3183
3,0,47959,Bryson DeChambeau,2840
4,0,36689,Brooks Koepka,2405
5,0,29725,Tony Finau,2262
6,0,29221,Webb Simpson,2111
7,0,25804,Bubba Watson,2073
8,0,48081,Xander Schauffele,1939
9,0,08793,Tiger Woods,1863
10,0,34360,Patrick Reed,1765
11,0,32102,Rickie Fowler,1764
12,0,01810,Phil Mickelson,1743
13,0,35450,Patrick Cantlay,1686
14,0,29420,Billy Horschel,1620
15,0,33141,Keegan Bradley,1523
16,0,32757,Patton Kizzire,1444
17,0,30110,Kyle Stanley,1415
18,0,25396,Kevin Na,1351
19,0,31323,Gary Woodland,1307
20,0,49964,Aaron Wise,1306
21,0,24361,Pat Perez,1253
22,0,34046,Jordan Spieth,1230
23,0,29478,Kevin Kisner,1190
24,0,33410,Andrew Landry,1147
25,0,26476,Chez Reavie,1145
26,0,27129,Luke List,1144
27,0,27644,Brian Harman,1134
28,0,34563,Chesson Hadley,1134
29,0,27649,Brandt Snedeker,1109
30,0,46435,Austin Cook,1101
31,0,34256,Andrew Putnam,1092
32,0,19803,Ryan Armour,1036
33,0,29518,Brendan Steele,1015
34,0,35461,Beau Hossler,1007
35,0,21961,Charles Howell III,933
36,0,24024,Zach Johnson,924
37,0,19846,Brian Gay,900
38,0,23108,Matt Kuchar,880
39,0,39324,J.J. Spaun,869
40,0,26596,Ryan Moore,842
41,0,25818,Scott Piercy,821
42,0,30944,Jason Kokrak,800
43,0,20229,Stewart Cink,796
44,0,30926,Chris Kirk,793
45,0,27556,Ted Potter Jr.,785
46,0,34098,Russell Henley,755
47,0,25632,Jimmy Walker,725
48,0,40026,Daniel Berger,722
49,0,39546,Keith Mitchell,721
50,0,29535,Brice Garnett,716
51,0,32366,Kevin Chappell,710
52,0,27214,Kevin Streelman,687
53,0,29484,Peter Uihlein,680
54,0,34076,Joel Dahmen,676
55,0,39975,Michael Kim,675
56,0,27141,J.B. Holmes,648
57,0,32448,James Hahn,639
58,0,12716,Charley Hoffman,631
59,0,35879,Kelly Kraft,627
60,0,29461,Jamie Lovemark,624
61,0,32640,Troy Merritt,616
62,0,25686,Jason Dufner,611
63,0,23320,Ryan Palmer,610
64,0,32333,Kevin Tway,603
65,0,35532,Tom Hoge,598
66,0,46501,Ollie Schniederjans,578
67,0,27095,Nick Watney,563
68,0,36699,Patrick Rodgers,541
69,0,46601,Trey Mullinax,534
70,0,35421,Brandon Harkins,533
71,0,29268,Bronson Burgoon,519
72,0,30692,Scott Stallings,509
73,0,47128,Richy Werenski,498
74,0,24140,Sean O'Hair,492
75,0,37189,Harold Varner III,488
76,0,31560,Brian Stuard,487
77,0,34174,John Huh,480
78,0,37275,Sam Ryder,473
79,0,29479,Scott Brown,467
80,0,45609,Tyler Duncan,457
81,0,31202,William McGirt,449
82,0,49771,J.T. Poston,448
83,0,34213,Grayson Murray,447
84,0,23325,Vaughn Taylor,445
85,0,34021,Bud Cauley,437
86,0,27958,Ryan Blaum,433
87,0,29223,Sam Saunders,425
88,0,34099,Harris English,383
89,0,25900,Lucas Glover,383
90,0,32876,Martin Piller,371
91,0,12510,Chad Campbell,361
92,0,24358,Robert Garrigus,353
93,0,26951,Johnson Wagner,338
94,0,50526,Tom Lovelady,332
95,0,31416,Derek Fathauer,316
96,0,46402,Talor Gooch,308
97,0,10809,Jim Furyk,291
98,0,32150,Michael Thompson,280
99,0,06527,Steve Stricker,274
100,0,37278,Nicholas Lindheim,272
101,0,24924,Bill Haas,269
102,0,33418,Shawn Stefani,268
103,0,23541,Ben Crane,267
104,0,47993,Denny McCarthy,267
105,0,33413,Ben Martin,266
106,0,34264,Hudson Swafford,262
107,0,27963,Chris Stroud,255
108,0,47347,Adam Schenk,239
109,0,23353,J.J. Henry,239
110,0,24781,Hunter Mahan,234
111,0,34466,Peter Malnati,226
112,0,48084,Wesley Bryan,223
113,0,28500,Martin Flores,215
114,0,35545,Blayne Barber,202
115,0,40009,Dominic Bozzelli,190
116,0,40058,Zac Blair,176
117,0,35310,Lanto Griffin,175
118,0,28775,Nate Lashley,168
119,0,34358,Jonathan Randolph,166
120,0,24846,Ricky Barnes,164
121,0,25240,D.A. Points,162
122,0,34431,Robert Streb,162
123,0,47287,Ethan Tracy,157
124,0,29485,Brett Stegmaier,149
125,0,27942,Rob Oppenheim,148
126,0,24925,Jonathan Byrd,147
127,0,39954,Cody Gribble,141
128,0,25892,Steve Wheatcroft,138
129,0,28307,Matt Every,113
130,0,24449,Parker McLachlin,92
131,0,39328,Conrad Shindler,92
132,0,25834,Daniel Summerhays,89
133,0,33419,Cameron Tringale,88
134,0,12782,Tim Herron,87
135,0,33461,Morgan Hoffmann,81
136,0,27933,John Merrick,79
137,0,46440,Smylie Kaufman,74
138,0,29222,Billy Hurley III,73
139,0,08075,Jerry Kelly,54
140,0,23788,D.J. Trahan,46
141,0,01706,Davis Love III,45
142,0,47125,Matt Atkins,44
143,0,24490,George McNeill,42
144,0,46550,Brandon Hagy,39
145,0,28158,Steve Marino,36
146,0,23048,Eric Axley,33
147,0,20104,Ken Duke,33
148,0,10213,Dicky Pride,30
149,0,27120,Troy Matteson,28
150,0,24507,Jason Bohn,27
151,0,30750,Tommy Gainey,26
152,0,22293,Heath Slocum,24
153,0,01226,Fred Couples,18
154,0,35544,Andrew Yun,16
155,0,30711,Colt Knost,13
156,0,31557,Jim Herman,13
157,0,37273,Derek Ernst,11
158,0,22582,Kyle Thompson,10
159,0,21878,Mark Wilson,9
160,0,01320,Bob Estes,7
161,0,32334,Charlie Beljan,7
162,0,28087,Kris Blanks,6
163,0,46732,Rick Lamb,6
164,0,08385,Omar Uresti,6
165,0,01249,John Daly,5
166,0,22913,John Rollins,4
167,0,12652,Cameron Beckman,4
168,0,06643,Paul Goydos,3
169,0,11123,Chris Couch,3
170,0,01098,Jay Don Blake,3
170,0,01116,Michael Bradley,3
172,0,01139,Olin Browne,3
173,0,20094,Jonathan Kaye,2
174,0,06332,Neal Lancaster,2
174,0,06515,Shaun Micheel,2
