RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 5 AVG,TOTAL PAR
1,0,25900,Lucas Glover,-153,4.56,1745
2,0,22913,John Rollins,-145,4.55,1600
3,0,06567,Vijay Singh,-142,4.57,1665
4,0,20850,Daniel Chopra,-140,4.63,1905
5,0,23623,Bo Van Pelt,-137,4.60,1730
5,0,27095,Nick Watney,-137,4.59,1675
7,0,06621,Joe Durant,-135,4.62,1755
8,0,12716,Charley Hoffman,-132,4.61,1680
9,0,07749,Brett Quigley,-131,4.62,1715
10,0,24507,Jason Bohn,-130,4.64,1785
11,0,21805,Harrison Frazar,-129,4.59,1565
11,0,11032,Frank Lickliter II,-129,4.61,1645
11,0,01941,Tom Pernice Jr.,-129,4.61,1675
14,0,01707,Steve Lowery,-127,4.62,1670
14,0,27120,Troy Matteson,-127,4.63,1725
16,0,22378,Trevor Immelman,-126,4.54,1370
16,0,24140,Sean O'Hair,-126,4.63,1680
16,0,06595,Kevin Sutherland,-126,4.62,1655
19,0,10505,Shane Bertsch,-123,4.65,1750
20,0,12660,Jesper Parnevik,-121,4.59,1475
21,0,20121,Todd Fischer,-120,4.65,1730
21,0,24912,Will MacKenzie,-120,4.60,1515
23,0,24781,Hunter Mahan,-119,4.63,1605
24,0,20691,Greg Owen,-117,4.59,1435
25,0,19846,Brian Gay,-116,4.68,1790
25,0,24924,Bill Haas,-116,4.65,1645
25,0,23353,J.J. Henry,-116,4.63,1560
25,0,21961,Charles Howell III,-116,4.63,1575
25,0,01810,Phil Mickelson,-116,4.54,1250
30,0,23614,Rich Beem,-115,4.60,1440
30,0,08123,Jeff Brehaut,-115,4.66,1685
30,0,08075,Jerry Kelly,-115,4.67,1730
30,0,22405,Justin Rose,-115,4.63,1575
34,0,20378,Mathias Grönberg,-114,4.63,1530
34,0,20645,John Senden,-114,4.64,1600
34,0,23325,Vaughn Taylor,-114,4.61,1460
37,0,21350,Ryuji Imada,-113,4.67,1710
37,0,23349,Charles Warren,-113,4.63,1525
39,0,25804,Bubba Watson,-112,4.59,1380
40,0,21646,David Branshaw,-111,4.68,1720
40,0,10809,Jim Furyk,-111,4.61,1420
40,0,10733,Kent Jones,-111,4.67,1705
40,0,12602,Dean Wilson,-111,4.70,1825
44,0,23135,Tim Clark,-110,4.61,1410
45,0,20098,Stuart Appleby,-109,4.59,1340
45,0,02246,Duffy Waldorf,-109,4.66,1605
47,0,07867,Woody Austin,-106,4.70,1780
47,0,23718,Nathan Green,-106,4.69,1715
47,0,01706,Davis Love III,-106,4.60,1340
47,0,06515,Shaun Micheel,-106,4.67,1595
47,0,23322,Brett Wetterich,-106,4.62,1395
52,0,23320,Ryan Palmer,-105,4.68,1655
53,0,26420,Richard Johnson,-104,4.67,1570
53,0,08793,Tiger Woods,-104,4.43,910
55,0,19824,Craig Barlow,-103,4.60,1285
55,0,20229,Stewart Cink,-103,4.62,1340
55,0,25345,Carl Pettersson,-103,4.66,1525
