RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,29478,Kevin Kisner,4.32,14,324,95.68
2,0,20593,Greg Chalmers,4.89,9,184,95.11
3,0,25364,Paul Casey,5.16,11,213,94.84
4,0,47993,Denny McCarthy,5.49,14,255,94.51
5,0,26951,Johnson Wagner,5.61,16,285,94.39
6,0,27095,Nick Watney,5.77,21,364,94.23
7,0,29479,Scott Brown,5.91,22,372,94.09
8,0,34098,Russell Henley,5.95,16,269,94.05
9,0,24138,Ian Poulter,5.96,13,218,94.04
10,0,21528,Henrik Stenson,5.98,14,234,94.02
11,0,25834,Daniel Summerhays,6.00,9,150,94.00
12,0,27349,Alex Noren,6.08,16,263,93.92
13,0,23541,Ben Crane,6.09,12,197,93.91
14,0,40058,Zac Blair,6.12,12,196,93.88
15,0,29223,Sam Saunders,6.23,17,273,93.77
16,0,29221,Webb Simpson,6.25,22,352,93.75
17,0,39954,Cody Gribble,6.36,14,220,93.64
18,0,33410,Andrew Landry,6.42,19,296,93.58
19,0,26476,Chez Reavie,6.50,18,277,93.50
20,0,28679,Fabián Gómez,6.51,22,338,93.49
21,0,30110,Kyle Stanley,6.77,21,310,93.23
22,0,31202,William McGirt,6.79,25,368,93.21
23,0,34563,Chesson Hadley,6.81,26,382,93.19
24,0,25892,Steve Wheatcroft,6.86,14,204,93.14
25,0,37455,Si Woo Kim,6.93,21,303,93.07
26,0,29908,C.T. Pan,6.96,27,388,93.04
27,0,21961,Charles Howell III,7.03,27,384,92.97
28,0,48084,Wesley Bryan,7.04,14,199,92.96
29,0,24024,Zach Johnson,7.09,20,282,92.91
29,0,32333,Kevin Tway,7.09,29,409,92.91
31,0,24924,Bill Haas,7.23,23,318,92.77
32,0,24846,Ricky Barnes,7.26,13,179,92.74
33,0,34466,Peter Malnati,7.27,21,289,92.73
34,0,24361,Pat Perez,7.28,15,206,92.72
35,0,31560,Brian Stuard,7.29,28,384,92.71
36,0,26596,Ryan Moore,7.33,20,273,92.67
37,0,27895,Jonas Blixt,7.46,15,201,92.54
