RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 15'-20',TOTAL 3 PUTTS
1,0,32254,Xinjun Zhang,7,48
2,0,35532,Tom Hoge,6,57
3,0,33141,Keegan Bradley,5,39
3,0,20229,Stewart Cink,5,33
3,0,45609,Tyler Duncan,5,56
3,0,37454,Whee Kim,5,36
3,0,27942,Rob Oppenheim,5,33
3,0,32876,Martin Piller,5,38
9,0,27958,Ryan Blaum,4,46
9,0,39997,Corey Conners,4,51
9,0,35421,Brandon Harkins,4,46
9,0,30925,Dustin Johnson,4,24
9,0,26300,Matt Jones,4,29
9,0,32816,Satoshi Kodaira,4,39
9,0,30944,Jason Kokrak,4,50
9,0,50526,Tom Lovelady,4,43
9,0,25818,Scott Piercy,4,50
9,0,25240,D.A. Points,4,27
9,0,27556,Ted Potter Jr.,4,41
9,0,39324,J.J. Spaun,4,37
9,0,34046,Jordan Spieth,4,39
9,0,23325,Vaughn Taylor,4,48
9,0,08793,Tiger Woods,4,27
24,0,19803,Ryan Armour,3,50
24,0,12510,Chad Campbell,3,43
24,0,46435,Austin Cook,3,44
24,0,25686,Jason Dufner,3,42
24,0,28307,Matt Every,3,36
24,0,30911,Tommy Fleetwood,3,29
24,0,28679,Fabián Gómez,3,30
24,0,31646,Emiliano Grillo,3,31
24,0,32448,James Hahn,3,39
24,0,12716,Charley Hoffman,3,35
24,0,27141,J.B. Holmes,3,34
24,0,29222,Billy Hurley III,3,29
24,0,27974,Sung Kang,3,32
24,0,30926,Chris Kirk,3,39
24,0,27129,Luke List,3,48
24,0,29461,Jamie Lovemark,3,35
24,0,47993,Denny McCarthy,3,20
24,0,01810,Phil Mickelson,3,34
24,0,39546,Keith Mitchell,3,62
24,0,25396,Kevin Na,3,34
24,0,24140,Sean O'Hair,3,28
24,0,46970,Jon Rahm,3,35
24,0,26476,Chez Reavie,3,27
24,0,29223,Sam Saunders,3,27
24,0,46501,Ollie Schniederjans,3,35
24,0,29518,Brendan Steele,3,35
24,0,27963,Chris Stroud,3,29
24,0,33448,Justin Thomas,3,32
24,0,47287,Ethan Tracy,3,38
24,0,33419,Cameron Tringale,3,35
24,0,29484,Peter Uihlein,3,44
24,0,49964,Aaron Wise,3,52
24,0,31323,Gary Woodland,3,42
24,0,35544,Andrew Yun,3,23
58,0,33948,Byeong Hun An,2,38
58,0,20593,Greg Chalmers,2,11
58,0,32366,Kevin Chappell,2,48
58,0,23541,Ben Crane,2,17
58,0,34076,Joel Dahmen,2,45
58,0,34099,Harris English,2,30
