RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,27649,Brandt Snedeker,.31,1,324
2,0,40058,Zac Blair,.93,2,216
2,0,48084,Wesley Bryan,.93,2,216
2,0,25834,Daniel Summerhays,.93,1,108
5,0,34409,David Lingmerth,1.04,3,288
6,0,34099,Harris English,1.11,2,180
6,0,33410,Andrew Landry,1.11,3,270
6,0,49771,J.T. Poston,1.11,3,270
9,0,24138,Ian Poulter,1.19,3,252
10,0,37455,Si Woo Kim,1.26,5,396
11,0,46601,Trey Mullinax,1.28,3,234
12,0,29478,Kevin Kisner,1.31,4,306
13,0,34563,Chesson Hadley,1.32,5,378
13,0,33399,Adam Hadwin,1.32,5,378
15,0,20593,Greg Chalmers,1.39,2,144
15,0,28089,Jason Day,1.39,4,288
15,0,37454,Whee Kim,1.39,4,288
15,0,33413,Ben Martin,1.39,3,216
15,0,22582,Kyle Thompson,1.39,1,72
20,0,24924,Bill Haas,1.48,4,270
20,0,31202,William McGirt,1.48,4,270
22,0,30926,Chris Kirk,1.50,7,468
23,0,33204,Shane Lowry,1.52,3,198
24,0,23108,Matt Kuchar,1.54,5,324
25,0,29221,Webb Simpson,1.59,6,378
26,0,26596,Ryan Moore,1.63,5,306
27,0,24846,Ricky Barnes,1.67,3,180
27,0,34358,Jonathan Randolph,1.67,3,180
27,0,27214,Kevin Streelman,1.67,6,360
30,0,29926,Danny Lee,1.74,5,288
30,0,26951,Johnson Wagner,1.74,5,288
32,0,35532,Tom Hoge,1.75,6,342
33,0,33141,Keegan Bradley,1.77,7,396
34,0,25686,Jason Dufner,1.85,4,216
34,0,27141,J.B. Holmes,1.85,5,270
34,0,39975,Michael Kim,1.85,3,162
34,0,28132,Tyrone Van Aswegen,1.85,6,324
38,0,28500,Martin Flores,1.96,6,306
38,0,24361,Pat Perez,1.96,6,306
40,0,31646,Emiliano Grillo,2.02,8,396
40,0,24140,Sean O'Hair,2.02,4,198
42,0,25396,Kevin Na,2.05,7,342
43,0,47125,Matt Atkins,2.08,3,144
43,0,35461,Beau Hossler,2.08,9,432
43,0,08793,Tiger Woods,2.08,6,288
46,0,35506,Mackenzie Hughes,2.14,5,234
46,0,21528,Henrik Stenson,2.14,5,234
48,0,25804,Bubba Watson,2.16,7,324
49,0,27895,Jonas Blixt,2.22,4,180
49,0,37338,Zecheng Dou,2.22,2,90
49,0,39954,Cody Gribble,2.22,4,180
49,0,34098,Russell Henley,2.22,6,270
49,0,34256,Andrew Putnam,2.22,8,360
49,0,34360,Patrick Reed,2.22,8,360
49,0,31560,Brian Stuard,2.22,8,360
49,0,33448,Justin Thomas,2.22,8,360
57,0,34174,John Huh,2.29,7,306
57,0,31420,Anirban Lahiri,2.29,7,306
57,0,32640,Troy Merritt,2.29,7,306
57,0,39327,Ben Silverman,2.29,7,306
57,0,35891,Cameron Smith,2.29,7,306
62,0,24781,Hunter Mahan,2.31,5,216
62,0,47993,Denny McCarthy,2.31,5,216
64,0,40009,Dominic Bozzelli,2.38,6,252
64,0,35310,Lanto Griffin,2.38,6,252
64,0,26851,Marc Leishman,2.38,9,378
64,0,28237,Rory McIlroy,2.38,6,252
64,0,01810,Phil Mickelson,2.38,9,378
64,0,28252,Seamus Power,2.38,6,252
70,0,46501,Ollie Schniederjans,2.47,8,324
71,0,29268,Bronson Burgoon,2.53,5,198
71,0,34021,Bud Cauley,2.53,5,198
71,0,26300,Matt Jones,2.53,5,198
71,0,25892,Steve Wheatcroft,2.53,5,198
75,0,31416,Derek Fathauer,2.56,6,234
76,0,25364,Paul Casey,2.61,8,306
76,0,32757,Patton Kizzire,2.61,8,306
76,0,35879,Kelly Kraft,2.61,8,306
76,0,32839,Hideki Matsuyama,2.61,8,306
76,0,34046,Jordan Spieth,2.61,8,306
81,0,32333,Kevin Tway,2.66,11,414
82,0,46435,Austin Cook,2.67,12,450
83,0,45526,Abraham Ancer,2.78,10,360
83,0,20157,Retief Goosen,2.78,4,144
83,0,32448,James Hahn,2.78,8,288
83,0,30925,Dustin Johnson,2.78,9,324
83,0,25572,Graeme McDowell,2.78,6,216
83,0,25198,Francesco Molinari,2.78,8,288
83,0,27556,Ted Potter Jr.,2.78,8,288
83,0,39324,J.J. Spaun,2.78,8,288
83,0,30692,Scott Stallings,2.78,9,324
83,0,34431,Robert Streb,2.78,5,180
83,0,27095,Nick Watney,2.78,10,360
94,0,19803,Ryan Armour,2.90,12,414
94,0,29725,Tony Finau,2.90,12,414
96,0,31323,Gary Woodland,2.91,11,378
97,0,29479,Scott Brown,2.92,10,342
97,0,33122,Russell Knox,2.92,10,342
97,0,23621,Rory Sabbatini,2.92,10,342
97,0,27064,Jhonattan Vegas,2.92,10,342
101,0,40026,Daniel Berger,2.94,9,306
102,0,35376,Roberto Díaz,2.99,7,234
102,0,27349,Alex Noren,2.99,7,234
102,0,27963,Chris Stroud,2.99,7,234
105,0,23541,Ben Crane,3.03,6,198
105,0,32150,Michael Thompson,3.03,6,198
107,0,22405,Justin Rose,3.13,9,288
108,0,22371,Aaron Baddeley,3.17,8,252
108,0,20472,Alex Cejka,3.17,8,252
108,0,39997,Corey Conners,3.17,12,378
108,0,24358,Robert Garrigus,3.17,8,252
108,0,24024,Zach Johnson,3.17,12,378
108,0,25240,D.A. Points,3.17,4,126
108,0,29518,Brendan Steele,3.17,8,252
115,0,35450,Patrick Cantlay,3.22,11,342
115,0,30110,Kyle Stanley,3.22,11,342
115,0,37189,Harold Varner III,3.22,11,342
118,0,32876,Martin Piller,3.24,7,216
119,0,32102,Rickie Fowler,3.27,10,306
119,0,12716,Charley Hoffman,3.27,10,306
119,0,26476,Chez Reavie,3.27,10,306
119,0,25632,Jimmy Walker,3.27,10,306
119,0,47128,Richy Werenski,3.27,10,306
124,0,29908,C.T. Pan,3.28,13,396
125,0,30978,Kiradech Aphibarnrat,3.33,6,180
125,0,10809,Jim Furyk,3.33,6,180
125,0,50526,Tom Lovelady,3.33,9,270
125,0,46970,Jon Rahm,3.33,9,270
129,0,21961,Charles Howell III,3.38,14,414
130,0,36699,Patrick Rodgers,3.40,11,324
131,0,35545,Blayne Barber,3.42,8,234
131,0,23353,J.J. Henry,3.42,8,234
131,0,29223,Sam Saunders,3.42,8,234
131,0,47287,Ethan Tracy,3.42,8,234
135,0,48081,Xander Schauffele,3.44,13,378
136,0,30911,Tommy Fleetwood,3.47,10,288
136,0,28775,Nate Lashley,3.47,5,144
136,0,33419,Cameron Tringale,3.47,5,144
139,0,20572,Rod Pampling,3.54,7,198
140,0,33418,Shawn Stefani,3.57,9,252
141,0,35421,Brandon Harkins,3.61,13,360
142,0,46402,Talor Gooch,3.70,8,216
142,0,27974,Sung Kang,3.70,10,270
142,0,34213,Grayson Murray,3.70,10,270
142,0,26329,Louis Oosthuizen,3.70,8,216
142,0,23320,Ryan Palmer,3.70,8,216
142,0,22056,Cameron Percy,3.70,8,216
142,0,37275,Sam Ryder,3.70,10,270
142,0,47347,Adam Schenk,3.70,10,270
150,0,19846,Brian Gay,3.79,15,396
151,0,33948,Byeong Hun An,3.80,13,342
151,0,20229,Stewart Cink,3.80,13,342
151,0,29461,Jamie Lovemark,3.80,13,342
154,0,34466,Peter Malnati,3.82,11,288
154,0,49964,Aaron Wise,3.82,11,288
156,0,27936,Martin Laird,3.85,9,234
156,0,37278,Nicholas Lindheim,3.85,9,234
158,0,39328,Conrad Shindler,3.89,7,180
159,0,25493,Nick Taylor,3.92,12,306
160,0,12510,Chad Campbell,3.97,10,252
160,0,27644,Brian Harman,3.97,15,378
162,0,34076,Joel Dahmen,4.01,13,324
162,0,28679,Fabián Gómez,4.01,13,324
164,0,47959,Bryson DeChambeau,4.04,16,396
164,0,26331,Charl Schwartzel,4.04,8,198
166,0,32366,Kevin Chappell,4.07,11,270
166,0,36689,Brooks Koepka,4.07,11,270
168,0,34363,Tyrrell Hatton,4.17,9,216
168,0,29222,Billy Hurley III,4.17,6,144
168,0,27129,Luke List,4.17,15,360
168,0,25818,Scott Piercy,4.17,12,288
168,0,29485,Brett Stegmaier,4.17,9,216
173,0,26499,Rafa Cabrera Bello,4.25,13,306
173,0,29420,Billy Horschel,4.25,13,306
175,0,25900,Lucas Glover,4.37,11,252
176,0,29535,Brice Garnett,4.39,15,342
177,0,29484,Peter Uihlein,4.44,12,270
178,0,30944,Jason Kokrak,4.50,17,378
179,0,23325,Vaughn Taylor,4.51,13,288
180,0,26758,David Hearn,4.63,10,216
180,0,32254,Xinjun Zhang,4.63,10,216
182,0,36799,Stephan Jaeger,4.76,12,252
183,0,24925,Jonathan Byrd,5.00,9,180
183,0,27942,Rob Oppenheim,5.00,9,180
185,0,27958,Ryan Blaum,5.19,14,270
186,0,45609,Tyler Duncan,5.25,17,324
187,0,24502,Adam Scott,5.26,18,342
188,0,28307,Matt Every,5.56,11,198
188,0,32816,Satoshi Kodaira,5.56,7,126
188,0,39546,Keith Mitchell,5.56,21,378
188,0,35544,Andrew Yun,5.56,4,72
192,0,29974,Branden Grace,5.93,16,270
193,0,34264,Hudson Swafford,5.95,15,252
