RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
1,0,46046,Scottie Scheffler,374.547,5992.750
2,0,48081,Xander Schauffele,225.407,4057.333
3,0,28237,Rory McIlroy,159.082,2545.304
4,0,50525,Collin Morikawa,136.447,2456.046
5,0,52955,Ludvig Ãberg,130.760,2092.167
6,0,51766,Wyndham Clark,126.690,2153.734
7,0,32839,Hideki Matsuyama,118.678,1898.855
8,0,35450,Patrick Cantlay,111.241,1779.863
9,0,33204,Shane Lowry,109.831,1867.125
10,0,34098,Russell Henley,104.411,1670.575
11,0,48153,Matthieu Pavon,98.066,1569.063
12,0,51634,Sahith Theegala,97.001,2037.014
13,0,33948,Byeong Hun An,92.374,1755.104
14,0,33448,Justin Thomas,90.334,1445.342
15,0,39971,Sungjae Im,86.194,1896.275
16,0,29725,Tony Finau,86.038,1634.718
17,0,30911,Tommy Fleetwood,76.413,1222.607
18,0,49960,Sepp Straka,74.920,1498.403
19,0,28089,Jason Day,74.722,1344.987
20,0,30926,Chris Kirk,73.227,1318.088
21,0,27644,Brian Harman,70.928,1418.558
22,0,45522,Christiaan Bezuidenhout,70.301,1406.024
23,0,47504,Sam Burns,70.273,1264.911
24,0,56630,Akshay Bhatia,69.997,1609.924
25,0,52215,Robert MacIntyre,69.753,1534.562
26,0,29420,Billy Horschel,69.596,1391.917
27,0,34363,Tyrrell Hatton,68.804,412.825
28,0,39977,Max Homa,66.308,1193.543
29,0,46717,Viktor Hovland,65.721,854.371
30,0,24502,Adam Scott,65.050,1040.795
31,0,57366,Cameron Young,64.562,1226.682
32,0,33653,Thomas Detry,63.274,1202.203
33,0,40250,Taylor Pendrith,63.061,1324.281
34,0,46414,Aaron Rai,62.757,1380.664
35,0,39997,Corey Conners,62.453,1249.069
36,0,34213,Grayson Murray,61.685,801.900
37,0,35532,Tom Hoge,61.353,1411.121
38,0,36799,Stephan Jaeger,60.340,1206.800
39,0,58168,Davis Thompson,60.225,1385.179
40,0,27349,Alex Noren,59.259,1066.666
41,0,49771,J.T. Poston,56.790,1192.599
42,0,33141,Keegan Bradley,56.591,1075.221
43,0,40098,Matt Fitzpatrick,56.526,1073.991
44,0,37455,Si Woo Kim,55.597,1167.537
45,0,33399,Adam Hadwin,53.672,1180.792
46,0,47483,Will Zalatoris,53.638,1019.118
47,0,45157,Cam Davis,52.549,1050.970
48,0,34099,Harris English,51.014,969.275
49,0,47993,Denny McCarthy,49.757,1044.901
50,0,22405,Justin Rose,48.946,881.025
51,0,37378,Min Woo Lee,48.936,782.983
52,0,35506,Mackenzie Hughes,48.865,1026.166
53,0,57362,Austin Eckroat,48.599,1069.185
54,0,55182,Tom Kim,47.791,1051.407
55,0,51977,Max Greyserman,47.307,1040.756
56,0,47420,Jake Knapp,46.167,969.516
57,0,25493,Nick Taylor,46.144,969.025
58,0,36699,Patrick Rodgers,43.280,952.156
59,0,27064,Jhonattan Vegas,42.818,685.087
60,0,40006,Erik van Rooyen,40.641,812.810
61,0,46442,Maverick McNealy,40.385,807.702
62,0,29535,Brice Garnett,39.713,516.263
63,0,34046,Jordan Spieth,37.233,781.900
64,0,47591,Eric Cole,35.108,947.913
65,0,59866,Nick Dunlap,35.039,700.781
66,0,49947,Taylor Moore,34.911,802.955
67,0,34466,Peter Malnati,34.510,793.722
68,0,36801,Mark Hubbard,33.484,736.640
69,0,28252,Seamus Power,33.468,702.825
70,0,57364,Michael Thorbjornsen,33.073,231.508
71,0,30927,Brendon Todd,32.729,720.030
72,0,47679,Victor Perez,32.705,654.092
73,0,31646,Emiliano Grillo,32.589,684.369
74,0,54591,Ben Griffin,32.123,867.317
75,0,48117,Kurt Kitayama,30.133,602.667
76,0,52453,Nicolai HÃ¸jgaard,29.532,531.570
77,0,47995,Davis Riley,29.422,647.293
78,0,12716,Charley Hoffman,28.924,549.564
79,0,34256,Andrew Putnam,28.404,624.886
80,0,25900,Lucas Glover,28.392,596.223
81,0,27129,Luke List,27.328,601.225
82,0,39546,Keith Mitchell,27.233,599.123
83,0,29908,C.T. Pan,26.762,454.962
84,0,51997,Andrew Novak,25.914,518.289
85,0,54628,Lee Hodges,24.840,596.153
86,0,57975,Harry Hall,24.640,517.431
87,0,36884,Ben Kohles,24.114,530.500
88,0,40115,Adam Svensson,24.034,600.841
89,0,51287,Ryo Hisatsune,23.744,522.361
90,0,35461,Beau Hossler,23.702,521.439
91,0,47347,Adam Schenk,23.300,582.509
92,0,52666,Sami Valimaki,23.232,418.183
93,0,59143,Mac Meissner,22.609,474.790
94,0,52375,Doug Ghim,21.902,459.947
95,0,55789,Taylor Montgomery,21.689,325.331
96,0,57900,Chandler Phillips,21.355,427.093
97,0,45242,Kevin Yu,21.321,469.054
98,0,34587,Chan Kim,20.556,452.227
99,0,59095,Chris Gotterup,20.524,451.526
100,0,32333,Kevin Tway,20.340,284.762
101,0,54576,Patrick Fishburn,20.185,383.506
102,0,40162,Justin Lower,20.052,461.194
103,0,39324,J.J. Spaun,19.932,418.564
104,0,28775,Nate Lashley,19.648,392.951
105,0,23108,Matt Kuchar,19.119,382.375
106,0,55893,Sam Stevens,18.972,436.354
107,0,29936,Ryan Fox,18.834,376.675
