RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
72,0,47995,Davis Riley,647,1,1,5346
73,0,34256,Andrew Putnam,625,0,2,5368
74,0,48117,Kurt Kitayama,603,0,2,5390
75,0,27129,Luke List,601,0,1,5392
76,0,40115,Adam Svensson,601,0,2,5392
77,0,39546,Keith Mitchell,599,0,3,5394
78,0,25900,Lucas Glover,596,0,0,5397
79,0,54628,Lee Hodges,596,0,0,5397
80,0,47347,Adam Schenk,583,0,1,5410
81,0,12716,Charley Hoffman,550,0,3,5443
82,0,52453,Nicolai HÃ¸jgaard,532,0,1,5461
83,0,36884,Ben Kohles,531,0,2,5462
84,0,51287,Ryo Hisatsune,522,0,1,5471
85,0,35461,Beau Hossler,521,0,2,5472
86,0,51997,Andrew Novak,518,0,4,5475
87,0,57975,Harry Hall,517,1,1,5476
88,0,29535,Brice Garnett,516,1,1,5477
89,0,59143,Mac Meissner,475,0,3,5518
90,0,45242,Kevin Yu,469,0,4,5524
91,0,40162,Justin Lower,461,0,2,5532
92,0,52375,Doug Ghim,460,0,1,5533
93,0,29908,C.T. Pan,455,0,2,5538
94,0,34587,Chan Kim,452,0,3,5541
95,0,59095,Chris Gotterup,452,1,1,5541
96,0,55893,Sam Stevens,436,0,3,5557
97,0,57900,Chandler Phillips,427,0,2,5566
98,0,39324,J.J. Spaun,419,0,3,5574
99,0,52666,Sami Valimaki,418,0,1,5575
100,0,34363,Tyrrell Hatton,413,0,1,5580
101,0,32791,K.H. Lee,411,0,3,5582
102,0,51696,Rico Hoey,393,0,3,5600
103,0,28775,Nate Lashley,393,0,1,5600
104,0,54576,Patrick Fishburn,384,0,3,5609
105,0,23108,Matt Kuchar,382,0,1,5611
106,0,29936,Ryan Fox,377,0,3,5616
107,0,27139,David Skinns,376,0,2,5617
108,0,32102,Rickie Fowler,374,0,0,5619
109,0,39327,Ben Silverman,373,0,0,5620
110,0,51349,Nico Echavarria,367,0,1,5626
111,0,47983,Chad Ramey,367,0,1,5626
112,0,48887,Matt Wallace,354,0,1,5639
113,0,50188,S.H. Kim,346,0,1,5647
114,0,52513,Carson Young,346,0,2,5647
115,0,40058,Zac Blair,344,0,2,5649
116,0,55789,Taylor Montgomery,325,0,0,5668
117,0,39975,Michael Kim,325,0,1,5668
118,0,34076,Joel Dahmen,320,0,1,5673
119,0,54783,Dylan Wu,313,0,1,5680
120,0,59836,Pierceson Coody,308,0,2,5685
121,0,60004,Jacob Bridgeman,308,0,0,5685
122,0,36871,Matt NeSmith,293,0,2,5700
123,0,51894,Vince Whaley,285,0,1,5708
124,0,32333,Kevin Tway,285,0,2,5708
125,0,48867,Matti Schmid,283,0,1,5710
126,0,50484,Hayden Springer,283,0,3,5710
127,0,37275,Sam Ryder,282,0,0,5711
128,0,55454,Carl Yuan,273,0,2,5720
129,0,38991,Alejandro Tosti,267,0,1,5726
130,0,46340,Alex Smalley,257,0,1,5736
131,0,30163,Henrik Norlander,256,0,0,5737
132,0,51890,Greyson Sigg,254,0,2,5739
133,0,34374,Erik Barnes,248,0,1,5745
134,0,32757,Patton Kizzire,241,0,2,5752
135,0,52514,Trace Crowe,235,0,1,5758
136,0,32367,Jorge Campillo,235,0,1,5758
137,0,57364,Michael Thorbjornsen,232,0,1,5761
138,0,34563,Chesson Hadley,227,0,2,5766
139,0,55708,Hayden Buckley,224,0,2,5769
140,0,40026,Daniel Berger,221,0,0,5772
141,0,35617,Martin Trainer,220,0,1,5773
142,0,51600,Jimmy Stanger,213,0,1,5780
143,0,32640,Troy Merritt,213,0,1,5780
144,0,46441,Robby Shelton,207,0,1,5786
145,0,24024,Zach Johnson,202,0,0,5791
146,0,26596,Ryan Moore,201,0,1,5792
147,0,27936,Martin Laird,196,0,2,5797
148,0,32070,Rafael Campos,188,0,1,5805
149,0,34255,Joseph Bramlett,187,0,0,5806
150,0,54421,Garrick Higgo,186,0,1,5807
151,0,29221,Webb Simpson,183,0,0,5810
152,0,33413,Ben Martin,183,0,1,5810
153,0,52374,Brandon Wu,181,0,1,5812
154,0,22371,Aaron Baddeley,175,0,0,5818
155,0,31323,Gary Woodland,174,0,0,5819
156,0,48084,Wesley Bryan,172,0,1,5821
157,0,33968,ThorbjÃ¸rn Olesen,170,0,0,5823
158,0,28420,Ryan Brehm,162,0,1,5831
159,0,26476,Chez Reavie,161,0,1,5832
160,0,60067,Joe Highsmith,157,0,1,5836
161,0,59442,Parker Coody,151,0,1,5842
162,0,50493,Justin Suh,149,0,0,5844
163,0,47988,Nick Hardy,148,0,0,5845
164,0,52372,Cameron Champ,140,0,0,5853
165,0,36326,David Lipsky,132,0,1,5861
166,0,50497,Adrien Dumont de Chassart,130,0,1,5863
167,0,34310,Alexander BjÃ¶rk,126,0,0,5867
168,0,32366,Kevin Chappell,126,0,0,5867
169,0,46113,Ryan McCormick,124,0,1,5869
170,0,33408,Tyson Alexander,121,0,0,5872
171,0,35310,Lanto Griffin,117,0,1,5876
172,0,35879,Kelly Kraft,116,0,0,5877
173,0,20229,Stewart Cink,113,0,0,5880
174,0,45609,Tyler Duncan,111,0,0,5882
175,0,33486,Roger Sloan,109,0,0,5884
176,0,29289,S.Y. Noh,105,0,1,5888
177,0,30692,Scott Stallings,99,0,0,5894
178,0,27214,Kevin Streelman,94,0,0,5899
179,0,37212,Paul Barjon,92,0,1,5901
180,0,20766,Padraig Harrington,91,0,0,5902
181,0,48699,Callum Tarren,89,0,0,5904
182,0,46435,Austin Cook,84,0,1,5909
183,0,48319,Tom Whitney,82,0,0,5911
184,0,48119,Ben Taylor,79,0,1,5914
185,0,24140,Sean O'Hair,78,0,0,5915
186,0,34021,Bud Cauley,76,0,0,5917
187,0,47663,Kevin Dougherty,72,0,0,5921
188,0,29268,Bronson Burgoon,69,0,0,5924
189,0,50095,Austin Smotherman,62,0,0,5931
190,0,25818,Scott Piercy,59,0,0,5934
191,0,23320,Ryan Palmer,54,0,0,5939
192,0,54328,Norman Xiong,53,0,1,5940
193,0,39954,Cody Gribble,48,0,0,5945
194,0,27770,Camilo Villegas,45,0,0,5948
195,0,47079,Harrison Endycott,45,0,0,5948
196,0,51070,Vincent Norrman,43,0,0,5950
197,0,56149,Wilson Furr,37,0,0,5956
198,0,29478,Kevin Kisner,37,0,0,5956
199,0,24924,Bill Haas,36,0,0,5957
200,0,32448,James Hahn,35,0,0,5958
201,0,27095,Nick Watney,33,0,0,5960
202,0,39067,MJ Daffue,32,0,0,5961
203,0,47128,Richy Werenski,31,0,0,5962
204,0,31202,William McGirt,29,0,0,5964
205,0,25198,Francesco Molinari,27,0,0,5966
206,0,33122,Russell Knox,25,0,0,5968
207,0,37338,Zecheng Dou,23,0,0,5970
208,0,27649,Brandt Snedeker,20,0,0,5973
209,0,56762,Will Gordon,20,0,0,5973
210,0,37278,Nicholas Lindheim,19,0,0,5974
211,0,60767,Blaine Hale Jr.,16,0,0,5977
212,0,06373,JosÃ© MarÃ­a OlazÃ¡bal,15,0,0,5978
212,0,32139,Danny Willett,15,0,0,5978
214,0,30750,Tommy Gainey,12,0,0,5981
215,0,27974,Sung Kang,12,0,0,5981
216,0,34431,Robert Streb,12,0,0,5981
217,0,24980,Scott Gutschewski,12,0,0,5981
218,0,33597,Harry Higgs,11,0,0,5982
219,0,33674,Adrian Meronk,11,0,0,5982
220,0,35449,Adam Long,10,0,0,5983
221,0,47806,Raul Pereda,9,0,0,5984
222,0,06567,Vijay Singh,9,0,0,5984
223,0,08793,Tiger Woods,8,0,0,5985
224,0,27330,Josh Teater,7,0,0,5986
225,0,29970,Dylan Frittelli,6,0,0,5987
226,0,23983,Luke Donald,6,0,0,5987
227,0,24925,Jonathan Byrd,5,0,0,5988
228,0,20472,Alex Cejka,5,0,0,5988
228,0,19825,Darren Clarke,5,0,0,5988
230,0,31557,Jim Herman,5,0,0,5988
231,0,25632,Jimmy Walker,5,0,0,5988
232,0,35901,Paul Haley II,3,0,0,5990
233,0,26758,David Hearn,3,0,0,5990
234,0,28259,Sangmoon Bae,3,0,0,5990
234,0,30110,Kyle Stanley,3,0,0,5990
236,0,49303,Anders Albertson,3,0,0,5990
237,0,19803,Ryan Armour,2,0,0,5991
238,0,31560,Brian Stuard,2,0,0,5991
239,0,27963,Chris Stroud,2,0,0,5991
