RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,08793,Tiger Woods,7.98,6912624,86578344
2,0,06522,Ernie Els,3.72,3291894,88478344
3,0,01810,Phil Mickelson,3.65,4311969,117978344
4,0,20157,Retief Goosen,3.63,2617003,72078344
5,0,12662,Thomas Levet,3.15,532185,16878344
6,0,06567,Vijay Singh,2.98,3756561,125878344
7,0,02206,David Toms,2.85,3459737,121278344
8,0,19906,Gary Evans,2.52,286228,11378344
9,0,01968,Nick Price,2.46,2170910,88078344
10,0,21209,Sergio Garcia,2.40,2401991,99978344
11,0,23614,Rich Beem,2.35,2938364,124900000
12,0,08075,Jerry Kelly,2.33,2946887,126378344
13,0,10860,Justin Leonard,2.27,2738233,120678344
14,0,06373,José María Olazábal,2.16,1987026,91878344
15,0,10809,Jim Furyk,2.08,2363248,113878344
16,0,12680,Shigeki Maruyama,2.05,2214792,108178344
17,0,01381,Fred Funk,2.01,2383069,118300000
18,0,06251,Chris DiMarco,2.00,2606428,130378344
19,0,21961,Charles Howell III,1.99,2702744,135800000
19,0,12705,Cliff Kresge,1.99,101370,5100000
21,0,01797,Rocco Mediate,1.93,2040675,105478344
22,0,24357,K.J. Choi,1.92,2204904,114678344
23,0,20766,Padraig Harrington,1.90,924847,48778344
24,0,02049,Gene Sauers,1.89,715604,37900000
25,0,02010,Loren Roberts,1.84,1919044,104078344
26,0,01761,Len Mattiace,1.82,2194061,120878344
27,0,06514,Kevin Johnson,1.77,37100,2100000
28,0,10885,Robert Allenby,1.75,2115768,120878344
29,0,01706,Davis Love III,1.74,2056157,118478344
30,0,20127,Chris Riley,1.72,2032977,117978344
30,0,12663,Phil Tataurangi,1.72,1643685,95600000
32,0,01329,Brad Faxon,1.65,1814669,110078344
32,0,02104,Jeff Sluman,1.65,2250185,136200000
34,0,01320,Bob Estes,1.63,1934599,118978344
35,0,01945,Kenny Perry,1.61,1928595,119500000
36,0,01920,Craig Parry,1.57,1466233,93278344
37,0,01527,Scott Hoch,1.56,1465170,94178344
38,0,01707,Steve Lowery,1.51,1882552,125000000
39,0,20121,Todd Fischer,1.50,60000,4000000
39,0,10585,Scott McCarron,1.50,1896711,126278344
41,0,20400,Michael Campbell,1.47,831500,56478344
42,0,01219,John Cook,1.46,1624094,111078344
43,0,22913,John Rollins,1.45,1956562,135300000
44,0,22405,Justin Rose,1.41,316316,22378344
45,0,20098,Stuart Appleby,1.40,1729457,123878344
45,0,20634,Peter Lonard,1.40,1413110,101278344
47,0,19825,Darren Clarke,1.37,769810,56178344
48,0,01361,Dan Forsman,1.36,1305787,95800000
49,0,10912,Craig Perks,1.32,1632041,123178344
50,0,06595,Kevin Sutherland,1.27,1569527,123378344
51,0,19823,David Howser,1.24,133475,10800000
51,0,24361,Pat Perez,1.24,1451725,116900000
53,0,01553,John Huston,1.21,1299051,107200000
54,0,24925,Jonathan Byrd,1.20,1462711,121400000
55,0,20848,Ángel Cabrera,1.16,750444,64678344
56,0,01326,Nick Faldo,1.13,321207,28478344
57,0,01313,Steve Elkington,1.11,1084533,97578344
58,0,23108,Matt Kuchar,1.10,1237724,112478344
58,0,02106,Chris Smith,1.10,1361091,124078344
60,0,06004,Stephen Ames,1.08,1278034,117878344
60,0,12661,Todd Barranger,1.08,43200,4000000
62,0,06809,Bob Burns,1.07,1199800,112600000
62,0,01938,David Peoples,1.07,1243769,116300000
64,0,10565,Ian Leggatt,1.06,1245046,117000000
65,0,01388,Robert Gamez,1.05,807891,77300000
65,0,06575,Dudley Hart,1.05,1161078,110678344
67,0,01024,Billy Andrade,1.04,1365703,130978344
68,0,10201,Matt Gogel,1.03,1089481,105900000
69,0,01161,Mark Calcavecchia,1.02,1162508,113678344
69,0,08537,J.P. Hayes,1.02,955270,93400000
69,0,02239,Scott Verplank,1.02,1217020,119178344
72,0,02223,Bob Tway,1.00,1160396,116578344
73,0,10944,Thomas Bjørn,.99,470003,47278344
73,0,20094,Jonathan Kaye,.99,1082800,109778344
75,0,23621,Rory Sabbatini,.98,936661,95500000
76,0,01307,Joel Edwards,.96,1077647,112700000
77,0,20763,Pierre Fulke,.94,211138,22378344
78,0,23983,Luke Donald,.93,1088202,116778344
78,0,23624,Soren Hansen,.93,207965,22378344
80,0,07457,Steve Flesch,.92,1192338,129000000
81,0,01577,Lee Janzen,.91,1127735,123278344
82,0,06573,Brandt Jobe,.90,972477,108500000
83,0,12652,Cameron Beckman,.89,907737,102300000
83,0,22046,Geoff Ogilvy,.89,957184,107500000
85,0,01226,Fred Couples,.87,646701,74200000
85,0,01677,Tom Lehman,.87,868631,99878344
87,0,01042,Paul Azinger,.85,769924,91100000
87,0,24502,Adam Scott,.85,431407,50778344
87,0,02256,Tom Watson,.85,180130,21278344
90,0,21284,Hiroyuki Fujita,.84,33714,4000000
90,0,24024,Zach Johnson,.84,57000,6800000
90,0,02246,Duffy Waldorf,.84,909001,107678344
93,0,12660,Jesper Parnevik,.83,964303,116578344
94,0,23541,Ben Crane,.80,921075,115400000
94,0,12782,Tim Herron,.80,954913,119500000
94,0,06527,Steve Stricker,.80,789711,98778344
97,0,01685,J.L. Lewis,.79,957181,120800000
97,0,01876,Greg Norman,.79,498487,62778344
99,0,02214,Kirk Triplett,.78,843272,107700000
100,0,20229,Stewart Cink,.76,894208,118178344
100,0,22075,Ricardo Gonzalez,.76,162959,21378344
100,0,01457,Jay Haas,.76,722779,95300000
103,0,09011,David Duval,.75,838044,111078344
104,0,01666,Bernhard Langer,.74,559394,75678344
104,0,10423,Mike Weir,.74,843887,113578344
106,0,08931,Glen Day,.73,859927,118400000
107,0,01157,Tom Byrum,.72,620276,86200000
108,0,20382,Stephen Leaney,.70,79231,11378344
108,0,01887,Mark O'Meara,.70,730132,104478344
108,0,22293,Heath Slocum,.70,864613,123500000
111,0,19846,Brian Gay,.69,926730,133500000
111,0,01886,Peter O'Malley,.69,212265,30878344
111,0,20572,Rod Pampling,.69,776899,113200000
114,0,01175,Jim Carter,.68,812343,118978344
115,0,23135,Tim Clark,.67,632607,94878344
115,0,08339,Spike McRoy,.67,616813,92500000
115,0,01948,Tim Petrovic,.67,797205,119578344
118,0,21805,Harrison Frazar,.66,731295,110200000
118,0,06332,Neal Lancaster,.66,813226,123278344
118,0,01724,Jeff Maggert,.66,733195,110978344
118,0,01766,Billy Mayfair,.66,864744,131678344
118,0,20548,Hidemichi Tanaka,.66,766421,116500000
123,0,23656,Jason Caron,.65,35639,5500000
123,0,22983,Bradley Dredge,.65,37924,5878344
123,0,11246,Des Smyth,.65,37924,5878344
126,0,20498,Briny Baird,.63,817511,128900000
126,0,19824,Craig Barlow,.63,528568,83900000
