RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
1,0,20766,Padraig Harrington,$806797,924847
2,0,19825,Darren Clarke,$665911,769811
3,0,20848,Ángel Cabrera,$632546,750446
4,0,20400,Michael Campbell,$614250,831500
5,0,12662,Thomas Levet,$532186,532186
6,0,01876,Greg Norman,$467988,498488
7,0,10944,Thomas Bjørn,$360629,470004
8,0,23800,Bryce Molder,$348028,348028
9,0,24502,Adam Scott,$339157,431407
10,0,01326,Nick Faldo,$321208,321208
11,0,19906,Gary Evans,$221228,286228
12,0,08635,Colin Montgomerie,$188095,261095
13,0,20935,Toru Taniguchi,$170510,198010
14,0,20763,Pierre Fulke,$148639,211139
15,0,23624,Soren Hansen,$139466,207966
16,0,19823,David Howser,$133475,133475
17,0,01886,Peter O'Malley,$128766,212266
18,0,22075,Ricardo Gonzalez,$121709,162959
19,0,12461,Paul McGinley,$120823,203573
20,0,12705,Cliff Kresge,$101370,101370
21,0,22405,Justin Rose,$94816,316316
22,0,20396,Lee Westwood,$94710,210585
23,0,23552,Hank Kuehne,$80840,80840
24,0,20585,Niclas Fasth,$73628,272378
25,0,10821,Toshi Izawa,$69204,169204
26,0,20218,Shingo Katayama,$66277,93777
27,0,20121,Todd Fischer,$60000,60000
28,0,24024,Zach Johnson,$57000,57000
29,0,25364,Paul Casey,$55921,55921
30,0,20474,Phillip Price,$54133,108258
31,0,19904,Paul Lawrie,$50335,135960
32,0,26360,Bubba Dickerson,$44141,44141
33,0,12661,Todd Barranger,$43200,43200
34,0,12602,Dean Wilson,$41344,41344
35,0,25190,Jeff Quinney,$40310,40310
36,0,22983,Bradley Dredge,$37925,37925
36,0,11246,Des Smyth,$37925,37925
38,0,06514,Kevin Johnson,$37100,37100
39,0,23656,Jason Caron,$35639,35639
40,0,23409,James Driscoll,$34293,34293
41,0,21284,Hiroyuki Fujita,$33714,33714
42,0,25572,Graeme McDowell,$31910,63160
43,0,19905,Andrew Coltart,$26732,26732
43,0,20382,Stephen Leaney,$26732,79232
43,0,02300,Ian Woosnam,$26732,26732
46,0,20104,Ken Duke,$23163,23163
47,0,12454,Mario Tiziani,$22603,22603
48,0,24494,Erik Compton,$22438,22438
49,0,22378,Trevor Immelman,$21728,70228
49,0,25345,Carl Pettersson,$21728,51728
51,0,08547,John Maginnes,$21701,21701
52,0,24617,Rafael Gómez,$21150,21150
53,0,19970,Robert Karlsson,$20072,20072
53,0,06431,Jean Van de Velde,$20072,20072
55,0,20590,Paul Eales,$18962,18962
56,0,08725,Tom Gillis,$18414,18414
57,0,21452,Steve Scott,$16640,16640
58,0,22371,Aaron Baddeley,$16380,16380
59,0,25900,Lucas Glover,$16349,16349
60,0,07363,Craig Bowden,$16294,16294
61,0,20367,Fredrik Andersson Hed,$16223,16223
61,0,19929,Warren Bennett,$16223,16223
61,0,19957,Ian Garbutt,$16223,16223
61,0,24956,Mikko Ilonen,$16223,16223
61,0,12389,Barry Lane,$16223,16223
61,0,24138,Ian Poulter,$16223,16223
67,0,25052,Derek Gillespie,$16000,16000
68,0,20569,Richard Green,$14696,14696
68,0,20940,Kenichi Kuboya,$14696,40196
70,0,20099,Doug Barron,$14368,14368
71,0,21584,Richie Coughlan,$13955,13955
72,0,20650,Jarrod Moseley,$13906,13906
73,0,24604,Hunter Haas,$13545,13545
74,0,25779,Matthew Cort,$13195,13195
75,0,02166,Chip Sullivan,$12966,12966
76,0,25031,Andy Miller,$12794,12794
76,0,20686,Jeev Milkha Singh,$12794,12794
78,0,20859,Anders Hansen,$12247,70247
78,0,07553,Roger Wessels,$12247,12247
80,0,23892,David Park,$12010,12010
81,0,08057,Brian Wilson,$10860,10860
82,0,10193,Don Berry,$10750,10750
83,0,02187,Dave Tentis,$10500,10500
84,0,06006,JC Anderson,$9552,9552
85,0,23673,Michael Connell,$8976,8976
86,0,12819,Todd Doohan,$8920,8920
87,0,01560,David Ishii,$8520,8520
88,0,06140,Sean Murphy,$8284,8284
89,0,02196,Robert Thompson,$8120,8120
90,0,24958,Dave Christensen,$8080,8080
91,0,21631,Iain Steel,$7560,7560
92,0,06741,Gene Fieger,$7105,7105
93,0,24727,David Hutsell,$6804,6804
94,0,06791,Mark Wurtz,$6660,6660
95,0,02254,Scott Watkins,$6300,6300
96,0,01555,Stu Ingraham,$6270,6270
97,0,24218,Han Lee,$5970,5970
98,0,10963,Jimmy Green,$4599,4599
99,0,01191,Barry Cheesman,$4263,4263
100,0,21047,Mike Deuel,$3696,3696
