RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,12652,Cameron Beckman,8
2,0,23983,Luke Donald,6
2,0,28307,Matt Every,6
2,0,27466,Spencer Levin,6
2,0,01810,Phil Mickelson,6
2,0,23320,Ryan Palmer,6
2,0,25818,Scott Piercy,6
2,0,27214,Kevin Streelman,6
2,0,23322,Brett Wetterich,6
2,0,20160,Charlie Wi,6
11,0,06197,Michael Allen,5
11,0,20498,Briny Baird,5
11,0,23613,Rich Barcelo,5
11,0,24846,Ricky Barnes,5
11,0,28087,Kris Blanks,5
11,0,24507,Jason Bohn,5
11,0,01116,Michael Bradley,5
11,0,24357,K.J. Choi,5
11,0,23673,Michael Connell,5
11,0,27436,Graham DeLaet,5
11,0,23409,James Driscoll,5
11,0,25686,Jason Dufner,5
11,0,01320,Bob Estes,5
11,0,25900,Lucas Glover,5
11,0,06643,Paul Goydos,5
11,0,21350,Ryuji Imada,5
11,0,21731,Freddie Jacobson,5
11,0,30925,Dustin Johnson,5
11,0,24024,Zach Johnson,5
11,0,01619,Skip Kendall,5
11,0,27936,Martin Laird,5
11,0,01766,Billy Mayfair,5
11,0,25572,Graeme McDowell,5
11,0,22122,Andrew McLardy,5
11,0,26596,Ryan Moore,5
11,0,12660,Jesper Parnevik,5
11,0,01941,Tom Pernice Jr.,5
11,0,30946,Alex Prugh,5
11,0,25190,Jeff Quinney,5
11,0,26476,Chez Reavie,5
11,0,22405,Justin Rose,5
11,0,23621,Rory Sabbatini,5
11,0,27649,Brandt Snedeker,5
11,0,06595,Kevin Sutherland,5
11,0,23325,Vaughn Taylor,5
11,0,27330,Josh Teater,5
11,0,02206,David Toms,5
11,0,08385,Omar Uresti,5
11,0,26289,Boo Weekley,5
11,0,20396,Lee Westwood,5
11,0,26392,Chris Wilson,5
52,0,10885,Robert Allenby,4
52,0,06004,Stephen Ames,4
52,0,20098,Stuart Appleby,4
52,0,22371,Aaron Baddeley,4
52,0,20029,Notah Begay III,4
52,0,22946,Henrik Bjornstad,4
52,0,12510,Chad Campbell,4
52,0,25364,Paul Casey,4
52,0,20472,Alex Cejka,4
52,0,23135,Tim Clark,4
52,0,25720,Chad Collins,4
52,0,24494,Erik Compton,4
52,0,11123,Chris Couch,4
52,0,23541,Ben Crane,4
52,0,01249,John Daly,4
52,0,21753,Brian Davis,4
52,0,06034,Marco Dawson,4
52,0,23638,Brendon de Jonge,4
52,0,29285,Brent Delahoussaye,4
52,0,20104,Ken Duke,4
52,0,06621,Joe Durant,4
52,0,01313,Steve Elkington,4
52,0,01329,Brad Faxon,4
52,0,07457,Steve Flesch,4
52,0,28500,Martin Flores,4
52,0,12823,Carlos Franco,4
52,0,10809,Jim Furyk,4
52,0,24358,Robert Garrigus,4
52,0,19846,Brian Gay,4
52,0,08725,Tom Gillis,4
52,0,20157,Retief Goosen,4
52,0,24924,Bill Haas,4
52,0,20766,Padraig Harrington,4
52,0,08537,J.P. Hayes,4
52,0,12782,Tim Herron,4
52,0,12716,Charley Hoffman,4
52,0,27141,J.B. Holmes,4
52,0,21961,Charles Howell III,4
52,0,01577,Lee Janzen,4
52,0,26300,Matt Jones,4
52,0,27408,Martin Kaymer,4
52,0,08075,Jerry Kelly,4
52,0,29718,Anthony Kim,4
52,0,06012,Greg Kraft,4
52,0,12705,Cliff Kresge,4
52,0,23108,Matt Kuchar,4
52,0,26851,Marc Leishman,4
52,0,10860,Justin Leonard,4
52,0,26695,Michael Letzig,4
52,0,01706,Davis Love III,4
52,0,27613,David Lutterus,4
52,0,24912,Will MacKenzie,4
52,0,27060,John Mallinger,4
52,0,28158,Steve Marino,4
52,0,10585,Scott McCarron,4
52,0,27933,John Merrick,4
52,0,32640,Troy Merritt,4
52,0,23800,Bryce Molder,4
52,0,26301,James Nitties,4
52,0,22348,Nick O'Hern,4
52,0,21949,Joe Ogilvie,4
52,0,22046,Geoff Ogilvy,4
52,0,26329,Louis Oosthuizen,4
52,0,28475,Jeff Overton,4
52,0,20572,Rod Pampling,4
52,0,20663,Brenden Pappas,4
52,0,01945,Kenny Perry,4
52,0,25240,D.A. Points,4
52,0,25336,Alistair Presnell,4
52,0,07749,Brett Quigley,4
52,0,34478,Jerry Richardson Jr.,4
52,0,20127,Chris Riley,4
52,0,22913,John Rollins,4
52,0,25562,Andres Romero,4
52,0,26882,Michael Sim,4
52,0,29221,Webb Simpson,4
52,0,06567,Vijay Singh,4
52,0,22293,Heath Slocum,4
52,0,26679,Kevin Stadler,4
52,0,06527,Steve Stricker,4
52,0,31560,Brian Stuard,4
52,0,26287,Roland Thatcher,4
52,0,28780,Nicholas Thompson,4
52,0,12714,Chris Tidland,4
52,0,23788,D.J. Trahan,4
52,0,23623,Bo Van Pelt,4
52,0,02239,Scott Verplank,4
52,0,27770,Camilo Villegas,4
52,0,23349,Charles Warren,4
52,0,27095,Nick Watney,4
