RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,31646,Emiliano Grillo,56
1,0,37454,Whee Kim,56
3,0,35461,Beau Hossler,55
3,0,36689,Brooks Koepka,55
3,0,27936,Martin Laird,55
3,0,50526,Tom Lovelady,55
3,0,01810,Phil Mickelson,55
3,0,27649,Brandt Snedeker,55
9,0,34099,Harris English,54
9,0,37278,Nicholas Lindheim,54
9,0,32839,Hideki Matsuyama,54
9,0,25396,Kevin Na,54
9,0,32150,Michael Thompson,54
14,0,30978,Kiradech Aphibarnrat,53
14,0,26499,Rafa Cabrera Bello,53
14,0,20593,Greg Chalmers,53
14,0,46435,Austin Cook,53
14,0,35376,Roberto Díaz,53
14,0,30911,Tommy Fleetwood,53
14,0,27644,Brian Harman,53
14,0,29478,Kevin Kisner,53
14,0,25572,Graeme McDowell,53
14,0,27349,Alex Noren,53
14,0,39327,Ben Silverman,53
14,0,29221,Webb Simpson,53
14,0,25834,Daniel Summerhays,53
14,0,25632,Jimmy Walker,53
14,0,49964,Aaron Wise,53
29,0,27958,Ryan Blaum,52
29,0,48084,Wesley Bryan,52
29,0,35421,Brandon Harkins,52
29,0,34098,Russell Henley,52
29,0,30925,Dustin Johnson,52
29,0,34466,Peter Malnati,52
29,0,47993,Denny McCarthy,52
29,0,27942,Rob Oppenheim,52
29,0,28252,Seamus Power,52
29,0,34358,Jonathan Randolph,52
29,0,22405,Justin Rose,52
29,0,23621,Rory Sabbatini,52
29,0,47347,Adam Schenk,52
29,0,30110,Kyle Stanley,52
29,0,26951,Johnson Wagner,52
44,0,35545,Blayne Barber,51
44,0,24846,Ricky Barnes,51
44,0,40058,Zac Blair,51
44,0,40009,Dominic Bozzelli,51
44,0,28089,Jason Day,51
44,0,47959,Bryson DeChambeau,51
44,0,25686,Jason Dufner,51
44,0,10809,Jim Furyk,51
44,0,19846,Brian Gay,51
44,0,35310,Lanto Griffin,51
44,0,26758,David Hearn,51
44,0,35532,Tom Hoge,51
44,0,34174,John Huh,51
44,0,39975,Michael Kim,51
44,0,23108,Matt Kuchar,51
44,0,31420,Anirban Lahiri,51
44,0,29926,Danny Lee,51
44,0,34409,David Lingmerth,51
44,0,24361,Pat Perez,51
44,0,49771,J.T. Poston,51
44,0,27556,Ted Potter Jr.,51
44,0,26476,Chez Reavie,51
44,0,29485,Brett Stegmaier,51
44,0,23325,Vaughn Taylor,51
44,0,31323,Gary Woodland,51
69,0,31416,Derek Fathauer,50
69,0,29725,Tony Finau,50
69,0,32102,Rickie Fowler,50
69,0,39954,Cody Gribble,50
69,0,34563,Chesson Hadley,50
69,0,33399,Adam Hadwin,50
69,0,34363,Tyrrell Hatton,50
69,0,29420,Billy Horschel,50
69,0,29222,Billy Hurley III,50
69,0,26300,Matt Jones,50
69,0,27974,Sung Kang,50
69,0,30944,Jason Kokrak,50
69,0,33413,Ben Martin,50
69,0,32640,Troy Merritt,50
69,0,24140,Sean O'Hair,50
69,0,25240,D.A. Points,50
69,0,36699,Patrick Rodgers,50
69,0,37275,Sam Ryder,50
69,0,29223,Sam Saunders,50
69,0,48081,Xander Schauffele,50
69,0,39328,Conrad Shindler,50
69,0,30692,Scott Stallings,50
69,0,33448,Justin Thomas,50
69,0,33419,Cameron Tringale,50
69,0,29484,Peter Uihlein,50
69,0,37189,Harold Varner III,50
69,0,27095,Nick Watney,50
69,0,08793,Tiger Woods,50
97,0,19803,Ryan Armour,49
97,0,40026,Daniel Berger,49
97,0,29268,Bronson Burgoon,49
97,0,20472,Alex Cejka,49
97,0,32366,Kevin Chappell,49
97,0,23541,Ben Crane,49
97,0,34076,Joel Dahmen,49
97,0,46402,Talor Gooch,49
97,0,12716,Charley Hoffman,49
97,0,24024,Zach Johnson,49
97,0,30926,Chris Kirk,49
97,0,32757,Patton Kizzire,49
97,0,33122,Russell Knox,49
97,0,35879,Kelly Kraft,49
97,0,33410,Andrew Landry,49
97,0,26851,Marc Leishman,49
97,0,29461,Jamie Lovemark,49
97,0,33204,Shane Lowry,49
97,0,28237,Rory McIlroy,49
97,0,46601,Trey Mullinax,49
97,0,34213,Grayson Murray,49
97,0,32876,Martin Piller,49
97,0,24138,Ian Poulter,49
97,0,34256,Andrew Putnam,49
97,0,46970,Jon Rahm,49
97,0,46501,Ollie Schniederjans,49
97,0,26331,Charl Schwartzel,49
97,0,34046,Jordan Spieth,49
97,0,27963,Chris Stroud,49
97,0,31560,Brian Stuard,49
