RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
97,0,47287,Ethan Tracy,49
97,0,35544,Andrew Yun,49
129,0,22371,Aaron Baddeley,48
129,0,27895,Jonas Blixt,48
129,0,12510,Chad Campbell,48
129,0,34021,Bud Cauley,48
129,0,20229,Stewart Cink,48
129,0,39997,Corey Conners,48
129,0,37338,Zecheng Dou,48
129,0,28500,Martin Flores,48
129,0,25900,Lucas Glover,48
129,0,28679,Fabián Gómez,48
129,0,29974,Branden Grace,48
129,0,27141,J.B. Holmes,48
129,0,35506,Mackenzie Hughes,48
129,0,36799,Stephan Jaeger,48
129,0,32816,Satoshi Kodaira,48
129,0,28775,Nate Lashley,48
129,0,24781,Hunter Mahan,48
129,0,31202,William McGirt,48
129,0,39546,Keith Mitchell,48
129,0,34360,Patrick Reed,48
129,0,39324,J.J. Spaun,48
129,0,33418,Shawn Stefani,48
129,0,21528,Henrik Stenson,48
129,0,34431,Robert Streb,48
129,0,34264,Hudson Swafford,48
129,0,32333,Kevin Tway,48
129,0,27064,Jhonattan Vegas,48
129,0,47128,Richy Werenski,48
129,0,25892,Steve Wheatcroft,48
129,0,32254,Xinjun Zhang,48
159,0,33948,Byeong Hun An,47
159,0,45526,Abraham Ancer,47
159,0,47125,Matt Atkins,47
159,0,29479,Scott Brown,47
159,0,24924,Bill Haas,47
159,0,32448,James Hahn,47
159,0,21961,Charles Howell III,47
159,0,37455,Si Woo Kim,47
159,0,20572,Rod Pampling,47
159,0,24502,Adam Scott,47
159,0,35891,Cameron Smith,47
159,0,25493,Nick Taylor,47
159,0,28132,Tyrone Van Aswegen,47
172,0,33141,Keegan Bradley,46
172,0,35450,Patrick Cantlay,46
172,0,25364,Paul Casey,46
172,0,45609,Tyler Duncan,46
172,0,28307,Matt Every,46
172,0,29535,Brice Garnett,46
172,0,27129,Luke List,46
172,0,26596,Ryan Moore,46
172,0,26329,Louis Oosthuizen,46
172,0,23320,Ryan Palmer,46
172,0,29908,C.T. Pan,46
172,0,22056,Cameron Percy,46
184,0,24925,Jonathan Byrd,45
184,0,24358,Robert Garrigus,45
184,0,25198,Francesco Molinari,45
184,0,25818,Scott Piercy,45
184,0,29518,Brendan Steele,45
184,0,27214,Kevin Streelman,45
184,0,25804,Bubba Watson,45
191,0,20157,Retief Goosen,44
192,0,23353,J.J. Henry,43
192,0,22582,Kyle Thompson,43
