RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,27556,Ted Potter Jr.,.06,4,71
2,0,45157,Cam Davis,.04,3,72
2,0,40098,Matt Fitzpatrick,.04,2,51
2,0,27974,Sung Kang,.04,3,84
2,0,27330,Josh Teater,.04,3,67
2,0,33448,Justin Thomas,.04,3,72
2,0,25632,Jimmy Walker,.04,3,74
8,0,33948,Byeong Hun An,.03,2,77
8,0,27895,Jonas Blixt,.03,2,76
8,0,26499,Rafa Cabrera Bello,.03,2,68
8,0,32200,Roberto Castro,.03,2,72
8,0,52372,Cameron Champ,.03,2,76
8,0,34563,Chesson Hadley,.03,2,74
8,0,27141,J.B. Holmes,.03,2,71
8,0,35506,Mackenzie Hughes,.03,2,76
8,0,47990,Kyle Jones,.03,2,66
8,0,37454,Whee Kim,.03,2,69
8,0,32816,Satoshi Kodaira,.03,2,64
8,0,01810,Phil Mickelson,.03,2,60
8,0,46601,Trey Mullinax,.03,2,73
8,0,39327,Ben Silverman,.03,2,68
8,0,29518,Brendan Steele,.03,2,62
8,0,49964,Aaron Wise,.03,2,69
24,0,30978,Kiradech Aphibarnrat,.02,1,62
24,0,22371,Aaron Baddeley,.02,1,55
24,0,29268,Bronson Burgoon,.02,1,55
24,0,24925,Jonathan Byrd,.02,1,49
24,0,34021,Bud Cauley,.02,2,82
24,0,28679,Fabián Gómez,.02,1,62
24,0,39971,Sungjae Im,.02,2,118
24,0,36852,Jim Knous,.02,1,53
24,0,24781,Hunter Mahan,.02,1,59
24,0,25396,Kevin Na,.02,1,60
24,0,45486,Joaquin Niemann,.02,2,96
24,0,26329,Louis Oosthuizen,.02,1,64
24,0,32058,José de Jesús Rodríguez,.02,1,65
24,0,22405,Justin Rose,.02,1,62
24,0,39324,J.J. Spaun,.02,2,82
24,0,27095,Nick Watney,.02,2,83
24,0,25804,Bubba Watson,.02,1,58
41,0,33141,Keegan Bradley,.01,1,82
41,0,29479,Scott Brown,.01,1,82
41,0,47504,Sam Burns,.01,1,78
41,0,45609,Tyler Duncan,.01,1,83
41,0,29970,Dylan Frittelli,.01,1,81
41,0,19846,Brian Gay,.01,1,89
41,0,25900,Lucas Glover,.01,1,90
41,0,31646,Emiliano Grillo,.01,1,78
41,0,34098,Russell Henley,.01,1,70
41,0,29420,Billy Horschel,.01,1,92
41,0,35461,Beau Hossler,.01,1,83
41,0,21961,Charles Howell III,.01,1,91
41,0,30925,Dustin Johnson,.01,1,70
41,0,29478,Kevin Kisner,.01,1,86
41,0,32757,Patton Kizzire,.01,1,74
41,0,30944,Jason Kokrak,.01,1,90
41,0,31420,Anirban Lahiri,.01,1,69
41,0,34261,Scott Langley,.01,1,74
41,0,29926,Danny Lee,.01,1,81
41,0,47993,Denny McCarthy,.01,1,81
41,0,39546,Keith Mitchell,.01,1,83
41,0,48822,Sebastián Muñoz,.01,1,80
41,0,33667,Carlos Ortiz,.01,1,82
41,0,49771,J.T. Poston,.01,1,96
41,0,26476,Chez Reavie,.01,1,92
41,0,29223,Sam Saunders,.01,1,74
41,0,48081,Xander Schauffele,.01,1,74
41,0,47347,Adam Schenk,.01,1,100
41,0,33486,Roger Sloan,.01,1,84
41,0,35891,Cameron Smith,.01,1,74
41,0,34046,Jordan Spieth,.01,1,79
41,0,33418,Shawn Stefani,.01,1,76
41,0,49960,Sepp Straka,.01,1,72
41,0,27214,Kevin Streelman,.01,1,81
41,0,27064,Jhonattan Vegas,.01,1,72
41,0,31323,Gary Woodland,.01,1,84
