RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,25198,Francesco Molinari,9.08,54,595,E
2,0,10885,Robert Allenby,9.19,65,707,+0.09
2,0,10860,Justin Leonard,9.19,69,751,+0.22
4,0,24024,Zach Johnson,9.93,97,977,+0.02
5,0,21528,Henrik Stenson,10.51,64,609,E
6,0,34098,Russell Henley,10.72,100,933,+0.01
7,0,27466,Spencer Levin,10.74,124,1155,+0.23
8,0,08075,Jerry Kelly,11.20,103,920,+0.07
9,0,29926,Danny Lee,11.26,156,1385,+0.07
10,0,31202,William McGirt,11.39,154,1352,+0.13
11,0,23541,Ben Crane,11.51,83,721,+0.12
12,0,32200,Roberto Castro,11.58,58,501,+0.10
13,0,23108,Matt Kuchar,11.60,124,1069,-0.09
14,0,34262,Jon Curran,11.65,105,901,+0.08
15,0,25349,Tim Wilkinson,11.69,94,804,+0.15
16,0,29221,Webb Simpson,11.70,104,889,+0.03
17,0,26476,Chez Reavie,11.83,82,693,+0.23
18,0,29420,Billy Horschel,11.91,121,1016,+0.07
19,0,31560,Brian Stuard,11.94,131,1097,+0.15
20,0,24507,Jason Bohn,11.97,145,1211,+0.11
21,0,27214,Kevin Streelman,12.01,122,1016,+0.11
22,0,35545,Blayne Barber,12.03,105,873,-0.03
23,0,30927,Brendon Todd,12.06,128,1061,+0.09
24,0,22892,Jason Gore,12.10,98,810,+0.11
25,0,26596,Ryan Moore,12.12,103,850,+0.17
26,0,27649,Brandt Snedeker,12.19,127,1042,+0.10
27,0,22405,Justin Rose,12.24,83,678,+0.05
28,0,27933,John Merrick,12.25,99,808,+0.14
29,0,34130,Sung Joon Park,12.26,107,873,+0.13
30,0,29478,Kevin Kisner,12.27,160,1304,+0.03
31,0,29222,Billy Hurley III,12.28,107,871,+0.12
32,0,34409,David Lingmerth,12.33,127,1030,+0.09
33,0,27436,Graham DeLaet,12.60,94,746,+0.15
33,0,33399,Adam Hadwin,12.60,141,1119,+0.20
35,0,10809,Jim Furyk,12.62,91,721,+0.04
36,0,35541,John Peterson,12.63,135,1069,+0.10
37,0,01706,Davis Love III,12.65,74,585,+0.07
38,0,33122,Russell Knox,12.66,153,1209,+0.16
39,0,21753,Brian Davis,12.70,125,984,+0.10
40,0,12510,Chad Campbell,12.74,161,1264,+0.14
41,0,25364,Paul Casey,12.80,112,875,+0.02
42,0,27963,Chris Stroud,12.85,121,942,+0.22
43,0,20645,John Senden,12.89,92,714,+0.14
44,0,20472,Alex Cejka,12.90,141,1093,+0.12
44,0,23638,Brendon de Jonge,12.90,165,1279,+0.09
46,0,34174,John Huh,12.93,160,1237,+0.18
47,0,25900,Lucas Glover,13.00,130,1000,+0.18
48,0,23353,J.J. Henry,13.02,137,1052,+0.12
49,0,27644,Brian Harman,13.03,142,1090,+0.01
50,0,20771,Steven Alker,13.07,91,696,+0.15
51,0,33141,Keegan Bradley,13.09,116,886,+0.02
52,0,26951,Johnson Wagner,13.24,105,793,+0.02
53,0,24494,Erik Compton,13.29,128,963,+0.09
54,0,25345,Carl Pettersson,13.34,177,1327,+0.03
55,0,25686,Jason Dufner,13.36,89,666,+0.07
55,0,33418,Shawn Stefani,13.36,162,1213,+0.04
57,0,23048,Eric Axley,13.45,80,595,+0.15
58,0,30926,Chris Kirk,13.55,106,782,+0.02
59,0,25562,Andres Romero,13.56,101,745,-0.04
59,0,34046,Jordan Spieth,13.56,123,907,-0.08
61,0,33419,Cameron Tringale,13.62,149,1094,+0.19
62,0,24924,Bill Haas,13.69,135,986,+0.04
63,0,34563,Chesson Hadley,13.85,171,1235,+0.12
64,0,25396,Kevin Na,13.86,136,981,+0.15
