RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,02206,David Toms,5.62,43,765,+0.16
2,0,23800,Bryce Molder,8.60,92,1070,+0.09
3,0,26476,Chez Reavie,8.66,60,693,+0.02
4,0,32640,Troy Merritt,8.83,100,1132,+0.11
5,0,24507,Jason Bohn,8.84,107,1211,+0.10
6,0,30711,Colt Knost,8.92,92,1031,+0.24
7,0,25818,Scott Piercy,9.23,106,1148,+0.01
8,0,25198,Francesco Molinari,9.41,56,595,+0.16
9,0,28780,Nicholas Thompson,9.47,92,971,+0.12
10,0,20104,Ken Duke,9.54,103,1080,+0.13
11,0,33419,Cameron Tringale,9.60,105,1094,+0.06
12,0,23548,Bill Lunde,9.82,49,499,+0.39
13,0,40058,Zac Blair,10.12,124,1225,+0.12
14,0,20771,Steven Alker,10.20,71,696,+0.30
15,0,25191,Gonzalo Fernandez-Castaño,10.23,89,870,+0.02
16,0,24490,George McNeill,10.38,128,1233,+0.02
17,0,34265,Will Wilcox,10.39,59,568,-0.02
18,0,35451,Scott Pinckney,10.52,108,1027,+0.11
19,0,21878,Mark Wilson,10.60,119,1123,+0.22
20,0,35541,John Peterson,10.66,114,1069,+0.11
21,0,34174,John Huh,10.67,132,1237,+0.19
22,0,24361,Pat Perez,10.80,124,1148,E
23,0,22405,Justin Rose,11.06,75,678,-0.01
24,0,22293,Heath Slocum,11.07,60,542,+0.23
25,0,27933,John Merrick,11.14,90,808,+0.14
26,0,08075,Jerry Kelly,11.20,103,920,+0.02
27,0,31560,Brian Stuard,11.21,123,1097,+0.10
28,0,33486,Roger Sloan,11.29,62,549,+0.18
29,0,40026,Daniel Berger,11.32,130,1148,-0.08
30,0,34261,Scott Langley,11.38,125,1098,+0.08
30,0,29223,Sam Saunders,11.38,99,870,-0.01
32,0,24357,K.J. Choi,11.39,90,790,+0.08
33,0,33122,Russell Knox,11.41,138,1209,+0.12
34,0,27214,Kevin Streelman,11.42,116,1016,-0.01
35,0,30927,Brendon Todd,11.50,122,1061,+0.07
36,0,26596,Ryan Moore,11.53,98,850,+0.14
37,0,24925,Jonathan Byrd,11.60,82,707,+0.09
38,0,36801,Mark Hubbard,11.65,99,850,+0.24
39,0,21961,Charles Howell III,11.74,160,1363,-0.07
40,0,32200,Roberto Castro,11.78,59,501,+0.15
41,0,29535,Brice Garnett,11.82,105,888,+0.14
42,0,22371,Aaron Baddeley,11.84,107,904,-0.03
42,0,27936,Martin Laird,11.84,119,1005,-0.07
44,0,31557,Jim Herman,11.86,127,1071,+0.14
45,0,25720,Chad Collins,11.89,104,875,+0.21
46,0,32102,Rickie Fowler,11.91,94,789,-0.04
46,0,34130,Sung Joon Park,11.91,104,873,+0.03
48,0,27644,Brian Harman,11.93,130,1090,+0.12
48,0,24138,Ian Poulter,11.93,79,662,+0.05
50,0,27963,Chris Stroud,12.00,113,942,+0.12
51,0,32839,Hideki Matsuyama,12.04,118,980,+0.03
52,0,26758,David Hearn,12.05,142,1178,+0.05
53,0,31323,Gary Woodland,12.18,91,747,-0.01
54,0,29476,Kyle Reifers,12.24,136,1111,+0.01
55,0,27466,Spencer Levin,12.29,142,1155,+0.13
56,0,21753,Brian Davis,12.30,121,984,+0.16
56,0,12716,Charley Hoffman,12.30,130,1057,+0.04
58,0,22892,Jason Gore,12.35,100,810,+0.12
59,0,32448,James Hahn,12.38,134,1082,-0.03
60,0,10809,Jim Furyk,12.48,90,721,+0.01
60,0,25892,Steve Wheatcroft,12.48,125,1002,+0.11
62,0,29221,Webb Simpson,12.49,111,889,+0.13
63,0,34046,Jordan Spieth,12.57,114,907,+0.06
64,0,24024,Zach Johnson,12.59,123,977,+0.09
65,0,35532,Tom Hoge,12.61,114,904,-0.03
66,0,25369,Jamie Donaldson,12.64,56,443,+0.05
67,0,30736,Oscar Fraustro,12.66,70,553,+0.13
68,0,26289,Boo Weekley,12.67,118,931,+0.08
69,0,28486,Michael Putnam,12.71,119,936,+0.13
70,0,30692,Scott Stallings,12.72,86,676,+0.09
71,0,37273,Derek Ernst,12.73,111,872,+0.02
72,0,33141,Keegan Bradley,12.75,113,886,+0.06
73,0,33399,Adam Hadwin,12.78,143,1119,+0.06
74,0,29479,Scott Brown,12.82,144,1123,+0.17
75,0,30926,Chris Kirk,12.92,101,782,+0.10
76,0,37454,Whee Kim,12.94,100,773,+0.06
77,0,20691,Greg Owen,12.95,72,556,+0.04
78,0,20645,John Senden,13.03,93,714,+0.18
79,0,25686,Jason Dufner,13.06,87,666,+0.02
80,0,33413,Ben Martin,13.12,141,1075,+0.18
81,0,24924,Bill Haas,13.18,130,986,+0.08
82,0,29478,Kevin Kisner,13.19,172,1304,+0.13
83,0,32334,Charlie Beljan,13.20,104,788,+0.17
84,0,28679,Fabián Gómez,13.22,127,961,+0.24
85,0,28023,Byron Smith,13.23,79,597,+0.08
86,0,31202,William McGirt,13.24,179,1352,+0.07
87,0,29518,Brendan Steele,13.25,139,1049,+0.06
88,0,30946,Alex Prugh,13.28,132,994,+0.08
89,0,23638,Brendon de Jonge,13.29,170,1279,+0.02
90,0,10860,Justin Leonard,13.32,100,751,+0.20
91,0,34431,Robert Streb,13.35,179,1341,+0.07
91,0,27095,Nick Watney,13.35,150,1124,+0.03
93,0,20593,Greg Chalmers,13.39,66,493,+0.12
94,0,32366,Kevin Chappell,13.45,140,1041,+0.06
95,0,34264,Hudson Swafford,13.47,155,1151,+0.08
96,0,21209,Sergio Garcia,13.54,67,495,+0.13
97,0,34409,David Lingmerth,13.59,140,1030,+0.11
98,0,20396,Lee Westwood,13.64,60,440,+0.13
99,0,34262,Jon Curran,13.65,123,901,+0.20
100,0,36699,Patrick Rodgers,13.72,87,634,+0.15
101,0,29926,Danny Lee,13.79,191,1385,+0.01
102,0,33418,Shawn Stefani,13.93,169,1213,+0.01
103,0,30852,Ryo Ishikawa,13.97,144,1031,+0.02
104,0,27436,Graham DeLaet,14.08,105,746,+0.12
105,0,23541,Ben Crane,14.15,102,721,+0.05
106,0,27895,Jonas Blixt,14.19,101,712,+0.16
107,0,26951,Johnson Wagner,14.25,113,793,+0.18
108,0,25900,Lucas Glover,14.30,143,1000,+0.12
109,0,28259,Sangmoon Bae,14.32,176,1229,+0.04
109,0,12510,Chad Campbell,14.32,181,1264,+0.09
109,0,26300,Matt Jones,14.32,133,929,+0.02
109,0,24140,Sean O'Hair,14.32,160,1117,+0.09
113,0,33448,Justin Thomas,14.33,189,1319,-0.03
114,0,28132,Tyrone Van Aswegen,14.36,83,578,+0.07
115,0,22056,Cameron Percy,14.50,116,800,+0.10
116,0,25834,Daniel Summerhays,14.56,180,1236,+0.04
117,0,34099,Harris English,14.69,177,1205,+0.01
118,0,24494,Erik Compton,14.75,142,963,+0.08
119,0,29420,Billy Horschel,14.86,151,1016,+0.03
120,0,33461,Morgan Hoffmann,14.97,143,955,+0.03
121,0,29725,Tony Finau,14.98,190,1268,E
122,0,28475,Jeff Overton,15.02,155,1032,+0.04
123,0,39977,Max Homa,15.03,129,858,+0.06
124,0,20157,Retief Goosen,15.04,123,818,+0.02
125,0,21528,Henrik Stenson,15.11,92,609,+0.02
126,0,25349,Tim Wilkinson,15.17,122,804,+0.15
127,0,24846,Ricky Barnes,15.18,131,863,+0.02
128,0,36689,Brooks Koepka,15.21,136,894,-0.06
129,0,26331,Charl Schwartzel,15.26,87,570,+0.07
130,0,31193,Jim Renner,15.30,118,771,+0.23
131,0,22046,Geoff Ogilvy,15.31,75,490,+0.11
132,0,35539,Luke Guthrie,15.35,144,938,+0.10
133,0,01706,Davis Love III,15.38,90,585,+0.13
133,0,23621,Rory Sabbatini,15.38,140,910,+0.06
135,0,27770,Camilo Villegas,15.46,158,1022,-0.03
136,0,23623,Bo Van Pelt,15.61,140,897,+0.24
137,0,27064,Jhonattan Vegas,15.63,155,992,+0.03
138,0,20472,Alex Cejka,15.65,171,1093,+0.06
139,0,26329,Louis Oosthuizen,15.67,102,651,-0.01
140,0,20229,Stewart Cink,15.69,142,905,+0.11
141,0,34256,Andrew Putnam,15.74,116,737,+0.09
142,0,25345,Carl Pettersson,15.75,209,1327,+0.06
143,0,34098,Russell Henley,15.76,147,933,+0.20
144,0,25493,Nick Taylor,15.77,181,1148,+0.09
145,0,35545,Blayne Barber,15.81,138,873,+0.12
146,0,29222,Billy Hurley III,15.84,138,871,+0.17
147,0,29720,Andres Gonzales,15.85,165,1041,+0.09
147,0,33667,Carlos Ortiz,15.85,182,1148,+0.05
149,0,34360,Patrick Reed,15.98,168,1051,+0.08
150,0,23108,Matt Kuchar,16.09,172,1069,+0.03
151,0,25396,Kevin Na,16.11,158,981,E
152,0,10885,Robert Allenby,16.12,114,707,+0.24
153,0,24781,Hunter Mahan,16.19,146,902,E
154,0,28500,Martin Flores,16.22,177,1091,-0.05
155,0,01810,Phil Mickelson,16.23,123,758,-0.06
156,0,24502,Adam Scott,16.29,72,442,+0.19
157,0,32150,Michael Thompson,16.38,171,1044,+0.07
158,0,31416,Derek Fathauer,16.48,149,904,+0.05
159,0,23320,Ryan Palmer,16.51,123,745,-0.06
160,0,27141,J.B. Holmes,16.61,149,897,+0.01
161,0,06567,Vijay Singh,16.65,159,955,-0.03
162,0,24358,Robert Garrigus,16.71,126,754,+0.10
163,0,30925,Dustin Johnson,16.73,125,747,+0.09
164,0,30944,Jason Kokrak,16.82,185,1100,-0.01
165,0,26851,Marc Leishman,16.84,126,748,+0.02
166,0,20848,Ángel Cabrera,16.89,99,586,+0.08
167,0,25240,D.A. Points,16.94,135,797,+0.10
168,0,06522,Ernie Els,16.95,91,537,+0.07
169,0,25562,Andres Romero,17.05,127,745,E
170,0,29425,Andrew Svoboda,17.08,166,972,+0.21
171,0,23983,Luke Donald,17.14,127,741,+0.01
172,0,27649,Brandt Snedeker,17.18,179,1042,+0.07
173,0,34563,Chesson Hadley,17.33,214,1235,+0.14
174,0,20766,Padraig Harrington,17.34,116,669,+0.09
175,0,25632,Jimmy Walker,17.65,155,878,+0.06
176,0,25364,Paul Casey,17.71,155,875,+0.02
177,0,29289,S.Y. Noh,17.83,133,746,+0.07
178,0,25804,Bubba Watson,17.91,139,776,-0.05
179,0,23048,Eric Axley,18.15,108,595,-0.05
180,0,23353,J.J. Henry,18.35,193,1052,+0.15
181,0,28089,Jason Day,18.56,147,792,+0.01
182,0,28307,Matt Every,18.69,143,765,E
183,0,34358,Jonathan Randolph,19.02,148,778,+0.05
184,0,25274,Steven Bowditch,19.85,242,1219,+0.04
