RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,25198,Francesco Molinari,89.65,667,744
2,0,34265,Will Wilcox,88.77,664,748
3,0,02206,David Toms,88.24,713,808
4,0,28780,Nicholas Thompson,88.12,1053,1195
5,0,21528,Henrik Stenson,88.03,743,844
6,0,35541,John Peterson,87.86,1028,1170
7,0,26476,Chez Reavie,87.55,682,779
8,0,24507,Jason Bohn,87.00,1151,1323
9,0,31202,William McGirt,86.58,1245,1438
10,0,37273,Derek Ernst,86.51,853,986
11,0,08075,Jerry Kelly,86.36,950,1100
12,0,27214,Kevin Streelman,86.35,1101,1275
13,0,27466,Spencer Levin,86.14,1162,1349
14,0,24024,Zach Johnson,86.13,1056,1226
15,0,31557,Jim Herman,86.07,1057,1228
16,0,30711,Colt Knost,85.95,1028,1196
17,0,23638,Brendon de Jonge,85.90,1267,1475
18,0,20771,Steven Alker,85.77,717,836
19,0,40058,Zac Blair,85.71,1242,1449
19,0,23800,Bryce Molder,85.71,1038,1211
21,0,35545,Blayne Barber,85.65,883,1031
21,0,10809,Jim Furyk,85.65,770,899
23,0,20645,John Senden,85.62,905,1057
24,0,29221,Webb Simpson,85.52,939,1098
25,0,22892,Jason Gore,85.47,859,1005
25,0,34174,John Huh,85.47,1200,1404
27,0,33419,Cameron Tringale,85.22,1147,1346
28,0,31560,Brian Stuard,85.20,1105,1297
29,0,30927,Brendon Todd,85.16,1113,1307
30,0,24361,Pat Perez,85.09,1141,1341
31,0,24925,Jonathan Byrd,85.07,769,904
32,0,24924,Bill Haas,84.91,1024,1206
32,0,10860,Justin Leonard,84.91,726,855
32,0,26289,Boo Weekley,84.91,934,1100
35,0,33122,Russell Knox,84.81,1139,1343
35,0,34264,Hudson Swafford,84.81,1122,1323
37,0,27933,John Merrick,84.74,872,1029
37,0,29518,Brendan Steele,84.74,994,1173
39,0,12510,Chad Campbell,84.69,1145,1352
40,0,29478,Kevin Kisner,84.66,1231,1454
41,0,20229,Stewart Cink,84.64,915,1081
42,0,29222,Billy Hurley III,84.59,928,1097
43,0,25686,Jason Dufner,84.54,864,1022
44,0,25364,Paul Casey,84.42,975,1155
44,0,26951,Johnson Wagner,84.42,802,950
46,0,34262,Jon Curran,84.41,926,1097
47,0,32839,Hideki Matsuyama,84.37,1085,1286
48,0,24490,George McNeill,84.36,1095,1298
49,0,34409,David Lingmerth,84.34,1066,1264
50,0,20104,Ken Duke,84.32,1043,1237
51,0,28500,Martin Flores,84.21,1067,1267
52,0,26596,Ryan Moore,84.20,922,1095
52,0,33418,Shawn Stefani,84.20,1103,1310
54,0,32366,Kevin Chappell,84.18,1011,1201
54,0,25900,Lucas Glover,84.18,926,1100
56,0,01706,Davis Love III,84.01,599,713
57,0,33399,Adam Hadwin,83.99,1086,1293
58,0,22405,Justin Rose,83.98,781,930
59,0,22293,Heath Slocum,83.88,619,738
60,0,27095,Nick Watney,83.86,1060,1264
61,0,23108,Matt Kuchar,83.85,1106,1319
62,0,29223,Sam Saunders,83.82,943,1125
63,0,28089,Jason Day,83.81,854,1019
64,0,34098,Russell Henley,83.80,993,1185
65,0,36801,Mark Hubbard,83.77,898,1072
66,0,23541,Ben Crane,83.74,680,812
66,0,28486,Michael Putnam,83.74,989,1181
68,0,33413,Ben Martin,83.65,1064,1272
69,0,30736,Oscar Fraustro,83.62,628,751
70,0,27436,Graham DeLaet,83.55,762,912
70,0,26758,David Hearn,83.55,1133,1356
72,0,27644,Brian Harman,83.45,1054,1263
73,0,23548,Bill Lunde,83.44,534,640
74,0,34130,Sung Joon Park,83.43,891,1068
75,0,29479,Scott Brown,83.42,1127,1351
