RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
76,0,27963,Chris Stroud,83.39,979,1174
77,0,20691,Greg Owen,83.31,679,815
78,0,21753,Brian Davis,83.26,950,1141
78,0,32448,James Hahn,83.26,1094,1314
80,0,30946,Alex Prugh,83.21,927,1114
80,0,23621,Rory Sabbatini,83.21,937,1126
82,0,32334,Charlie Beljan,83.15,834,1003
83,0,30944,Jason Kokrak,83.10,1018,1225
83,0,25834,Daniel Summerhays,83.10,1170,1408
85,0,22056,Cameron Percy,83.08,810,975
86,0,34046,Jordan Spieth,82.95,1022,1232
87,0,20593,Greg Chalmers,82.94,627,756
88,0,06567,Vijay Singh,82.93,899,1084
89,0,29926,Danny Lee,82.92,1388,1674
89,0,33448,Justin Thomas,82.92,1223,1475
91,0,33141,Keegan Bradley,82.89,974,1175
92,0,26331,Charl Schwartzel,82.88,736,888
93,0,29420,Billy Horschel,82.78,1120,1353
94,0,21878,Mark Wilson,82.69,979,1184
95,0,35451,Scott Pinckney,82.68,1012,1224
96,0,37454,Whee Kim,82.64,795,962
97,0,23353,J.J. Henry,82.62,1036,1254
98,0,25892,Steve Wheatcroft,82.60,954,1155
99,0,32200,Roberto Castro,82.59,574,695
100,0,24140,Sean O'Hair,82.54,988,1197
101,0,29725,Tony Finau,82.53,1219,1477
102,0,34261,Scott Langley,82.44,1056,1281
103,0,21209,Sergio Garcia,82.32,652,792
104,0,25345,Carl Pettersson,82.30,1218,1480
105,0,20472,Alex Cejka,82.28,1054,1281
105,0,22046,Geoff Ogilvy,82.28,562,683
105,0,29476,Kyle Reifers,82.28,1054,1281
108,0,25720,Chad Collins,82.27,905,1100
108,0,28023,Byron Smith,82.27,631,767
110,0,25191,Gonzalo Fernandez-Castaño,82.26,881,1071
111,0,33667,Carlos Ortiz,82.12,1098,1337
112,0,36689,Brooks Koepka,82.09,935,1139
112,0,34431,Robert Streb,82.09,1274,1552
114,0,30925,Dustin Johnson,82.02,830,1012
115,0,29535,Brice Garnett,81.85,902,1102
116,0,25349,Tim Wilkinson,81.80,809,989
117,0,12716,Charley Hoffman,81.78,1077,1317
118,0,10885,Robert Allenby,81.77,673,823
119,0,24357,K.J. Choi,81.76,708,866
120,0,40026,Daniel Berger,81.62,1106,1355
121,0,30852,Ryo Ishikawa,81.61,1003,1229
122,0,20396,Lee Westwood,81.56,597,732
123,0,26329,Louis Oosthuizen,81.53,724,888
124,0,27649,Brandt Snedeker,81.51,1080,1325
125,0,35532,Tom Hoge,81.41,898,1103
126,0,21961,Charles Howell III,81.34,1190,1463
127,0,26300,Matt Jones,81.32,984,1210
128,0,24138,Ian Poulter,81.30,739,909
129,0,25818,Scott Piercy,81.24,1022,1258
130,0,20848,Ángel Cabrera,81.23,606,746
131,0,32640,Troy Merritt,81.22,1029,1267
132,0,32102,Rickie Fowler,81.20,825,1016
133,0,25369,Jamie Donaldson,81.17,539,664
134,0,25804,Bubba Watson,81.15,779,960
135,0,39977,Max Homa,81.09,836,1031
136,0,28259,Sangmoon Bae,81.04,1111,1371
137,0,32150,Michael Thompson,81.03,914,1128
138,0,24781,Hunter Mahan,81.00,959,1184
138,0,31193,Jim Renner,81.00,746,921
140,0,31323,Gary Woodland,80.94,841,1039
141,0,06522,Ernie Els,80.82,649,803
141,0,23623,Bo Van Pelt,80.82,889,1100
143,0,29425,Andrew Svoboda,80.81,880,1089
144,0,34099,Harris English,80.80,1153,1427
145,0,24358,Robert Garrigus,80.77,739,915
146,0,30926,Chris Kirk,80.74,826,1023
147,0,29720,Andres Gonzales,80.53,964,1197
147,0,24502,Adam Scott,80.53,546,678
149,0,36699,Patrick Rodgers,80.51,595,739
150,0,25396,Kevin Na,80.47,1071,1331
151,0,28475,Jeff Overton,80.38,1028,1279
152,0,25240,D.A. Points,80.29,782,974
153,0,34358,Jonathan Randolph,80.27,781,973
154,0,23320,Ryan Palmer,80.19,866,1080
155,0,28679,Fabián Gómez,80.05,927,1158
156,0,23983,Luke Donald,80.04,798,997
157,0,25493,Nick Taylor,79.80,1015,1272
157,0,27064,Jhonattan Vegas,79.80,956,1198
159,0,27936,Martin Laird,79.65,853,1071
160,0,30692,Scott Stallings,79.64,669,840
161,0,35539,Luke Guthrie,79.47,906,1140
162,0,25632,Jimmy Walker,79.46,963,1212
163,0,24494,Erik Compton,79.28,949,1197
164,0,27141,J.B. Holmes,79.20,948,1197
165,0,01810,Phil Mickelson,78.90,778,986
166,0,34563,Chesson Hadley,78.82,1113,1412
167,0,20157,Retief Goosen,78.80,851,1080
168,0,26851,Marc Leishman,78.78,776,985
169,0,23048,Eric Axley,78.75,604,767
170,0,25274,Steven Bowditch,78.71,1139,1447
171,0,25562,Andres Romero,78.67,723,919
172,0,29289,S.Y. Noh,78.64,718,913
173,0,27895,Jonas Blixt,78.41,810,1033
174,0,27770,Camilo Villegas,78.30,913,1166
175,0,34360,Patrick Reed,78.08,1097,1405
176,0,33461,Morgan Hoffmann,78.00,929,1191
177,0,33486,Roger Sloan,77.79,564,725
178,0,28132,Tyrone Van Aswegen,77.56,584,753
179,0,20766,Padraig Harrington,77.04,651,845
180,0,31416,Derek Fathauer,76.70,823,1073
181,0,24846,Ricky Barnes,76.13,826,1085
182,0,34256,Andrew Putnam,75.70,676,893
183,0,22371,Aaron Baddeley,75.44,780,1034
184,0,28307,Matt Every,74.85,738,986
