RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,25198,Francesco Molinari,18.49,110,595,+0.82
2,0,02206,David Toms,19.61,150,765,+1.33
3,0,26476,Chez Reavie,20.49,142,693,+1.41
4,0,24507,Jason Bohn,20.81,252,1211,+1.07
5,0,08075,Jerry Kelly,22.39,206,920,+0.44
6,0,10860,Justin Leonard,22.50,169,751,+2.07
7,0,24024,Zach Johnson,22.52,220,977,+0.59
8,0,27466,Spencer Levin,23.03,266,1155,+1.80
9,0,31560,Brian Stuard,23.15,254,1097,+1.22
10,0,30711,Colt Knost,23.18,239,1031,+1.76
11,0,33419,Cameron Tringale,23.22,254,1094,+1.38
12,0,20771,Steven Alker,23.28,162,696,+2.16
13,0,35541,John Peterson,23.29,249,1069,+1.04
14,0,22405,Justin Rose,23.30,158,678,+0.19
15,0,32200,Roberto Castro,23.35,117,501,+1.28
16,0,27933,John Merrick,23.39,189,808,+1.43
17,0,27214,Kevin Streelman,23.43,238,1016,+0.50
18,0,30927,Brendon Todd,23.56,250,1061,+0.84
19,0,34174,John Huh,23.61,292,1237,+1.85
20,0,26596,Ryan Moore,23.65,201,850,+1.54
21,0,28780,Nicholas Thompson,23.89,232,971,+1.38
22,0,33122,Russell Knox,24.07,291,1209,+1.44
23,0,34130,Sung Joon Park,24.17,211,873,+0.81
24,0,29221,Webb Simpson,24.18,215,889,+0.79
25,0,22892,Jason Gore,24.44,198,810,+1.16
26,0,31202,William McGirt,24.63,333,1352,+0.99
27,0,27963,Chris Stroud,24.84,234,942,+1.75
28,0,27644,Brian Harman,24.95,272,1090,+0.63
28,0,23800,Bryce Molder,24.95,267,1070,+0.86
30,0,40058,Zac Blair,24.98,306,1225,+1.14
31,0,21753,Brian Davis,25.00,246,984,+1.26
32,0,29926,Danny Lee,25.05,347,1385,+0.35
33,0,24361,Pat Perez,25.09,288,1148,+0.03
34,0,10809,Jim Furyk,25.10,181,721,+0.28
35,0,34262,Jon Curran,25.31,228,901,+1.45
36,0,10885,Robert Allenby,25.32,179,707,+1.84
37,0,33399,Adam Hadwin,25.38,284,1119,+1.30
38,0,29478,Kevin Kisner,25.46,332,1304,+0.84
39,0,24490,George McNeill,25.55,315,1233,+0.16
40,0,21528,Henrik Stenson,25.62,156,609,+0.13
41,0,23541,Ben Crane,25.66,185,721,+0.81
42,0,29223,Sam Saunders,25.75,224,870,+0.67
43,0,20104,Ken Duke,25.83,279,1080,+1.18
43,0,24138,Ian Poulter,25.83,171,662,+0.70
45,0,33141,Keegan Bradley,25.85,229,886,+0.39
46,0,31557,Jim Herman,25.86,277,1071,+1.01
47,0,20645,John Senden,25.91,185,714,+1.62
48,0,34409,David Lingmerth,25.92,267,1030,+1.05
49,0,34046,Jordan Spieth,26.13,237,907,-0.13
50,0,24925,Jonathan Byrd,26.17,185,707,+0.81
51,0,23638,Brendon de Jonge,26.19,335,1279,+0.54
52,0,34265,Will Wilcox,26.23,149,568,+0.20
53,0,22293,Heath Slocum,26.38,143,542,+2.31
54,0,25686,Jason Dufner,26.43,176,666,+0.45
55,0,25191,Gonzalo Fernandez-Castaño,26.44,230,870,+1.22
56,0,34098,Russell Henley,26.47,247,933,+1.21
56,0,30926,Chris Kirk,26.47,207,782,+0.58
58,0,27436,Graham DeLaet,26.68,199,746,+1.36
59,0,29420,Billy Horschel,26.77,272,1016,+0.44
