RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
60,0,26289,Boo Weekley,26.85,250,931,E
61,0,25349,Tim Wilkinson,26.87,216,804,+1.48
62,0,24924,Bill Haas,26.88,265,986,+0.57
63,0,36801,Mark Hubbard,26.94,229,850,+1.66
64,0,37273,Derek Ernst,26.95,235,872,+0.38
65,0,25892,Steve Wheatcroft,27.05,271,1002,+1.22
66,0,12510,Chad Campbell,27.06,342,1264,+1.14
67,0,32102,Rickie Fowler,27.12,214,789,+0.56
68,0,32839,Hideki Matsuyama,27.14,266,980,+0.45
69,0,24357,K.J. Choi,27.22,215,790,+1.16
69,0,30692,Scott Stallings,27.22,184,676,+0.43
71,0,33418,Shawn Stefani,27.29,331,1213,+0.27
72,0,25900,Lucas Glover,27.30,273,1000,+1.50
73,0,34264,Hudson Swafford,27.45,316,1151,+0.82
74,0,32640,Troy Merritt,27.47,311,1132,+1.54
75,0,26951,Johnson Wagner,27.49,218,793,+1.01
76,0,33413,Ben Martin,27.53,296,1075,+1.82
77,0,25720,Chad Collins,27.66,242,875,+1.24
78,0,23108,Matt Kuchar,27.69,296,1069,-0.17
79,0,35545,Blayne Barber,27.84,243,873,+0.53
80,0,32366,Kevin Chappell,27.86,290,1041,+0.66
81,0,40026,Daniel Berger,27.87,320,1148,+0.56
82,0,20396,Lee Westwood,27.95,123,440,+1.14
83,0,30946,Alex Prugh,27.97,278,994,+0.86
84,0,01706,Davis Love III,28.03,164,585,+1.04
85,0,24494,Erik Compton,28.04,270,963,+0.89
86,0,29222,Billy Hurley III,28.13,245,871,+1.51
87,0,23548,Bill Lunde,28.26,141,499,+2.13
88,0,24140,Sean O'Hair,28.29,316,1117,+0.92
89,0,21878,Mark Wilson,28.32,318,1123,+1.26
90,0,34261,Scott Langley,28.42,312,1098,+1.09
91,0,29479,Scott Brown,28.50,320,1123,+1.03
92,0,20472,Alex Cejka,28.55,312,1093,+0.87
93,0,32448,James Hahn,28.56,309,1082,E
94,0,26758,David Hearn,28.61,337,1178,+1.25
95,0,33448,Justin Thomas,28.66,378,1319,+0.08
96,0,28486,Michael Putnam,28.74,269,936,+1.45
97,0,25818,Scott Piercy,28.83,331,1148,+0.82
98,0,25369,Jamie Donaldson,28.89,128,443,+0.63
99,0,29518,Brendan Steele,29.08,305,1049,+0.36
100,0,25345,Carl Pettersson,29.09,386,1327,+0.47
101,0,27095,Nick Watney,29.18,328,1124,+0.98
102,0,33486,Roger Sloan,29.33,161,549,+1.74
103,0,27936,Martin Laird,29.35,295,1005,+0.54
104,0,27649,Brandt Snedeker,29.37,306,1042,+0.85
105,0,28679,Fabián Gómez,29.45,283,961,+2.16
106,0,35451,Scott Pinckney,29.60,304,1027,+1.02
107,0,22056,Cameron Percy,29.63,237,800,+0.76
108,0,35532,Tom Hoge,29.65,268,904,+0.26
108,0,26331,Charl Schwartzel,29.65,169,570,+0.59
110,0,30736,Oscar Fraustro,29.66,164,553,+1.04
111,0,23621,Rory Sabbatini,29.78,271,910,+0.37
112,0,29476,Kyle Reifers,29.79,331,1111,+1.00
113,0,35539,Luke Guthrie,29.85,280,938,+0.93
114,0,26329,Louis Oosthuizen,29.95,195,651,+0.41
115,0,25396,Kevin Na,29.97,294,981,+0.71
116,0,22046,Geoff Ogilvy,30.00,147,490,+1.43
117,0,25834,Daniel Summerhays,30.02,371,1236,+0.67
118,0,30852,Ryo Ishikawa,30.16,311,1031,+0.35
119,0,32150,Michael Thompson,30.27,316,1044,+0.82
120,0,32334,Charlie Beljan,30.46,240,788,+1.67
121,0,31193,Jim Renner,30.48,235,771,+2.21
122,0,33667,Carlos Ortiz,30.49,350,1148,+0.69
123,0,25364,Paul Casey,30.51,267,875,+0.19
124,0,28475,Jeff Overton,30.52,315,1032,+0.98
125,0,25562,Andres Romero,30.60,228,745,-0.18
126,0,29535,Brice Garnett,30.63,272,888,+1.69
127,0,26300,Matt Jones,30.68,285,929,+0.39
128,0,36689,Brooks Koepka,30.76,275,894,E
129,0,31323,Gary Woodland,30.79,230,747,+0.43
130,0,28132,Tyrone Van Aswegen,30.80,178,578,+0.67
131,0,20593,Greg Chalmers,30.83,152,493,+1.05
132,0,21209,Sergio Garcia,30.91,153,495,+0.85
133,0,29425,Andrew Svoboda,30.97,301,972,+2.16
134,0,23623,Bo Van Pelt,30.99,278,897,+1.58
135,0,23983,Luke Donald,31.04,230,741,+0.48
135,0,34099,Harris English,31.04,374,1205,+0.59
137,0,34563,Chesson Hadley,31.17,385,1235,+1.27
138,0,06567,Vijay Singh,31.31,299,955,+0.47
139,0,23353,J.J. Henry,31.37,330,1052,+1.39
140,0,20229,Stewart Cink,31.38,284,905,+0.28
141,0,01810,Phil Mickelson,31.40,238,758,-0.13
142,0,25493,Nick Taylor,31.45,361,1148,+1.11
142,0,27064,Jhonattan Vegas,31.45,312,992,+0.90
144,0,27895,Jonas Blixt,31.46,224,712,+1.52
145,0,34431,Robert Streb,31.54,423,1341,+0.61
146,0,23048,Eric Axley,31.60,188,595,+0.37
147,0,20691,Greg Owen,31.65,176,556,+0.57
148,0,29720,Andres Gonzales,31.70,330,1041,+0.94
149,0,22371,Aaron Baddeley,31.75,287,904,+0.59
150,0,12716,Charley Hoffman,31.79,336,1057,+0.18
151,0,24781,Hunter Mahan,31.82,287,902,+0.42
152,0,20848,Ángel Cabrera,31.91,187,586,+0.86
153,0,30944,Jason Kokrak,32.00,352,1100,-0.34
154,0,36699,Patrick Rodgers,32.02,203,634,+1.23
155,0,24358,Robert Garrigus,32.23,243,754,+0.74
156,0,34360,Patrick Reed,32.25,339,1051,+0.27
157,0,34256,Andrew Putnam,32.29,238,737,+0.84
158,0,24502,Adam Scott,32.35,143,442,+1.89
159,0,06522,Ernie Els,32.40,174,537,+1.09
160,0,28259,Sangmoon Bae,32.47,399,1229,+0.88
161,0,33461,Morgan Hoffmann,32.67,312,955,+0.06
162,0,37454,Whee Kim,32.99,255,773,+0.67
163,0,21961,Charles Howell III,33.02,450,1363,+0.22
164,0,20157,Retief Goosen,33.13,271,818,+0.70
165,0,27141,J.B. Holmes,33.33,299,897,+0.27
166,0,28023,Byron Smith,33.50,200,597,+1.05
167,0,29289,S.Y. Noh,33.51,250,746,+0.72
168,0,28500,Martin Flores,33.55,366,1091,+0.03
169,0,30925,Dustin Johnson,33.73,252,747,+0.12
170,0,25240,D.A. Points,33.75,269,797,+0.52
171,0,24846,Ricky Barnes,33.84,292,863,+0.68
172,0,39977,Max Homa,33.92,291,858,+0.79
173,0,23320,Ryan Palmer,33.96,253,745,-0.20
174,0,27770,Camilo Villegas,34.34,351,1022,+0.48
175,0,25274,Steven Bowditch,34.62,422,1219,+0.55
175,0,29725,Tony Finau,34.62,439,1268,-0.09
177,0,28089,Jason Day,34.85,276,792,-0.14
178,0,28307,Matt Every,35.03,268,765,+1.23
179,0,34358,Jonathan Randolph,35.73,278,778,+0.86
180,0,25632,Jimmy Walker,35.76,314,878,+0.76
181,0,25804,Bubba Watson,35.82,278,776,-0.90
182,0,20766,Padraig Harrington,35.87,240,669,+1.00
183,0,31416,Derek Fathauer,35.95,325,904,+0.55
184,0,26851,Marc Leishman,38.90,291,748,+0.69
