RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,10885,Robert Allenby,38.7,98,253,+2.86
2,0,34098,Russell Henley,39.4,129,327,+1.47
3,0,35545,Blayne Barber,40.5,126,311,-0.08
4,0,25562,Andres Romero,40.7,140,344,+1.00
5,0,23048,Eric Axley,40.8,102,250,+3.24
5,0,23108,Matt Kuchar,40.8,160,392,+0.19
7,0,25274,Steven Bowditch,41.7,230,551,+0.96
8,0,10860,Justin Leonard,41.9,91,217,+3.08
9,0,21528,Henrik Stenson,42.2,81,192,+0.37
10,0,23353,J.J. Henry,42.5,175,412,+1.94
11,0,01706,Davis Love III,42.7,85,199,+1.29
12,0,29420,Billy Horschel,42.9,156,364,+1.47
12,0,29222,Billy Hurley III,42.9,134,312,+1.49
12,0,27649,Brandt Snedeker,42.9,173,403,+1.27
15,0,23541,Ben Crane,43.8,102,233,+1.57
16,0,32150,Michael Thompson,44.0,184,418,+1.41
17,0,29926,Danny Lee,44.2,216,489,+1.76
18,0,25345,Carl Pettersson,44.3,233,526,+1.16
19,0,25364,Paul Casey,44.4,144,324,+1.04
20,0,20472,Alex Cejka,44.6,179,401,+1.40
21,0,24494,Erik Compton,44.8,172,384,+1.16
22,0,33667,Carlos Ortiz,45.0,202,449,+1.53
23,0,29425,Andrew Svoboda,45.2,178,394,+3.09
24,0,34563,Chesson Hadley,45.3,236,521,+1.57
24,0,34409,David Lingmerth,45.3,158,349,+1.08
24,0,29289,S.Y. Noh,45.3,149,329,+2.08
27,0,24024,Zach Johnson,45.4,128,282,+2.11
27,0,25240,D.A. Points,45.4,161,355,+0.50
27,0,25349,Tim Wilkinson,45.4,133,293,+2.11
30,0,34262,Jon Curran,45.5,132,290,+1.74
30,0,22046,Geoff Ogilvy,45.5,90,198,+2.89
32,0,28089,Jason Day,45.7,155,339,+0.58
32,0,01810,Phil Mickelson,45.7,154,337,+0.65
34,0,23983,Luke Donald,45.8,138,301,+1.59
35,0,23621,Rory Sabbatini,45.9,164,357,+0.85
36,0,27466,Spencer Levin,46.0,156,339,+2.31
37,0,20645,John Senden,46.2,109,236,+2.29
38,0,34358,Jonathan Randolph,46.3,162,350,+1.54
39,0,31202,William McGirt,46.6,197,423,+1.52
39,0,22056,Cameron Percy,46.6,142,305,+0.92
