RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
41,0,35539,Luke Guthrie,46.7,176,377,+1.88
42,0,20229,Stewart Cink,47.0,174,370,+0.29
42,0,24140,Sean O'Hair,47.0,194,413,+1.19
44,0,29478,Kevin Kisner,47.1,200,425,+0.50
44,0,34130,Sung Joon Park,47.1,136,289,+2.35
44,0,06567,Vijay Singh,47.1,177,376,+1.53
47,0,12510,Chad Campbell,47.2,201,426,+1.94
47,0,25900,Lucas Glover,47.2,167,354,+2.04
49,0,28307,Matt Every,47.7,173,363,+3.41
50,0,26951,Johnson Wagner,47.8,140,293,+0.79
51,0,23638,Brendon de Jonge,47.9,207,432,+1.26
51,0,25396,Kevin Na,47.9,180,376,+2.00
53,0,24781,Hunter Mahan,48.1,180,374,+1.56
54,0,06522,Ernie Els,48.4,120,248,+2.42
54,0,25804,Bubba Watson,48.4,152,314,-0.26
56,0,29720,Andres Gonzales,48.5,207,427,+1.79
57,0,25493,Nick Taylor,48.7,237,487,+2.07
58,0,24358,Robert Garrigus,48.8,156,320,+2.44
59,0,27141,J.B. Holmes,49.1,182,371,+0.88
59,0,34256,Andrew Putnam,49.1,159,324,+1.82
59,0,29221,Webb Simpson,49.1,141,287,+0.85
62,0,21753,Brian Davis,49.2,156,317,+1.60
62,0,22892,Jason Gore,49.2,129,262,+1.47
62,0,28132,Tyrone Van Aswegen,49.2,127,258,+1.89
65,0,34360,Patrick Reed,49.3,231,469,+0.04
66,0,30926,Chris Kirk,49.5,145,293,+0.69
66,0,26289,Boo Weekley,49.5,165,333,+0.24
68,0,28500,Martin Flores,49.6,232,468,+1.16
68,0,33448,Justin Thomas,49.6,253,510,+1.42
70,0,24502,Adam Scott,49.7,95,191,+1.58
71,0,30944,Jason Kokrak,49.9,236,473,+1.31
72,0,30692,Scott Stallings,50.2,131,261,+1.30
72,0,33418,Shawn Stefani,50.2,219,436,+1.42
74,0,34046,Jordan Spieth,50.3,160,318,E
74,0,31560,Brian Stuard,50.3,168,334,+1.96
76,0,27436,Graham DeLaet,50.4,129,256,+2.56
76,0,24924,Bill Haas,50.4,182,361,+1.15
76,0,23623,Bo Van Pelt,50.4,176,349,+2.05
79,0,32366,Kevin Chappell,50.5,189,374,+1.85
80,0,20848,Ángel Cabrera,50.6,125,247,+2.32
80,0,26329,Louis Oosthuizen,50.6,127,251,+1.34
82,0,25686,Jason Dufner,50.8,121,238,+1.90
82,0,33413,Ben Martin,50.8,186,366,+2.04
84,0,32200,Roberto Castro,50.9,82,161,+1.22
84,0,30927,Brendon Todd,50.9,162,318,+0.99
86,0,20766,Padraig Harrington,51.0,158,310,+1.58
86,0,08075,Jerry Kelly,51.0,133,261,+1.20
88,0,20157,Retief Goosen,51.1,185,362,+2.16
88,0,31193,Jim Renner,51.1,159,311,+2.96
88,0,27963,Chris Stroud,51.1,167,327,+2.69
88,0,34264,Hudson Swafford,51.1,205,401,+1.41
92,0,26596,Ryan Moore,51.2,127,248,+1.97
92,0,27064,Jhonattan Vegas,51.2,213,416,+1.92
92,0,25632,Jimmy Walker,51.2,206,402,+1.31
95,0,27644,Brian Harman,51.3,191,372,+0.84
95,0,36689,Brooks Koepka,51.3,192,374,+0.83
97,0,30925,Dustin Johnson,51.4,170,331,+0.71
97,0,26331,Charl Schwartzel,51.4,111,216,+1.89
99,0,10809,Jim Furyk,51.5,118,229,+1.27
100,0,27214,Kevin Streelman,51.7,150,290,+1.93
101,0,25834,Daniel Summerhays,51.8,243,469,+1.15
102,0,27933,John Merrick,52.0,132,254,+2.50
102,0,23320,Ryan Palmer,52.0,173,333,+0.87
104,0,33141,Keegan Bradley,52.1,151,290,+1.32
105,0,37273,Derek Ernst,52.2,156,299,+1.54
105,0,33399,Adam Hadwin,52.2,192,368,+2.81
105,0,33461,Morgan Hoffmann,52.2,218,418,+0.78
108,0,30852,Ryo Ishikawa,52.3,224,428,+1.03
108,0,25892,Steve Wheatcroft,52.3,190,363,+1.89
110,0,31416,Derek Fathauer,52.5,228,434,+1.58
110,0,28475,Jeff Overton,52.5,221,421,+2.62
110,0,22405,Justin Rose,52.5,128,244,+2.19
113,0,32102,Rickie Fowler,52.6,160,304,+1.94
114,0,24925,Jonathan Byrd,52.7,128,243,+1.25
114,0,27095,Nick Watney,52.7,224,425,+1.65
116,0,31557,Jim Herman,53.4,183,343,+1.42
117,0,28679,Fabián Gómez,53.5,198,370,+2.73
118,0,32839,Hideki Matsuyama,53.6,178,332,+1.24
119,0,29479,Scott Brown,53.7,219,408,+0.68
120,0,26300,Matt Jones,53.8,197,366,+1.57
120,0,33122,Russell Knox,53.8,206,383,+1.99
120,0,29223,Sam Saunders,53.8,163,303,+2.21
123,0,29518,Brendan Steele,53.9,208,386,+0.67
124,0,34099,Harris English,54.1,262,484,+1.53
124,0,24361,Pat Perez,54.1,206,381,+1.02
124,0,35541,John Peterson,54.1,183,338,+1.75
124,0,30946,Alex Prugh,54.1,197,364,+1.88
128,0,24846,Ricky Barnes,54.4,210,386,+2.24
129,0,21209,Sergio Garcia,54.6,112,205,+1.52
130,0,32334,Charlie Beljan,54.9,167,304,+2.22
131,0,32448,James Hahn,55.0,236,429,+0.51
131,0,24138,Ian Poulter,55.0,133,242,+2.93
133,0,24357,K.J. Choi,55.4,163,294,+1.96
134,0,35532,Tom Hoge,55.5,202,364,+1.49
134,0,29476,Kyle Reifers,55.5,231,416,+1.69
136,0,27895,Jonas Blixt,55.6,159,286,+1.70
136,0,36801,Mark Hubbard,55.6,159,286,+1.82
136,0,34431,Robert Streb,55.6,299,538,+1.04
139,0,24507,Jason Bohn,55.7,187,336,+1.23
139,0,27770,Camilo Villegas,55.7,249,447,+1.89
141,0,39977,Max Homa,55.8,203,364,+1.97
142,0,28259,Sangmoon Bae,55.9,274,490,+1.79
142,0,28486,Michael Putnam,55.9,198,354,+1.92
144,0,34174,John Huh,56.0,210,375,+1.71
145,0,29725,Tony Finau,56.1,310,553,+0.39
146,0,25198,Francesco Molinari,56.6,81,143,+0.49
147,0,40026,Daniel Berger,56.7,242,427,+2.07
148,0,26851,Marc Leishman,56.9,193,339,+1.66
149,0,27936,Martin Laird,57.1,229,401,+2.05
149,0,36699,Patrick Rodgers,57.1,148,259,+1.82
151,0,26758,David Hearn,57.2,235,411,+2.34
152,0,20771,Steven Alker,57.3,118,206,+2.12
152,0,20593,Greg Chalmers,57.3,114,199,+1.05
152,0,22293,Heath Slocum,57.3,102,178,+2.94
155,0,25720,Chad Collins,57.4,175,305,+0.86
156,0,26476,Chez Reavie,57.5,107,186,+2.43
157,0,28780,Nicholas Thompson,57.7,176,305,+2.27
157,0,34265,Will Wilcox,57.7,101,175,+0.89
159,0,30736,Oscar Fraustro,57.8,122,211,+2.46
159,0,20396,Lee Westwood,57.8,104,180,+2.12
161,0,25369,Jamie Donaldson,57.9,110,190,+1.27
162,0,30711,Colt Knost,58.1,173,298,+1.62
163,0,37454,Whee Kim,58.3,179,307,+0.78
163,0,28023,Byron Smith,58.3,141,242,+1.99
165,0,24490,George McNeill,58.6,249,425,+1.29
165,0,33419,Cameron Tringale,58.6,207,353,+2.13
167,0,25191,Gonzalo Fernandez-Castaño,58.8,181,308,+2.60
167,0,20691,Greg Owen,58.8,130,221,+0.69
169,0,40058,Zac Blair,59.1,227,384,+1.54
170,0,34261,Scott Langley,59.4,244,411,+1.23
171,0,22371,Aaron Baddeley,60.3,257,426,+1.63
172,0,31323,Gary Woodland,60.4,191,316,+1.36
173,0,29535,Brice Garnett,60.6,209,345,+2.49
174,0,12716,Charley Hoffman,61.8,268,434,+1.27
174,0,21878,Mark Wilson,61.8,243,393,+1.11
176,0,33486,Roger Sloan,61.9,135,218,+3.04
177,0,20104,Ken Duke,63.1,214,339,+1.73
178,0,23800,Bryce Molder,63.2,218,345,+1.47
179,0,21961,Charles Howell III,64.1,396,618,+1.21
180,0,23548,Bill Lunde,64.4,116,180,+1.55
180,0,35451,Scott Pinckney,64.4,251,390,+1.99
182,0,32640,Troy Merritt,64.5,267,414,+2.17
183,0,25818,Scott Piercy,66.4,301,453,+1.76
184,0,02206,David Toms,68.4,134,196,+1.42
