RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,02206,David Toms,8.26,80,969,+0.18
2,0,06621,Joe Durant,8.49,67,789,+0.16
3,0,08385,Omar Uresti,9.22,78,846,+0.19
4,0,02239,Scott Verplank,9.29,72,775,+0.10
5,0,01948,Tim Petrovic,9.54,124,1300,+0.19
6,0,23800,Bryce Molder,9.56,96,1004,+0.13
7,0,22293,Heath Slocum,9.72,99,1019,+0.02
8,0,24024,Zach Johnson,9.85,103,1046,+0.08
9,0,07363,Craig Bowden,9.92,66,665,+0.12
10,0,25686,Jason Dufner,10.03,96,957,+0.09
11,0,26301,James Nitties,10.05,112,1114,+0.11
12,0,20127,Chris Riley,10.08,88,873,+0.16
13,0,01619,Skip Kendall,10.18,69,678,+0.17
14,0,01766,Billy Mayfair,10.19,92,903,+0.22
15,0,01797,Rocco Mediate,10.24,86,840,+0.15
16,0,06643,Paul Goydos,10.28,94,914,+0.12
17,0,27933,John Merrick,10.35,132,1275,+0.14
18,0,21753,Brian Davis,10.45,129,1235,+0.17
19,0,28087,Kris Blanks,10.55,108,1024,+0.19
20,0,23135,Tim Clark,10.58,100,945,+0.10
20,0,19846,Brian Gay,10.58,121,1144,+0.10
22,0,27060,John Mallinger,10.60,95,896,+0.28
23,0,12510,Chad Campbell,10.68,120,1124,+0.18
24,0,06251,Chris DiMarco,10.74,115,1071,+0.07
25,0,22913,John Rollins,10.77,112,1040,+0.02
26,0,23548,Bill Lunde,10.87,100,920,+0.10
26,0,27330,Josh Teater,10.87,137,1260,+0.18
28,0,25720,Chad Collins,10.94,113,1033,+0.10
29,0,27214,Kevin Streelman,10.95,121,1105,+0.19
30,0,24781,Hunter Mahan,11.00,102,927,+0.01
31,0,08725,Tom Gillis,11.04,138,1250,+0.07
32,0,21731,Freddie Jacobson,11.07,118,1066,+0.11
33,0,20593,Greg Chalmers,11.10,133,1198,-0.01
34,0,29285,Brent Delahoussaye,11.13,72,647,+0.18
35,0,26420,Richard Johnson,11.17,113,1012,+0.26
36,0,21878,Mark Wilson,11.27,124,1100,+0.10
37,0,23541,Ben Crane,11.35,104,916,+0.10
38,0,23638,Brendon de Jonge,11.51,144,1251,+0.10
39,0,20160,Charlie Wi,11.55,142,1229,+0.03
40,0,26289,Boo Weekley,11.56,119,1029,+0.12
41,0,12705,Cliff Kresge,11.59,72,621,+0.18
42,0,20472,Alex Cejka,11.60,108,931,+0.21
42,0,01313,Steve Elkington,11.60,94,810,+0.07
44,0,32102,Rickie Fowler,11.62,133,1145,+0.08
45,0,23325,Vaughn Taylor,11.73,128,1091,+0.12
46,0,24357,K.J. Choi,11.76,99,842,+0.12
47,0,22946,Henrik Bjornstad,11.84,96,811,+0.17
48,0,08537,J.P. Hayes,12.01,113,941,+0.05
49,0,24361,Pat Perez,12.08,139,1151,+0.06
49,0,28620,Aron Price,12.08,104,861,+0.13
51,0,10585,Scott McCarron,12.17,139,1142,+0.03
51,0,26596,Ryan Moore,12.17,103,846,+0.17
53,0,24138,Ian Poulter,12.26,57,465,+0.02
54,0,01320,Bob Estes,12.27,119,970,+0.08
54,0,23621,Rory Sabbatini,12.27,114,929,+0.07
56,0,12716,Charley Hoffman,12.28,130,1059,-0.01
56,0,20691,Greg Owen,12.28,104,847,+0.14
58,0,10885,Robert Allenby,12.31,104,845,+0.13
59,0,10809,Jim Furyk,12.36,103,833,+0.11
60,0,23307,Roger Tambellini,12.47,106,850,+0.14
61,0,23409,James Driscoll,12.48,127,1018,+0.03
62,0,08075,Jerry Kelly,12.50,143,1144,+0.06
62,0,26881,Jarrod Lyle,12.50,79,632,+0.06
62,0,25190,Jeff Quinney,12.50,138,1104,+0.15
65,0,23623,Bo Van Pelt,12.51,151,1207,+0.02
66,0,10425,Jay Williamson,12.54,106,845,+0.08
67,0,06004,Stephen Ames,12.55,120,956,+0.17
68,0,27649,Brandt Snedeker,12.72,131,1030,+0.08
69,0,24912,Will MacKenzie,12.74,120,942,+0.01
70,0,25892,Steve Wheatcroft,12.77,101,791,+0.14
71,0,20105,Jeff Gove,12.79,78,610,+0.12
72,0,27436,Graham DeLaet,12.85,134,1043,-0.06
73,0,12652,Cameron Beckman,12.87,105,816,+0.10
74,0,22056,Cameron Percy,12.92,105,813,+0.02
74,0,27095,Nick Watney,12.92,124,960,E
76,0,25818,Scott Piercy,12.95,143,1104,+0.08
76,0,28780,Nicholas Thompson,12.95,137,1058,+0.18
76,0,23349,Charles Warren,12.95,98,757,+0.15
79,0,29910,Blake Adams,12.96,134,1034,+0.12
80,0,26951,Johnson Wagner,12.97,132,1018,+0.14
81,0,27120,Troy Matteson,12.98,141,1086,+0.01
82,0,10860,Justin Leonard,12.99,130,1001,+0.13
83,0,21961,Charles Howell III,13.03,160,1228,+0.01
84,0,20645,John Senden,13.05,157,1203,+0.10
85,0,01724,Jeff Maggert,13.06,114,873,+0.17
86,0,26695,Michael Letzig,13.16,145,1102,+0.04
87,0,06514,Kevin Johnson,13.26,89,671,+0.16
88,0,32640,Troy Merritt,13.27,140,1055,+0.10
89,0,20574,Mathew Goggin,13.28,139,1047,+0.21
