RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
90,0,22371,Aaron Baddeley,13.29,159,1196,-0.11
91,0,01161,Mark Calcavecchia,13.32,61,458,+0.07
91,0,22621,Ben Curtis,13.32,122,916,+0.14
91,0,21949,Joe Ogilvie,13.32,157,1179,+0.08
94,0,24663,Y.E. Yang,13.35,108,809,+0.04
95,0,22378,Trevor Immelman,13.36,78,584,+0.08
96,0,06527,Steve Stricker,13.48,105,779,+0.03
97,0,01706,Davis Love III,13.50,123,911,+0.06
98,0,28158,Steve Marino,13.55,118,871,+0.03
99,0,12714,Chris Tidland,13.62,128,940,+0.09
100,0,01941,Tom Pernice Jr.,13.63,109,800,+0.20
101,0,06012,Greg Kraft,13.64,73,535,+0.19
101,0,27963,Chris Stroud,13.64,135,990,+0.07
103,0,24358,Robert Garrigus,13.65,114,835,+0.04
104,0,06595,Kevin Sutherland,13.66,147,1076,+0.05
105,0,01707,Steve Lowery,13.67,104,761,+0.10
106,0,27613,David Lutterus,13.69,105,767,+0.10
107,0,24507,Jason Bohn,13.72,139,1013,+0.09
108,0,07867,Woody Austin,13.81,158,1144,+0.10
108,0,20498,Briny Baird,13.81,150,1086,+0.10
110,0,21209,Sergio Garcia,13.82,68,492,-0.06
111,0,25240,D.A. Points,13.83,151,1092,+0.11
112,0,28089,Jason Day,13.85,135,975,+0.12
113,0,31560,Brian Stuard,13.87,135,973,+0.15
114,0,25396,Kevin Na,13.89,145,1044,+0.06
114,0,32617,Jerod Turner,13.89,76,547,+0.16
116,0,28307,Matt Every,13.90,97,698,+0.14
117,0,23353,J.J. Henry,13.92,151,1085,+0.01
117,0,20436,Garrett Willis,13.92,137,984,+0.03
119,0,26679,Kevin Stadler,13.93,138,991,+0.10
120,0,25632,Jimmy Walker,13.94,131,940,-0.05
121,0,11123,Chris Couch,13.95,114,817,+0.03
122,0,26851,Marc Leishman,13.98,138,987,E
123,0,20378,Mathias Grönberg,14.04,97,691,+0.08
124,0,20229,Stewart Cink,14.06,126,896,-0.01
124,0,24140,Sean O'Hair,14.06,127,903,+0.09
126,0,24925,Jonathan Byrd,14.26,161,1129,-0.02
127,0,07457,Steve Flesch,14.29,127,889,+0.16
127,0,24924,Bill Haas,14.29,148,1036,+0.03
127,0,28237,Rory McIlroy,14.29,79,553,-0.09
127,0,24490,George McNeill,14.29,137,959,-0.02
131,0,22405,Justin Rose,14.33,138,963,+0.09
132,0,27936,Martin Laird,14.34,156,1088,+0.07
133,0,06567,Vijay Singh,14.39,113,785,+0.02
134,0,24227,Justin Bolli,14.41,83,576,+0.23
135,0,23788,D.J. Trahan,14.45,163,1128,+0.04
136,0,25900,Lucas Glover,14.46,118,816,+0.06
137,0,33419,Cameron Tringale,14.47,90,622,+0.10
138,0,25345,Carl Pettersson,14.55,166,1141,-0.01
139,0,06522,Ernie Els,14.70,112,762,-0.01
140,0,01945,Kenny Perry,14.71,115,782,+0.10
140,0,20686,Jeev Milkha Singh,14.71,105,714,+0.06
142,0,20572,Rod Pampling,14.77,143,968,+0.08
143,0,20157,Retief Goosen,14.79,108,730,+0.04
143,0,26392,Chris Wilson,14.79,105,710,+0.11
145,0,21959,Ted Purdy,14.81,150,1013,+0.19
146,0,06515,Shaun Micheel,14.87,109,733,+0.15
146,0,08375,Paul Stankowski,14.87,109,733,+0.05
148,0,24846,Ricky Barnes,15.03,170,1131,+0.05
149,0,26882,Michael Sim,15.05,110,731,+0.05
150,0,01116,Michael Bradley,15.08,141,935,+0.02
151,0,22046,Geoff Ogilvy,15.09,104,689,+0.06
152,0,01577,Lee Janzen,15.12,145,959,+0.08
153,0,23718,Nathan Green,15.13,169,1117,+0.08
154,0,23983,Luke Donald,15.17,110,725,-0.12
155,0,24502,Adam Scott,15.18,109,718,E
156,0,23320,Ryan Palmer,15.21,148,973,+0.08
157,0,26300,Matt Jones,15.30,168,1098,E
158,0,25562,Andres Romero,15.38,152,988,+0.04
159,0,23108,Matt Kuchar,15.40,160,1039,+0.03
160,0,10423,Mike Weir,15.44,84,544,+0.10
161,0,26287,Roland Thatcher,15.47,144,931,+0.12
162,0,27466,Spencer Levin,15.49,210,1356,+0.16
163,0,23673,Michael Connell,15.68,167,1065,+0.10
164,0,20850,Daniel Chopra,15.73,143,909,+0.02
164,0,12755,Vance Veazey,15.73,103,655,+0.13
166,0,21350,Ryuji Imada,15.77,182,1154,+0.13
167,0,23322,Brett Wetterich,15.83,116,733,+0.02
168,0,01329,Brad Faxon,15.91,105,660,+0.28
169,0,20848,Ángel Cabrera,15.98,112,701,+0.05
170,0,25364,Paul Casey,16.12,99,614,-0.01
171,0,30925,Dustin Johnson,16.14,139,861,E
172,0,27797,Derek Lamely,16.15,141,873,+0.06
173,0,20663,Brenden Pappas,16.27,122,750,+0.18
174,0,20070,Matt Bettencourt,16.35,156,954,+0.12
175,0,27770,Camilo Villegas,16.41,127,774,+0.09
176,0,27302,Garth Mulroy,16.46,95,577,+0.04
177,0,12782,Tim Herron,16.47,156,947,+0.11
178,0,23613,Rich Barcelo,16.54,129,780,+0.12
179,0,28475,Jeff Overton,16.60,161,970,+0.02
180,0,29221,Webb Simpson,17.02,215,1263,+0.04
181,0,27141,J.B. Holmes,17.04,204,1197,-0.06
182,0,20098,Stuart Appleby,17.14,207,1208,+0.11
183,0,07749,Brett Quigley,17.46,210,1203,+0.07
184,0,12602,Dean Wilson,17.54,114,650,-0.01
185,0,25804,Bubba Watson,17.56,161,917,-0.12
186,0,20766,Padraig Harrington,17.67,106,600,+0.03
187,0,22122,Andrew McLardy,17.96,109,607,+0.13
188,0,30946,Alex Prugh,17.97,197,1096,+0.12
189,0,01249,John Daly,18.08,115,636,+0.19
190,0,09011,David Duval,19.52,147,753,+0.17
191,0,28500,Martin Flores,20.07,174,867,+0.06
192,0,01810,Phil Mickelson,21.11,164,777,+0.08
