RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,20572,Rod Pampling,34.2,106,310,+1.51
2,0,20436,Garrett Willis,37.1,101,272,+2.67
3,0,09011,David Duval,37.7,117,310,+1.11
4,0,12602,Dean Wilson,39.2,78,199,+0.26
5,0,27302,Garth Mulroy,39.5,83,210,+2.05
6,0,20098,Stuart Appleby,40.3,188,467,+0.59
7,0,23108,Matt Kuchar,40.6,131,323,+0.23
7,0,07749,Brett Quigley,40.6,180,443,+1.72
9,0,20157,Retief Goosen,41.0,98,239,+0.10
9,0,08375,Paul Stankowski,41.0,94,229,+1.28
11,0,22122,Andrew McLardy,41.6,91,219,+1.21
12,0,24227,Justin Bolli,42.8,80,187,+1.38
13,0,01810,Phil Mickelson,43.1,155,360,+0.19
14,0,22621,Ben Curtis,43.2,114,264,+1.32
15,0,25364,Paul Casey,43.4,99,228,+0.51
15,0,27466,Spencer Levin,43.4,191,440,+0.99
17,0,30946,Alex Prugh,44.2,198,448,+1.01
18,0,07457,Steve Flesch,44.4,131,295,+0.46
19,0,01945,Kenny Perry,44.6,104,233,+2.21
19,0,29221,Webb Simpson,44.6,212,475,+1.08
21,0,06527,Steve Stricker,44.7,106,237,-0.19
22,0,23673,Michael Connell,44.8,167,373,+1.56
23,0,11123,Chris Couch,45.4,119,262,+1.51
24,0,01329,Brad Faxon,45.7,118,258,+4.07
25,0,21959,Ted Purdy,46.3,170,367,+2.65
25,0,27770,Camilo Villegas,46.3,138,298,+1.30
27,0,01116,Michael Bradley,46.4,161,347,+1.99
28,0,22378,Trevor Immelman,46.7,98,210,+0.71
29,0,24924,Bill Haas,46.9,167,356,+0.24
29,0,26882,Michael Sim,46.9,121,258,+0.58
31,0,25345,Carl Pettersson,47.0,194,413,+1.86
31,0,06595,Kevin Sutherland,47.0,159,338,+0.88
33,0,19846,Brian Gay,47.1,138,293,+0.94
34,0,20472,Alex Cejka,47.2,125,265,+1.76
35,0,23353,J.J. Henry,47.4,165,348,+0.79
35,0,22405,Justin Rose,47.4,153,323,-0.46
37,0,20766,Padraig Harrington,47.5,121,255,+0.33
37,0,21350,Ryuji Imada,47.5,190,400,+0.89
