RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
141,1,46442,Maverick McNealy,231,101,130
141,11,48887,Matt Wallace,231,53,178
144,-1,29268,Bronson Burgoon,232,124,108
144,-1,25396,Kevin Na,232,170,62
144,3,39324,J.J. Spaun,232,95,137
144,8,33449,Zack Sucher,232,55,177
148,4,01810,Phil Mickelson,233,59,174
148,3,33667,Carlos Ortiz,233,70,163
148,-1,22056,Cameron Percy,233,117,116
151,-1,29970,Dylan Frittelli,234,146,88
151,1,37455,Si Woo Kim,234,87,147
153,3,24024,Zach Johnson,235,175,60
153,4,30692,Scott Stallings,235,92,143
155,8,34046,Jordan Spieth,236,55,181
155,6,35617,Martin Trainer,236,45,191
157,6,27942,Rob Oppenheim,238,181,57
157,3,27649,Brandt Snedeker,238,162,76
159,-1,27349,Alex Noren,239,108,131
159,-1,32254,Xinjun Zhang,239,130,109
161,0,35506,Mackenzie Hughes,240,82,158
161,4,28775,Nate Lashley,240,167,73
161,7,35891,Cameron Smith,240,73,167
164,2,27556,Ted Potter Jr.,244,153,91
164,6,29484,Peter Uihlein,244,52,192
166,1,35532,Tom Hoge,245,151,94
167,1,33120,Mark Anderson,247,137,110
168,3,48119,Ben Taylor,252,116,136
169,3,12716,Charley Hoffman,254,104,150
170,3,40058,Zac Blair,255,191,64
171,2,29974,Branden Grace,256,97,159
172,4,25572,Graeme McDowell,257,183,74
173,2,23623,Bo Van Pelt,259,144,115
174,14,34360,Patrick Reed,264,108,156
175,3,34431,Robert Streb,265,133,132
176,5,40009,Dominic Bozzelli,266,81,185
176,4,20229,Stewart Cink,266,113,153
176,5,29908,C.T. Pan,266,167,99
179,0,34021,Bud Cauley,268,149,119
180,7,32618,Rhein Gibson,272,90,182
180,5,23621,Rory Sabbatini,272,183,89
182,1,28307,Matt Every,273,140,133
182,4,35230,Nelson Ledesma,273,85,188
184,-1,33486,Roger Sloan,274,145,129
185,3,24138,Ian Poulter,278,171,107
186,4,27963,Chris Stroud,280,167,113
187,4,25632,Jimmy Walker,282,89,193
188,3,19846,Brian Gay,285,162,123
189,5,22371,Aaron Baddeley,288,178,110
190,6,32757,Patton Kizzire,292,120,172
191,4,26851,Marc Leishman,295,112,183
192,7,34466,Peter Malnati,334,166,168
193,7,34256,Andrew Putnam,340,193,147
