RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
110,0,12782,Tim Herron,.040,.067,-.243,.216,81
111,0,01577,Lee Janzen,.023,-.331,.184,.170,61
112,0,01766,Billy Mayfair,.020,.020,-.010,.010,69
113,0,12652,Cameron Beckman,.018,-.191,.283,-.074,75
114,0,22913,John Rollins,.012,.618,-.449,-.157,79
115,0,22892,Jason Gore,.000,.326,-.163,-.163,62
116,0,21805,Harrison Frazar,-.012,-.056,.089,-.045,84
117,0,23638,Brendon de Jonge,-.019,.134,.034,-.187,79
118,0,21959,Ted Purdy,-.029,.421,-.220,-.231,89
119,0,26497,Casey Wittenberg,-.030,-.132,-.056,.158,54
120,0,12705,Cliff Kresge,-.040,-.108,.047,.020,67
121,0,28475,Jeff Overton,-.047,-.017,-.056,.026,76
121,0,26476,Chez Reavie,-.047,-.203,-.109,.265,70
123,0,01941,Tom Pernice Jr.,-.048,-.245,.006,.192,75
124,0,20229,Stewart Cink,-.054,.098,-.041,-.110,59
125,0,25632,Jimmy Walker,-.067,-.574,.263,.244,64
126,0,24361,Pat Perez,-.090,-.074,-.129,.113,62
127,0,19846,Brian Gay,-.095,-.322,-.032,.259,82
128,0,27936,Martin Laird,-.109,.538,-.509,-.138,62
129,0,21731,Freddie Jacobson,-.122,-.334,-.069,.282,73
130,0,24503,Jeff Klauk,-.153,-.016,-.243,.105,88
131,0,26301,James Nitties,-.156,.262,-.512,.095,76
132,0,20160,Charlie Wi,-.160,-.167,-.036,.044,79
133,0,26881,Jarrod Lyle,-.168,.159,-.601,.274,50
134,0,10585,Scott McCarron,-.176,.259,-.485,.050,81
135,0,26951,Johnson Wagner,-.179,-.197,.090,-.072,74
136,0,26300,Matt Jones,-.202,-.234,-.078,.110,45
137,0,23800,Bryce Molder,-.214,-.321,-.005,.112,54
138,0,01161,Mark Calcavecchia,-.216,-.095,-.070,-.051,62
139,0,23614,Rich Beem,-.227,.101,-.019,-.309,58
140,0,27466,Spencer Levin,-.244,-.493,.196,.053,67
141,0,25562,Andres Romero,-.247,.370,-.521,-.096,43
142,0,27933,John Merrick,-.248,.162,-.082,-.328,68
143,0,20593,Greg Chalmers,-.289,-.221,-.186,.118,71
144,0,20850,Daniel Chopra,-.319,-.022,-.345,.047,83
145,0,12602,Dean Wilson,-.331,-.957,.369,.257,70
146,0,08931,Glen Day,-.335,-.139,-.263,.067,64
147,0,01142,Bart Bryant,-.365,-.106,-.033,-.226,52
148,0,23325,Vaughn Taylor,-.376,-.188,-.004,-.183,79
149,0,29221,Webb Simpson,-.380,-.297,-.223,.139,87
150,0,25190,Jeff Quinney,-.450,-.563,.064,.049,71
151,0,21949,Joe Ogilvie,-.455,-.218,-.287,.050,77
152,0,21350,Ryuji Imada,-.457,-.583,-.252,.378,69
153,0,28118,Peter Tomasulo,-.467,.249,-.573,-.143,46
154,0,20634,Peter Lonard,-.469,-.166,-.269,-.034,77
155,0,23718,Nathan Green,-.472,-.407,-.153,.089,92
156,0,01928,Corey Pavin,-.478,-.974,.170,.326,54
157,0,22621,Ben Curtis,-.515,.154,-.642,-.028,47
158,0,23778,Brad Adamonis,-.537,-.339,-.379,.181,61
159,0,10733,Kent Jones,-.539,.004,-.462,-.080,61
160,0,23320,Ryan Palmer,-.561,-.143,-.150,-.268,70
161,0,20070,Matt Bettencourt,-.570,-.046,-.267,-.257,87
162,0,10117,Bob Heintz,-.581,-.326,-.335,.081,51
163,0,01707,Steve Lowery,-.601,.185,-.314,-.473,77
164,0,01473,Todd Hamilton,-.612,.055,-.512,-.155,64
165,0,22961,David Mathis,-.666,-.266,-.286,-.114,69
166,0,28620,Aron Price,-.676,-.456,-.056,-.165,77
167,0,06539,Rick Price,-.711,-.154,-.168,-.390,41
168,0,26420,Richard Johnson,-.737,-.503,-.080,-.154,74
169,0,31323,Gary Woodland,-.744,-.203,-.021,-.520,37
170,0,25919,Brian Vranesh,-.752,.060,-.630,-.182,43
171,0,22371,Aaron Baddeley,-.755,-.459,-.507,.212,58
172,0,01132,Mark Brooks,-.771,-.490,-.277,-.004,40
173,0,30711,Colt Knost,-.877,-.012,-.562,-.304,56
174,0,25345,Carl Pettersson,-.893,-.326,-.423,-.143,74
175,0,06012,Greg Kraft,-1.038,-.581,.016,-.474,41
176,0,31416,Derek Fathauer,-1.085,-.350,-.568,-.167,51
177,0,26668,Marc Turnesa,-1.203,-.237,-.616,-.350,71
178,0,07223,Brian Bateman,-1.352,-.640,-.486,-.226,48
179,0,27683,Leif Olson,-1.376,-.599,-.399,-.378,43
180,0,30927,Brendon Todd,-1.447,-.792,-.710,.055,47
181,0,09011,David Duval,-1.602,-1.330,-.266,-.006,44
182,0,24449,Parker McLachlin,-1.760,-1.036,-.976,.252,67
183,0,23048,Eric Axley,-2.498,-1.441,-.804,-.253,59
184,0,01329,Brad Faxon,-2.705,-1.030,-1.428,-.246,52
