RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,27095,Nick Watney,.732,49.785,68
2,0,26289,Boo Weekley,.721,46.875,65
3,0,28158,Steve Marino,.668,56.145,84
4,0,25900,Lucas Glover,.638,50.427,79
5,0,24781,Hunter Mahan,.628,47.123,75
5,0,23349,Charles Warren,.628,33.281,53
7,0,22913,John Rollins,.618,48.852,79
8,0,24925,Jonathan Byrd,.581,45.883,79
9,0,01945,Kenny Perry,.566,41.325,73
10,0,24140,Sean O'Hair,.539,31.251,58
11,0,27936,Martin Laird,.538,33.353,62
12,0,24924,Bill Haas,.535,43.846,82
13,0,30925,Dustin Johnson,.509,32.580,64
14,0,23788,D.J. Trahan,.506,40.454,80
15,0,02206,David Toms,.497,39.799,80
16,0,10885,Robert Allenby,.493,27.634,56
17,0,27120,Troy Matteson,.486,42.765,88
18,0,28780,Nicholas Thompson,.473,41.146,87
19,0,06621,Joe Durant,.465,21.853,47
20,0,21209,Sergio Garcia,.460,20.244,44
21,0,20691,Greg Owen,.452,37.067,82
22,0,01724,Jeff Maggert,.447,32.598,73
23,0,20645,John Senden,.443,40.717,92
24,0,27214,Kevin Streelman,.437,37.976,87
25,0,23497,Tag Ridings,.429,17.574,41
26,0,27770,Camilo Villegas,.427,23.903,56
27,0,21959,Ted Purdy,.421,37.496,89
28,0,24358,Robert Garrigus,.418,30.060,72
29,0,22293,Heath Slocum,.415,35.302,85
30,0,12716,Charley Hoffman,.405,35.271,87
31,0,20574,Mathew Goggin,.403,24.185,60
32,0,06522,Ernie Els,.397,21.420,54
33,0,23623,Bo Van Pelt,.387,31.727,82
33,0,25804,Bubba Watson,.387,22.074,57
35,0,01706,Davis Love III,.384,29.560,77
36,0,06567,Vijay Singh,.377,19.224,51
37,0,20848,Ángel Cabrera,.372,14.149,38
38,0,25562,Andres Romero,.370,15.903,43
38,0,02214,Kirk Triplett,.370,20.329,55
40,0,01035,Tommy Armour III,.353,18.332,52
41,0,08793,Tiger Woods,.335,16.078,48
42,0,06197,Michael Allen,.329,19.074,58
43,0,22892,Jason Gore,.326,20.209,62
44,0,28089,Jason Day,.323,16.157,50
44,0,25686,Jason Dufner,.323,25.192,78
46,0,01810,Phil Mickelson,.312,14.971,48
47,0,01226,Fred Couples,.304,12.782,42
48,0,23621,Rory Sabbatini,.299,20.032,67
49,0,23541,Ben Crane,.282,22.595,80
50,0,06527,Steve Stricker,.275,17.055,62
51,0,26301,James Nitties,.262,19.889,76
52,0,26596,Ryan Moore,.260,19.487,75
53,0,10585,Scott McCarron,.259,20.970,81
54,0,22046,Geoff Ogilvy,.258,14.982,58
55,0,24912,Will MacKenzie,.257,15.666,61
56,0,20157,Retief Goosen,.253,14.171,56
56,0,24024,Zach Johnson,.253,19.958,79
58,0,28118,Peter Tomasulo,.249,11.459,46
59,0,26695,Michael Letzig,.240,20.668,86
60,0,06595,Kevin Sutherland,.233,17.029,73
61,0,02239,Scott Verplank,.229,18.100,79
62,0,24138,Ian Poulter,.222,9.330,42
63,0,06004,Stephen Ames,.214,12.171,57
64,0,22405,Justin Rose,.189,10.763,57
65,0,01707,Steve Lowery,.185,14.279,77
66,0,20572,Rod Pampling,.183,11.724,64
67,0,21753,Brian Davis,.181,16.492,91
68,0,24663,Y.E. Yang,.170,11.897,70
69,0,26851,Marc Leishman,.163,13.714,84
70,0,27933,John Merrick,.162,11.004,68
71,0,24507,Jason Bohn,.160,13.151,82
72,0,26881,Jarrod Lyle,.159,7.947,50
73,0,28087,Kris Blanks,.154,7.230,47
73,0,22621,Ben Curtis,.154,7.237,47
75,0,21878,Mark Wilson,.147,12.924,88
76,0,23548,Bill Lunde,.143,10.702,75
77,0,01677,Tom Lehman,.141,4.931,35
78,0,23638,Brendon de Jonge,.134,10.576,79
79,0,21961,Charles Howell III,.130,10.759,83
80,0,23135,Tim Clark,.125,7.362,59
81,0,27141,J.B. Holmes,.123,7.496,61
82,0,23108,Matt Kuchar,.120,8.491,71
82,0,01948,Tim Petrovic,.120,10.325,86
84,0,25818,Scott Piercy,.119,9.015,76
85,0,29718,Anthony Kim,.115,6.923,60
86,0,06643,Paul Goydos,.107,6.982,65
87,0,23614,Rich Beem,.101,5.859,58
88,0,20229,Stewart Cink,.098,5.775,59
89,0,01313,Steve Elkington,.097,5.984,62
89,0,27060,John Mallinger,.097,6.862,71
91,0,22295,Darron Stiles,.094,3.943,42
92,0,25240,D.A. Points,.068,5.836,86
93,0,12782,Tim Herron,.067,5.394,81
94,0,08075,Jerry Kelly,.062,4.758,77
95,0,25919,Brian Vranesh,.060,2.568,43
96,0,01473,Todd Hamilton,.055,3.491,64
97,0,23353,J.J. Henry,.030,2.485,84
98,0,01797,Rocco Mediate,.029,1.939,66
99,0,01766,Billy Mayfair,.020,1.367,69
100,0,26679,Kevin Stadler,.018,.974,54
101,0,10860,Justin Leonard,.008,.575,75
102,0,10733,Kent Jones,.004,.247,61
103,0,24502,Adam Scott,-.005,-.190,42
104,0,20472,Alex Cejka,-.006,-.392,71
104,0,24357,K.J. Choi,-.006,-.299,50
106,0,20498,Briny Baird,-.012,-.851,72
106,0,30711,Colt Knost,-.012,-.653,56
108,0,24503,Jeff Klauk,-.016,-1.386,88
109,0,28475,Jeff Overton,-.017,-1.301,76
110,0,24490,George McNeill,-.020,-1.548,76
111,0,10809,Jim Furyk,-.021,-1.363,65
112,0,20850,Daniel Chopra,-.022,-1.790,83
113,0,07867,Woody Austin,-.036,-2.760,76
114,0,27649,Brandt Snedeker,-.037,-2.385,65
115,0,24846,Ricky Barnes,-.042,-2.122,51
116,0,20070,Matt Bettencourt,-.046,-4.007,87
117,0,22548,Patrick Sheehan,-.050,-1.934,39
118,0,21805,Harrison Frazar,-.056,-4.737,84
119,0,12510,Chad Campbell,-.057,-4.057,71
120,0,24361,Pat Perez,-.074,-4.587,62
121,0,20104,Ken Duke,-.077,-5.444,71
122,0,10425,Jay Williamson,-.084,-4.765,57
123,0,01161,Mark Calcavecchia,-.095,-5.885,62
124,0,01142,Bart Bryant,-.106,-5.492,52
125,0,12705,Cliff Kresge,-.108,-7.213,67
126,0,01320,Bob Estes,-.128,-8.798,69
127,0,26497,Casey Wittenberg,-.132,-7.129,54
128,0,27963,Chris Stroud,-.133,-10.123,76
129,0,08931,Glen Day,-.139,-8.887,64
130,0,08845,Scott Sterling,-.140,-5.595,40
131,0,25396,Kevin Na,-.141,-10.982,78
132,0,23320,Ryan Palmer,-.143,-10.023,70
133,0,06539,Rick Price,-.154,-6.307,41
134,0,20634,Peter Lonard,-.166,-12.765,77
135,0,20160,Charlie Wi,-.167,-13.209,79
136,0,23325,Vaughn Taylor,-.188,-14.870,79
137,0,12652,Cameron Beckman,-.191,-14.336,75
138,0,26498,Matt Weibring,-.193,-10.610,55
139,0,26951,Johnson Wagner,-.197,-14.588,74
140,0,26476,Chez Reavie,-.203,-14.219,70
140,0,31323,Gary Woodland,-.203,-7.515,37
142,0,22348,Nick O'Hern,-.205,-17.417,85
143,0,21949,Joe Ogilvie,-.218,-16.807,77
144,0,20593,Greg Chalmers,-.221,-15.704,71
145,0,20098,Stuart Appleby,-.222,-14.435,65
146,0,26300,Matt Jones,-.234,-10.543,45
147,0,26668,Marc Turnesa,-.237,-16.853,71
148,0,01941,Tom Pernice Jr.,-.245,-18.397,75
149,0,06251,Chris DiMarco,-.264,-22.969,87
150,0,22961,David Mathis,-.266,-18.320,69
151,0,10423,Mike Weir,-.276,-18.503,67
152,0,07749,Brett Quigley,-.297,-22.285,75
152,0,29221,Webb Simpson,-.297,-25.821,87
154,0,07457,Steve Flesch,-.301,-18.931,63
155,0,20766,Padraig Harrington,-.315,-15.135,48
156,0,23800,Bryce Molder,-.321,-17.329,54
157,0,19846,Brian Gay,-.322,-26.403,82
158,0,10117,Bob Heintz,-.326,-16.645,51
