RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,12782,Tim Herron,7' 7",827.333,109,20
2,0,06373,José María Olazábal,7' 10",423.500,54,5
3,0,10809,Jim Furyk,7' 11",729.750,92,3
3,0,12680,Shigeki Maruyama,7' 11",830.083,105,29
5,0,08793,Tiger Woods,8' 1",632.500,78,14
6,0,23036,Chris Anderson,8' 2",778.083,95,153
6,0,19972,José Coceres,8' 2",590.417,72,18
6,0,01381,Fred Funk,8' 2",681.250,83,11
9,0,01042,Paul Azinger,8' 3",783.000,95,140
9,0,20766,Padraig Harrington,8' 3",588.250,71,170
11,0,12826,Paul Claxton,8' 4",822.083,99,146
12,0,01249,John Daly,8' 5",751.250,89,192
12,0,08931,Glen Day,8' 5",938.417,111,45
12,0,24024,Zach Johnson,8' 5",977.250,116,109
12,0,01666,Bernhard Langer,8' 5",561.917,67,41
12,0,20382,Stephen Leaney,8' 5",907.417,108,51
17,0,23725,Brendan Jones,8' 6",768.000,90,78
17,0,06527,Steve Stricker,8' 6",848.750,100,16
19,0,23135,Tim Clark,8' 7",892.917,104,86
19,0,01941,Tom Pernice Jr.,8' 7",1125.083,131,8
21,0,20127,Chris Riley,8' 8",702.083,81,83
21,0,22405,Justin Rose,8' 8",1043.250,120,18
23,0,07867,Woody Austin,8' 9",1093.500,125,119
23,0,23614,Rich Beem,8' 9",641.667,73,189
23,0,23983,Luke Donald,8' 9",463.667,53,42
23,0,06595,Kevin Sutherland,8' 9",904.583,103,6
23,0,10423,Mike Weir,8' 9",763.417,87,81
28,0,06034,Marco Dawson,8' 10",992.333,112,60
28,0,21209,Sergio Garcia,8' 10",610.583,69,56
28,0,01457,Jay Haas,8' 10",477.000,54,116
28,0,12660,Jesper Parnevik,8' 10",1011.250,114,57
32,0,06197,Michael Allen,8' 11",1050.750,118,147
32,0,12823,Carlos Franco,8' 11",954.667,107,39
32,0,20160,Charlie Wi,8' 11",1001.083,112,36
35,0,20157,Retief Goosen,9' 0",594.667,66,131
35,0,01619,Skip Kendall,9' 0",1074.917,119,119
35,0,01928,Corey Pavin,9' 0",696.083,77,4
38,0,22371,Aaron Baddeley,9' 1",1092.083,120,72
38,0,24925,Jonathan Byrd,9' 1",1240.833,136,99
38,0,01599,Steve Jones,9' 1",620.000,68,143
38,0,01810,Phil Mickelson,9' 1",756.917,83,9
42,0,02101,Joey Sindelar,9' 2",1116.667,122,76
43,0,20098,Stuart Appleby,9' 3",845.250,91,58
43,0,06575,Dudley Hart,9' 3",917.333,99,10
43,0,02010,Loren Roberts,9' 3",566.083,61,7
43,0,08385,Omar Uresti,9' 3",975.583,105,47
47,0,01473,Todd Hamilton,9' 4",1093.000,117,181
47,0,26420,Richard Johnson,9' 4",570.833,61,21
47,0,23108,Matt Kuchar,9' 4",755.583,81,26
47,0,21949,Joe Ogilvie,9' 4",1187.083,127,77
47,0,07749,Brett Quigley,9' 4",1264.667,135,28
47,0,23621,Rory Sabbatini,9' 4",542.750,58,108
53,0,01685,J.L. Lewis,9' 5",1212.583,129,87
53,0,06567,Vijay Singh,9' 5",1375.917,146,2
55,0,20498,Briny Baird,9' 6",1065.250,112,135
55,0,20099,Doug Barron,9' 6",832.833,88,52
55,0,01175,Jim Carter,9' 6",833.500,88,135
55,0,20623,Gavin Coles,9' 6",909.083,96,61
55,0,01388,Robert Gamez,9' 6",924.833,97,127
55,0,21350,Ryuji Imada,9' 6",1059.417,112,32
55,0,01948,Tim Petrovic,9' 6",1087.917,115,87
55,0,24502,Adam Scott,9' 6",551.000,58,150
55,0,02206,David Toms,9' 6",801.417,84,118
55,0,27095,Nick Watney,9' 6",1270.500,134,84
55,0,12602,Dean Wilson,9' 6",1032.083,109,62
55,0,21878,Mark Wilson,9' 6",913.167,96,36
67,0,21753,Brian Davis,9' 7",855.250,89,17
67,0,12645,Brent Geiberger,9' 7",741.083,77,164
67,0,20433,Mark Hensby,9' 7",834.333,87,198
67,0,08545,Glen Hnatiuk,9' 7",660.167,69,173
67,0,21961,Charles Howell III,9' 7",1218.000,127,68
67,0,11032,Frank Lickliter II,9' 7",1126.000,118,186
67,0,22046,Geoff Ogilvy,9' 7",1058.000,110,92
67,0,21959,Ted Purdy,9' 7",1303.333,136,158
67,0,22913,John Rollins,9' 7",1187.917,124,175
76,0,07223,Brian Bateman,9' 8",1376.167,142,176
76,0,12510,Chad Campbell,9' 8",891.833,92,144
76,0,01320,Bob Estes,9' 8",1050.083,109,23
76,0,24604,Hunter Haas,9' 8",992.500,103,112
76,0,01487,Jeff Hart,9' 8",666.917,69,49
76,0,20094,Jonathan Kaye,9' 8",839.583,87,132
76,0,20645,John Senden,9' 8",1183.917,123,80
83,0,08725,Tom Gillis,9' 9",1062.833,109,153
83,0,21806,Paul Gow,9' 9",926.667,95,75
83,0,10860,Justin Leonard,9' 9",685.333,70,64
83,0,10585,Scott McCarron,9' 9",1000.583,103,161
83,0,02104,Jeff Sluman,9' 9",991.000,102,44
83,0,23325,Vaughn Taylor,9' 9",1283.333,132,98
83,0,23623,Bo Van Pelt,9' 9",1162.583,119,114
83,0,10425,Jay Williamson,9' 9",694.917,71,31
91,0,24290,D.J. Brigman,9' 10",893.667,91,193
91,0,01161,Mark Calcavecchia,9' 10",893.250,91,110
91,0,20472,Alex Cejka,9' 10",987.333,100,142
91,0,07457,Steve Flesch,9' 10",866.667,88,159
91,0,25396,Kevin Na,9' 10",1282.500,130,13
91,0,24138,Ian Poulter,9' 10",513.333,52,180
91,0,22293,Heath Slocum,9' 10",966.833,98,40
91,0,22295,Darron Stiles,9' 10",828.000,84,30
91,0,02223,Bob Tway,9' 10",858.917,87,67
100,0,21633,Steve Allan,9' 11",1382.000,139,117
100,0,12652,Cameron Beckman,9' 11",1173.000,118,122
100,0,01139,Olin Browne,9' 11",854.667,86,66
100,0,01219,John Cook,9' 11",975.333,98,185
100,0,21805,Harrison Frazar,9' 11",1380.417,139,74
100,0,08075,Jerry Kelly,9' 11",998.417,101,71
100,0,01677,Tom Lehman,9' 11",715.750,72,121
100,0,12662,Thomas Levet,9' 11",624.833,63,195
100,0,01723,Andrew Magee,9' 11",1219.250,123,139
100,0,01761,Len Mattiace,9' 11",1609.667,162,106
100,0,01823,Larry Mize,9' 11",636.167,64,72
100,0,20691,Greg Owen,9' 11",1070.750,108,101
112,0,24507,Jason Bohn,10' 0",1165.667,117,69
112,0,08123,Jeff Brehaut,10' 0",871.583,87,95
112,0,01157,Tom Byrum,10' 0",848.083,85,94
112,0,23541,Ben Crane,10' 0",960.167,96,43
