RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
108,0,25345,Carl Pettersson,27' 7",9236.417,335
109,0,30852,Ryo Ishikawa,27' 8",8959.500,324
110,0,24227,Justin Bolli,27' 9",6820.583,246
110,0,19970,Robert Karlsson,27' 9",5551.333,200
110,0,25240,D.A. Points,27' 9",9168.417,330
113,0,24846,Ricky Barnes,27' 10",9721.750,349
113,0,10423,Mike Weir,27' 10",7948.583,286
115,0,24399,Scott Gardiner,27' 11",8043.667,288
115,0,26331,Charl Schwartzel,27' 11",7904.083,283
115,0,30110,Kyle Stanley,27' 11",8488.167,304
118,0,24494,Erik Compton,28' 0",10439.333,373
118,0,25818,Scott Piercy,28' 0",9830.250,351
118,0,23788,D.J. Trahan,28' 0",5177.583,185
121,0,29740,Brad Fritsch,28' 1",10675.917,380
121,0,12716,Charley Hoffman,28' 1",10607.667,378
121,0,26300,Matt Jones,28' 1",9310.417,332
121,0,22913,John Rollins,28' 1",10280.833,366
121,0,26951,Johnson Wagner,28' 1",8235.750,293
126,0,33461,Morgan Hoffmann,28' 2",8473.417,301
127,0,34099,Harris English,28' 3",12178.167,431
127,0,24361,Pat Perez,28' 3",8933.000,316
129,0,30163,Henrik Norlander,28' 4",9019.083,318
130,0,27503,Steve LeBrun,28' 5",8159.333,287
131,0,23325,Vaughn Taylor,28' 6",5356.000,188
132,0,22056,Cameron Percy,28' 7",8802.500,308
133,0,21961,Charles Howell III,28' 9",13784.417,479
133,0,30926,Chris Kirk,28' 9",12465.167,433
135,0,28500,Martin Flores,28' 10",13613.667,472
136,0,30692,Scott Stallings,28' 11",9811.750,339
137,0,06573,Brandt Jobe,29' 1",7147.333,246
138,0,26851,Marc Leishman,29' 2",9849.500,338
138,0,22046,Geoff Ogilvy,29' 2",6529.917,224
140,0,20593,Greg Chalmers,29' 3",9988.083,341
140,0,24358,Robert Garrigus,29' 3",8055.000,275
140,0,30944,Jason Kokrak,29' 3",12515.500,428
143,0,20229,Stewart Cink,29' 4",8676.583,296
143,0,27436,Graham DeLaet,29' 4",10414.583,355
143,0,32448,James Hahn,29' 4",10839.250,370
143,0,24490,George McNeill,29' 4",8629.250,294
147,0,25562,Andres Romero,29' 6",8412.000,285
147,0,34431,Robert Streb,29' 6",9757.917,331
149,0,23320,Ryan Palmer,29' 7",11286.417,382
150,0,28237,Rory McIlroy,29' 8",6564.333,221
150,0,01810,Phil Mickelson,29' 8",9552.833,322
152,0,06522,Ernie Els,29' 11",8014.750,268
153,0,34360,Patrick Reed,30' 0",12990.167,433
154,0,25336,Alistair Presnell,30' 1",7874.750,262
155,0,08793,Tiger Woods,30' 2",6277.750,208
156,0,30925,Dustin Johnson,30' 4",9446.250,311
157,0,20766,Padraig Harrington,31' 0",5572.917,180
158,0,12782,Tim Herron,31' 1",8698.917,280
159,0,20848,Ángel Cabrera,31' 2",10133.750,325
160,0,26497,Casey Wittenberg,31' 3",11588.667,371
161,0,33869,Eric Meierdierks,31' 4",6895.500,220
162,0,23409,James Driscoll,31' 5",12184.917,388
163,0,10885,Robert Allenby,31' 9",9528.583,300
163,0,23452,Nicolas Colsaerts,31' 9",7055.500,222
165,0,21209,Sergio Garcia,31' 11",7861.500,246
165,0,22792,Peter Hanson,31' 11",6439.000,202
165,0,23497,Tag Ridings,31' 11",11309.000,354
168,0,31323,Gary Woodland,32' 1",14605.083,455
169,0,32334,Charlie Beljan,32' 2",9261.250,288
170,0,33418,Shawn Stefani,32' 4",10229.333,316
171,0,24140,Sean O'Hair,32' 10",9989.083,304
171,0,25632,Jimmy Walker,32' 10",15296.250,466
173,0,28089,Jason Day,33' 2",11175.083,337
174,0,25274,Steven Bowditch,33' 5",11416.583,342
175,0,27120,Troy Matteson,33' 11",11521.500,340
176,0,01116,Michael Bradley,34' 3",8728.500,255
177,0,22371,Aaron Baddeley,35' 2",13334.167,379
178,0,32698,Bobby Gates,35' 8",8814.667,247
179,0,29289,S.Y. Noh,36' 0",13671.417,380
180,0,27129,Luke List,39' 1",14134.750,362
