RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,29221,Webb Simpson,-.109
2,0,06527,Steve Stricker,-.052
3,0,01810,Phil Mickelson,-.048
4,0,25632,Jimmy Walker,-.045
5,0,34098,Russell Henley,-.044
5,0,26300,Matt Jones,-.044
7,0,34046,Jordan Spieth,-.041
8,0,33418,Shawn Stefani,-.030
9,0,27129,Luke List,-.029
10,0,22056,Cameron Percy,-.026
11,0,21961,Charles Howell III,-.023
12,0,35539,Luke Guthrie,-.022
12,0,12716,Charley Hoffman,-.022
14,0,26851,Marc Leishman,-.019
15,0,33141,Keegan Bradley,-.014
16,0,22405,Justin Rose,-.011
17,0,25336,Alistair Presnell,-.010
18,0,24924,Bill Haas,-.008
18,0,27963,Chris Stroud,-.008
20,0,28089,Jason Day,E
20,0,34099,Harris English,E
22,0,28500,Martin Flores,+.006
23,0,24781,Hunter Mahan,+.007
24,0,06522,Ernie Els,+.010
25,0,23325,Vaughn Taylor,+.014
26,0,30925,Dustin Johnson,+.024
27,0,30944,Jason Kokrak,+.026
27,0,23621,Rory Sabbatini,+.026
29,0,24138,Ian Poulter,+.028
30,0,01116,Michael Bradley,+.029
30,0,32102,Rickie Fowler,+.029
32,0,33461,Morgan Hoffmann,+.030
32,0,23320,Ryan Palmer,+.030
34,0,30110,Kyle Stanley,+.031
35,0,29740,Brad Fritsch,+.032
36,0,21731,Freddie Jacobson,+.035
36,0,25240,D.A. Points,+.035
36,0,27330,Josh Teater,+.035
39,0,10860,Justin Leonard,+.037
40,0,21209,Sergio Garcia,+.041
41,0,29420,Billy Horschel,+.043
41,0,27214,Kevin Streelman,+.043
43,0,24399,Scott Gardiner,+.045
44,0,26331,Charl Schwartzel,+.047
45,0,24502,Adam Scott,+.049
46,0,25274,Steven Bowditch,+.050
47,0,31202,William McGirt,+.051
47,0,28780,Nicholas Thompson,+.051
49,0,25562,Andres Romero,+.052
49,0,21528,Henrik Stenson,+.052
51,0,23638,Brendon de Jonge,+.054
51,0,23108,Matt Kuchar,+.054
51,0,26951,Johnson Wagner,+.054
51,0,25804,Bubba Watson,+.054
55,0,27120,Troy Matteson,+.057
55,0,34360,Patrick Reed,+.057
57,0,27770,Camilo Villegas,+.058
58,0,23983,Luke Donald,+.059
59,0,20645,John Senden,+.060
60,0,27436,Graham DeLaet,+.063
61,0,25818,Scott Piercy,+.064
62,0,06004,Stephen Ames,+.066
62,0,10213,Dicky Pride,+.066
64,0,32200,Roberto Castro,+.067
64,0,12782,Tim Herron,+.067
64,0,24024,Zach Johnson,+.067
67,0,23135,Tim Clark,+.070
68,0,24357,K.J. Choi,+.071
69,0,25572,Graeme McDowell,+.073
69,0,08793,Tiger Woods,+.073
71,0,22371,Aaron Baddeley,+.075
71,0,25345,Carl Pettersson,+.075
73,0,33419,Cameron Tringale,+.080
74,0,24494,Erik Compton,+.081
74,0,10423,Mike Weir,+.081
76,0,27649,Brandt Snedeker,+.084
77,0,34174,John Huh,+.085
78,0,28475,Jeff Overton,+.086
79,0,20848,Ángel Cabrera,+.088
79,0,34409,David Lingmerth,+.088
81,0,23452,Nicolas Colsaerts,+.089
81,0,28092,D.H. Lee,+.089
83,0,30926,Chris Kirk,+.090
83,0,27503,Steve LeBrun,+.090
83,0,26476,Chez Reavie,+.090
86,0,32334,Charlie Beljan,+.092
87,0,35139,Richard Lee,+.093
88,0,25834,Daniel Summerhays,+.094
89,0,26679,Kevin Stadler,+.095
90,0,20229,Stewart Cink,+.096
91,0,32448,James Hahn,+.097
92,0,20098,Stuart Appleby,+.098
92,0,22046,Geoff Ogilvy,+.098
94,0,29479,Scott Brown,+.099
94,0,29425,Andrew Svoboda,+.099
94,0,20396,Lee Westwood,+.099
94,0,31323,Gary Woodland,+.099
98,0,25900,Lucas Glover,+.100
99,0,21099,David Lynn,+.101
99,0,23800,Bryce Molder,+.101
101,0,24358,Robert Garrigus,+.102
102,0,29289,S.Y. Noh,+.104
103,0,27933,John Merrick,+.105
104,0,28259,Sangmoon Bae,+.108
104,0,23409,James Driscoll,+.108
104,0,28307,Matt Every,+.108
107,0,27895,Jonas Blixt,+.110
108,0,21878,Mark Wilson,+.115
109,0,23788,D.J. Trahan,+.116
110,0,01320,Bob Estes,+.118
111,0,36884,Ben Kohles,+.119
112,0,30852,Ryo Ishikawa,+.120
112,0,32150,Michael Thompson,+.120
114,0,21753,Brian Davis,+.122
115,0,27095,Nick Watney,+.124
116,0,30692,Scott Stallings,+.125
117,0,24361,Pat Perez,+.129
118,0,10809,Jim Furyk,+.132
118,0,31560,Brian Stuard,+.132
120,0,30163,Henrik Norlander,+.134
120,0,24140,Sean O'Hair,+.134
122,0,22913,John Rollins,+.135
123,0,28679,Fabián Gómez,+.137
124,0,31557,Jim Herman,+.138
124,0,28237,Rory McIlroy,+.138
126,0,08075,Jerry Kelly,+.140
127,0,22378,Trevor Immelman,+.142
127,0,20160,Charlie Wi,+.142
129,0,25686,Jason Dufner,+.143
129,0,28310,Lee Williams,+.143
131,0,30711,Colt Knost,+.144
131,0,27556,Ted Potter Jr.,+.144
133,0,20766,Padraig Harrington,+.145
133,0,23353,J.J. Henry,+.145
133,0,01724,Jeff Maggert,+.145
133,0,28135,Aaron Watkins,+.145
137,0,34261,Scott Langley,+.146
138,0,25444,Justin Hicks,+.149
138,0,29518,Brendan Steele,+.149
