RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,01810,Phil Mickelson,21.38,189,884
2,0,01666,Bernhard Langer,20.65,133,644
3,0,01945,Kenny Perry,20.48,189,923
4,0,02206,David Toms,20.24,206,1018
5,0,12652,Cameron Beckman,20.06,206,1027
6,0,01706,Davis Love III,20.00,161,805
7,0,01677,Tom Lehman,19.62,166,846
8,0,01024,Billy Andrade,19.38,163,841
9,0,01042,Paul Azinger,19.29,162,840
10,0,01724,Jeff Maggert,19.18,169,881
11,0,11032,Frank Lickliter II,19.17,207,1080
12,0,02257,Brian Watts,19.02,113,594
13,0,01249,John Daly,18.94,165,871
14,0,01161,Mark Calcavecchia,18.88,158,837
15,0,21949,Joe Ogilvie,18.87,213,1129
16,0,01797,Rocco Mediate,18.86,139,737
17,0,19846,Brian Gay,18.82,223,1185
18,0,06251,Chris DiMarco,18.80,207,1101
19,0,06575,Dudley Hart,18.70,152,813
20,0,09011,David Duval,18.56,147,792
21,0,01320,Bob Estes,18.55,176,949
22,0,02239,Scott Verplank,18.54,193,1041
23,0,01457,Jay Haas,18.35,138,752
24,0,02104,Jeff Sluman,18.33,200,1091
25,0,07749,Brett Quigley,18.32,122,666
26,0,06621,Joe Durant,18.27,154,843
27,0,12753,David Morland IV,18.18,162,891
28,0,01307,Joel Edwards,18.13,188,1037
29,0,07457,Steve Flesch,18.02,202,1121
30,0,10860,Justin Leonard,17.95,189,1053
31,0,01577,Lee Janzen,17.94,171,953
32,0,20127,Chris Riley,17.91,190,1061
33,0,02223,Bob Tway,17.89,198,1107
34,0,08375,Paul Stankowski,17.85,164,919
35,0,01527,Scott Hoch,17.76,157,884
36,0,01203,Russ Cochran,17.75,134,755
37,0,01378,David Frost,17.74,163,919
38,0,10585,Scott McCarron,17.73,175,987
39,0,01707,Steve Lowery,17.72,183,1033
40,0,06567,Vijay Singh,17.71,176,994
41,0,01219,John Cook,17.70,162,915
41,0,02214,Kirk Triplett,17.70,157,887
43,0,21209,Sergio Garcia,17.68,116,656
44,0,20593,Greg Chalmers,17.62,166,942
45,0,06527,Steve Stricker,17.60,119,676
46,0,21961,Charles Howell III,17.51,156,891
47,0,12680,Shigeki Maruyama,17.50,176,1006
48,0,20229,Stewart Cink,17.48,182,1041
49,0,01139,Olin Browne,17.46,179,1025
50,0,02110,Jerry Smith,17.42,174,999
51,0,08793,Tiger Woods,17.40,143,822
52,0,01887,Mark O'Meara,17.28,118,683
53,0,10885,Robert Allenby,17.24,197,1143
54,0,01920,Craig Parry,17.19,114,663
55,0,01475,Donnie Hammond,17.18,90,524
56,0,02106,Chris Smith,17.17,176,1025
57,0,07547,Craig Kanada,17.15,137,799
58,0,20043,Edward Fryatt,17.14,162,945
59,0,20098,Stuart Appleby,17.10,178,1041
60,0,22122,Andrew McLardy,17.07,134,785
61,0,11011,Mike Sposa,17.03,166,975
62,0,10425,Jay Williamson,17.02,160,940
63,0,20566,Kaname Yokoo,17.00,145,853
64,0,10912,Craig Perks,16.98,135,795
65,0,08545,Glen Hnatiuk,16.95,180,1062
65,0,01619,Skip Kendall,16.95,190,1121
65,0,01685,J.L. Lewis,16.95,191,1127
65,0,22046,Geoff Ogilvy,16.95,108,637
69,0,01329,Brad Faxon,16.92,157,928
70,0,01766,Billy Mayfair,16.90,178,1053
71,0,01313,Steve Elkington,16.87,110,652
72,0,20498,Briny Baird,16.85,184,1092
73,0,20094,Jonathan Kaye,16.82,195,1159
73,0,06332,Neal Lancaster,16.82,184,1094
75,0,06036,Scott Dunlap,16.80,143,851
75,0,02170,Hal Sutton,16.80,170,1012
77,0,02099,Scott Simpson,16.73,128,765
78,0,01941,Tom Pernice Jr.,16.68,179,1073
79,0,10809,Jim Furyk,16.54,157,949
79,0,08553,Lee Porter,16.54,155,937
81,0,01063,Ben Bates,16.49,92,558
82,0,08075,Jerry Kelly,16.48,173,1050
82,0,01771,Blaine McCallister,16.48,136,825
84,0,06573,Brandt Jobe,16.41,161,981
85,0,06350,Bob May,16.38,141,861
86,0,20436,Garrett Willis,16.35,145,887
87,0,01157,Tom Byrum,16.33,146,894
88,0,06809,Bob Burns,16.29,152,933
89,0,02101,Joey Sindelar,16.28,112,688
90,0,02246,Duffy Waldorf,16.26,126,775
91,0,01553,John Huston,16.25,104,640
92,0,20095,Carl Paulson,16.21,159,981
93,0,01388,Robert Gamez,16.20,99,611
94,0,06004,Stephen Ames,16.17,141,872
95,0,08339,Spike McRoy,16.16,155,959
96,0,08931,Glen Day,16.15,140,867
97,0,01381,Fred Funk,16.14,201,1245
98,0,21805,Harrison Frazar,16.13,141,874
99,0,02294,Willie Wood,16.12,88,546
100,0,12645,Brent Geiberger,16.08,133,827
101,0,06034,Marco Dawson,16.06,93,579
102,0,01098,Jay Don Blake,16.05,160,997
103,0,19817,Michael Muehr,16.03,155,967
104,0,24357,K.J. Choi,16.01,155,968
105,0,07003,David Berganio Jr.,16.00,124,775
106,0,01014,Fulton Allem,15.96,94,589
106,0,08057,Brian Wilson,15.96,143,896
108,0,01927,Dennis Paulson,15.95,127,796
108,0,01943,Chris Perry,15.95,130,815
110,0,01175,Jim Carter,15.94,172,1079
111,0,24604,Hunter Haas,15.93,127,797
112,0,01968,Nick Price,15.92,128,804
113,0,12823,Carlos Franco,15.87,147,926
114,0,10457,Frank Nobilo,15.85,148,934
115,0,06595,Kevin Sutherland,15.84,162,1023
116,0,06373,José María Olazábal,15.78,77,488
116,0,02218,Ted Tryba,15.78,174,1103
116,0,02245,Grant Waite,15.78,125,792
119,0,10201,Matt Gogel,15.75,134,851
119,0,06613,Tommy Tolles,15.75,141,895
121,0,10423,Mike Weir,15.73,146,928
122,0,06522,Ernie Els,15.69,102,650
123,0,12782,Tim Herron,15.65,151,965
124,0,23614,Rich Beem,15.63,146,934
125,0,08537,J.P. Hayes,15.62,124,794
126,0,08633,Per-Ulrik Johansson,15.56,133,855
126,0,01723,Andrew Magee,15.56,152,977
128,0,21007,Gabriel Hjertstedt,15.52,124,799
129,0,12660,Jesper Parnevik,15.46,152,983
130,0,23621,Rory Sabbatini,15.42,113,733
131,0,06012,Greg Kraft,15.40,164,1065
132,0,07763,Doug Dunakey,15.37,130,846
132,0,01761,Len Mattiace,15.37,158,1028
134,0,06514,Kevin Johnson,15.30,146,954
135,0,08881,Tripp Isenhour,15.29,142,929
136,0,22892,Jason Gore,15.21,127,835
136,0,10213,Dicky Pride,15.21,124,815
138,0,12705,Cliff Kresge,15.20,130,855
139,0,20099,Doug Barron,15.17,98,646
139,0,10565,Ian Leggatt,15.17,133,877
141,0,06617,Brian Henninger,15.10,124,821
142,0,01035,Tommy Armour III,15.09,144,954
143,0,25083,Jeremy Anderson,15.08,109,723
144,0,01226,Fred Couples,15.01,107,713
145,0,06515,Shaun Micheel,15.00,157,1047
146,0,01823,Larry Mize,14.96,117,782
147,0,06591,Rocky Walcher,14.94,92,616
148,0,01093,Ronnie Black,14.93,80,536
149,0,01926,Steve Pate,14.90,136,913
150,0,20574,Mathew Goggin,14.89,144,967
150,0,06090,Jim McGovern,14.89,99,665
152,0,01938,David Peoples,14.87,145,975
153,0,07867,Woody Austin,14.86,147,989
154,0,08123,Jeff Brehaut,14.84,119,802
155,0,19972,José Coceres,14.83,93,627
156,0,01185,Brandel Chamblee,14.80,123,831
157,0,19881,Robert Damron,14.78,140,947
158,0,01418,Bill Glasson,14.74,101,685
