RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,23621,Rory Sabbatini,29.61
2,0,01042,Paul Azinger,27.47
3,0,01666,Bernhard Langer,26.77
4,0,06567,Vijay Singh,26.50
5,0,06595,Kevin Sutherland,26.29
6,0,09011,David Duval,26.09
7,0,02214,Kirk Triplett,26.06
8,0,01161,Mark Calcavecchia,26.00
8,0,21209,Sergio Garcia,26.00
10,0,01810,Phil Mickelson,25.97
11,0,08793,Tiger Woods,25.90
12,0,01219,John Cook,25.26
13,0,06643,Paul Goydos,25.10
14,0,06575,Dudley Hart,25.00
15,0,01619,Skip Kendall,24.81
15,0,10860,Justin Leonard,24.81
17,0,06251,Chris DiMarco,24.77
18,0,07749,Brett Quigley,24.69
19,0,01249,John Daly,24.68
20,0,01766,Billy Mayfair,24.67
21,0,12823,Carlos Franco,24.64
22,0,02104,Jeff Sluman,24.34
23,0,02101,Joey Sindelar,24.29
24,0,07457,Steve Flesch,24.15
25,0,21584,Richie Coughlan,24.07
26,0,01945,Kenny Perry,23.81
27,0,10885,Robert Allenby,23.77
28,0,02110,Jerry Smith,23.70
29,0,12760,Danny Ellis,23.68
30,0,10565,Ian Leggatt,23.45
30,0,02206,David Toms,23.45
32,0,08075,Jerry Kelly,23.32
33,0,20229,Stewart Cink,23.28
34,0,01320,Bob Estes,23.16
35,0,01093,Ronnie Black,23.08
36,0,01927,Dennis Paulson,23.04
37,0,12680,Shigeki Maruyama,23.01
38,0,02279,Mark Wiebe,22.89
39,0,20593,Greg Chalmers,22.79
40,0,22892,Jason Gore,22.76
41,0,12652,Cameron Beckman,22.71
41,0,06012,Greg Kraft,22.71
43,0,01920,Craig Parry,22.70
44,0,20098,Stuart Appleby,22.69
45,0,01203,Russ Cochran,22.65
45,0,01707,Steve Lowery,22.65
47,0,06573,Brandt Jobe,22.64
48,0,23353,J.J. Henry,22.60
49,0,01527,Scott Hoch,22.56
50,0,19817,Michael Muehr,22.54
51,0,01771,Blaine McCallister,22.41
52,0,12660,Jesper Parnevik,22.27
53,0,01329,Brad Faxon,22.22
53,0,02170,Hal Sutton,22.22
55,0,10962,Bradley Hughes,22.18
56,0,06004,Stephen Ames,22.11
57,0,08063,Kelly Grunewald,22.03
58,0,08881,Tripp Isenhour,22.01
59,0,06332,Neal Lancaster,21.96
60,0,20043,Edward Fryatt,21.90
61,0,01098,Jay Don Blake,21.86
62,0,01599,Steve Jones,21.80
63,0,20498,Briny Baird,21.79
64,0,21961,Charles Howell III,21.76
64,0,08633,Per-Ulrik Johansson,21.76
64,0,10585,Scott McCarron,21.76
67,0,02223,Bob Tway,21.72
68,0,20099,Doug Barron,21.61
69,0,01063,Ben Bates,21.56
70,0,08993,Franklin Langham,21.54
71,0,10423,Mike Weir,21.43
72,0,10213,Dicky Pride,21.40
73,0,07867,Woody Austin,21.35
74,0,02106,Chris Smith,21.34
75,0,01723,Andrew Magee,21.32
76,0,01307,Joel Edwards,21.30
77,0,08339,Spike McRoy,21.29
78,0,01938,David Peoples,21.28
79,0,07003,David Berganio Jr.,21.26
80,0,01361,Dan Forsman,21.18
81,0,23125,Brad Elder,21.14
82,0,20436,Garrett Willis,21.13
83,0,01941,Tom Pernice Jr.,21.09
84,0,01226,Fred Couples,21.08
85,0,10809,Jim Furyk,20.99
86,0,01724,Jeff Maggert,20.96
87,0,01887,Mark O'Meara,20.88
88,0,24604,Hunter Haas,20.75
89,0,02239,Scott Verplank,20.69
90,0,10912,Craig Perks,20.66
91,0,01024,Billy Andrade,20.56
92,0,06315,Pete Jordan,20.52
93,0,06522,Ernie Els,20.51
94,0,24357,K.J. Choi,20.41
95,0,06350,Bob May,20.37
96,0,01577,Lee Janzen,20.35
97,0,01378,David Frost,20.34
98,0,01603,Jeff Julian,20.29
99,0,06515,Shaun Micheel,20.22
100,0,06078,Esteban Toledo,20.21
101,0,21805,Harrison Frazar,20.18
102,0,19846,Brian Gay,20.15
103,0,19824,Craig Barlow,20.11
103,0,01388,Robert Gamez,20.11
105,0,01175,Jim Carter,20.07
106,0,21949,Joe Ogilvie,20.06
107,0,06036,Scott Dunlap,20.00
107,0,01313,Steve Elkington,20.00
107,0,02002,John Riegger,20.00
110,0,07547,Craig Kanada,19.92
111,0,20574,Mathew Goggin,19.87
112,0,06514,Kevin Johnson,19.85
113,0,01677,Tom Lehman,19.65
113,0,02218,Ted Tryba,19.65
115,0,08537,J.P. Hayes,19.62
116,0,01926,Steve Pate,19.52
117,0,01797,Rocco Mediate,19.50
118,0,21806,Paul Gow,19.49
119,0,01928,Corey Pavin,19.44
120,0,23614,Rich Beem,19.39
121,0,06527,Steve Stricker,19.38
122,0,01185,Brandel Chamblee,19.34
