RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,19846,Brian Gay,441
2,0,06251,Chris DiMarco,436
3,0,01381,Fred Funk,432
4,0,02104,Jeff Sluman,429
5,0,20094,Jonathan Kaye,423
6,0,07457,Steve Flesch,418
7,0,02223,Bob Tway,417
8,0,01619,Skip Kendall,415
9,0,11032,Frank Lickliter II,414
9,0,02206,David Toms,414
11,0,21949,Joe Ogilvie,404
12,0,12652,Cameron Beckman,398
13,0,02239,Scott Verplank,396
14,0,10585,Scott McCarron,394
15,0,02106,Chris Smith,392
16,0,01766,Billy Mayfair,390
17,0,10885,Robert Allenby,388
17,0,06332,Neal Lancaster,388
17,0,06078,Esteban Toledo,388
20,0,06567,Vijay Singh,387
21,0,20098,Stuart Appleby,386
22,0,10860,Justin Leonard,385
22,0,01941,Tom Pernice Jr.,385
24,0,20229,Stewart Cink,384
25,0,20127,Chris Riley,383
26,0,08075,Jerry Kelly,381
27,0,23125,Brad Elder,380
28,0,01307,Joel Edwards,379
28,0,01945,Kenny Perry,379
30,0,06595,Kevin Sutherland,370
31,0,01685,J.L. Lewis,368
31,0,01810,Phil Mickelson,368
33,0,20498,Briny Baird,367
34,0,01707,Steve Lowery,365
35,0,01175,Jim Carter,364
36,0,08545,Glen Hnatiuk,363
37,0,01139,Olin Browne,362
38,0,02218,Ted Tryba,360
39,0,01098,Jay Don Blake,358
40,0,01320,Bob Estes,356
41,0,10809,Jim Furyk,353
41,0,06573,Brandt Jobe,353
43,0,01577,Lee Janzen,352
44,0,12680,Shigeki Maruyama,350
44,0,02110,Jerry Smith,350
46,0,01374,Robin Freeman,347
46,0,11011,Mike Sposa,347
48,0,06012,Greg Kraft,345
49,0,21961,Charles Howell III,344
49,0,02170,Hal Sutton,344
51,0,20593,Greg Chalmers,341
52,0,01219,John Cook,339
53,0,07867,Woody Austin,338
53,0,24357,K.J. Choi,338
55,0,12660,Jesper Parnevik,337
56,0,06315,Pete Jordan,336
57,0,01527,Scott Hoch,335
58,0,01706,Davis Love III,334
58,0,19817,Michael Muehr,334
58,0,01938,David Peoples,334
61,0,01161,Mark Calcavecchia,333
61,0,01249,John Daly,333
63,0,01378,David Frost,332
64,0,08375,Paul Stankowski,331
65,0,20043,Edward Fryatt,330
66,0,06004,Stephen Ames,328
67,0,08793,Tiger Woods,327
68,0,01723,Andrew Magee,324
69,0,12823,Carlos Franco,322
69,0,20574,Mathew Goggin,322
69,0,01677,Tom Lehman,322
72,0,06613,Tommy Tolles,321
73,0,01329,Brad Faxon,320
74,0,02214,Kirk Triplett,319
75,0,06515,Shaun Micheel,317
76,0,23614,Rich Beem,316
76,0,21805,Harrison Frazar,316
76,0,08881,Tripp Isenhour,316
76,0,08339,Spike McRoy,316
80,0,06514,Kevin Johnson,315
80,0,01724,Jeff Maggert,315
80,0,20436,Garrett Willis,315
83,0,09011,David Duval,314
83,0,12782,Tim Herron,314
83,0,10423,Mike Weir,314
86,0,20566,Kaname Yokoo,313
87,0,06809,Bob Burns,312
87,0,01761,Len Mattiace,312
89,0,10425,Jay Williamson,310
90,0,08931,Glen Day,309
90,0,08057,Brian Wilson,309
92,0,19881,Robert Damron,308
93,0,01035,Tommy Armour III,307
93,0,10565,Ian Leggatt,307
93,0,20095,Carl Paulson,307
96,0,12753,David Morland IV,305
97,0,06621,Joe Durant,304
98,0,01042,Paul Azinger,301
99,0,08553,Lee Porter,300
100,0,23353,J.J. Henry,299
100,0,10962,Bradley Hughes,299
102,0,01157,Tom Byrum,297
103,0,10457,Frank Nobilo,296
104,0,01024,Billy Andrade,294
104,0,22892,Jason Gore,294
104,0,02002,John Riegger,294
107,0,06350,Bob May,292
107,0,08535,Gary Nicklaus,292
109,0,06575,Dudley Hart,291
110,0,10201,Matt Gogel,289
111,0,06643,Paul Goydos,287
112,0,06036,Scott Dunlap,286
113,0,01771,Blaine McCallister,285
113,0,01926,Steve Pate,285
113,0,02010,Loren Roberts,285
116,0,12645,Brent Geiberger,284
117,0,01457,Jay Haas,280
117,0,07547,Craig Kanada,280
119,0,12705,Cliff Kresge,279
119,0,01797,Rocco Mediate,279
119,0,02245,Grant Waite,279
122,0,01132,Mark Brooks,278
122,0,01203,Russ Cochran,278
124,0,10963,Jimmy Green,277
125,0,12388,Michael Clark II,276
126,0,01943,Chris Perry,274
127,0,01968,Nick Price,272
128,0,21633,Steve Allan,271
129,0,07003,David Berganio Jr.,269
129,0,08633,Per-Ulrik Johansson,269
129,0,22122,Andrew McLardy,269
132,0,01487,Jeff Hart,268
133,0,02099,Scott Simpson,266
134,0,10912,Craig Perks,265
135,0,08537,J.P. Hayes,263
136,0,07763,Doug Dunakey,262
137,0,24604,Hunter Haas,261
137,0,01927,Dennis Paulson,261
139,0,21007,Gabriel Hjertstedt,260
140,0,01361,Dan Forsman,259
141,0,01185,Brandel Chamblee,256
141,0,21806,Paul Gow,256
141,0,06617,Brian Henninger,256
141,0,02246,Duffy Waldorf,256
145,0,12714,Chris Tidland,253
146,0,10213,Dicky Pride,250
147,0,08123,Jeff Brehaut,248
147,0,01226,Fred Couples,248
147,0,12760,Danny Ellis,248
147,0,23621,Rory Sabbatini,248
151,0,01666,Bernhard Langer,246
152,0,21209,Sergio Garcia,245
153,0,06527,Steve Stricker,244
154,0,01823,Larry Mize,243
154,0,02101,Joey Sindelar,243
156,0,07749,Brett Quigley,242
157,0,19824,Craig Barlow,239
158,0,01599,Steve Jones,237
158,0,01920,Craig Parry,237
160,0,01928,Corey Pavin,233
161,0,22051,Ben Ferguson,232
162,0,20433,Mark Hensby,231
163,0,06090,Jim McGovern,228
163,0,01887,Mark O'Meara,228
165,0,10733,Kent Jones,225
166,0,01553,John Huston,221
167,0,06522,Ernie Els,220
167,0,23034,Brent Schwarzrock,220
169,0,22046,Geoff Ogilvy,219
170,0,01313,Steve Elkington,218
171,0,21584,Richie Coughlan,217
172,0,25083,Jeremy Anderson,215
173,0,02257,Brian Watts,214
174,0,02279,Mark Wiebe,213
175,0,06034,Marco Dawson,212
176,0,19972,José Coceres,205
