RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
111,0,12753,David Morland IV,20.16,312,1548
113,0,01927,Dennis Paulson,20.12,268,1332
114,0,10201,Matt Gogel,20.10,293,1458
115,0,19972,José Coceres,20.08,206,1026
116,0,23034,Brent Schwarzrock,20.02,227,1134
117,0,07867,Woody Austin,20.00,342,1710
118,0,01723,Andrew Magee,19.98,338,1692
119,0,01313,Steve Elkington,19.95,219,1098
120,0,08881,Tripp Isenhour,19.91,319,1602
120,0,02002,John Riegger,19.91,301,1512
120,0,02246,Duffy Waldorf,19.91,258,1296
123,0,01157,Tom Byrum,19.87,304,1530
124,0,01685,J.L. Lewis,19.86,379,1908
125,0,23125,Brad Elder,19.83,389,1962
126,0,01943,Chris Perry,19.80,278,1404
127,0,01887,Mark O'Meara,19.74,231,1170
128,0,20574,Mathew Goggin,19.71,330,1674
129,0,24604,Hunter Haas,19.66,269,1368
129,0,12782,Tim Herron,19.66,322,1638
131,0,08339,Spike McRoy,19.60,321,1638
132,0,21007,Gabriel Hjertstedt,19.59,268,1368
133,0,06514,Kevin Johnson,19.54,320,1638
134,0,08537,J.P. Hayes,19.52,267,1368
135,0,02279,Mark Wiebe,19.44,217,1116
135,0,10425,Jay Williamson,19.44,315,1620
137,0,01388,Robert Gamez,19.40,206,1062
138,0,01035,Tommy Armour III,19.35,317,1638
139,0,02218,Ted Tryba,19.34,369,1908
140,0,01063,Ben Bates,19.29,184,954
141,0,06643,Paul Goydos,19.25,291,1512
142,0,08633,Per-Ulrik Johansson,19.24,277,1440
142,0,12705,Cliff Kresge,19.24,284,1476
144,0,02294,Willie Wood,19.23,180,936
145,0,21806,Paul Gow,19.19,259,1350
146,0,06012,Greg Kraft,19.17,352,1836
147,0,19881,Robert Damron,19.11,313,1638
148,0,06078,Esteban Toledo,19.10,392,2052
149,0,01374,Robin Freeman,19.09,354,1854
150,0,19824,Craig Barlow,19.06,247,1296
150,0,01093,Ronnie Black,19.06,175,918
152,0,02010,Loren Roberts,18.98,287,1512
153,0,10457,Frank Nobilo,18.91,303,1602
154,0,08553,Lee Porter,18.89,306,1620
155,0,20095,Carl Paulson,18.88,316,1674
156,0,21584,Richie Coughlan,18.86,224,1188
156,0,12760,Danny Ellis,18.86,258,1368
158,0,01926,Steve Pate,18.80,291,1548
159,0,01599,Steve Jones,18.78,240,1278
160,0,01185,Brandel Chamblee,18.76,260,1386
161,0,01761,Len Mattiace,18.75,324,1728
162,0,01361,Dan Forsman,18.73,263,1404
163,0,01014,Fulton Allem,18.65,188,1008
163,0,01928,Corey Pavin,18.65,235,1260
165,0,12388,Michael Clark II,18.56,284,1530
166,0,01823,Larry Mize,18.47,246,1332
167,0,20099,Doug Barron,18.46,206,1116
168,0,08123,Jeff Brehaut,18.40,255,1386
169,0,10962,Bradley Hughes,18.38,311,1692
170,0,06617,Brian Henninger,18.35,261,1422
171,0,06315,Pete Jordan,18.34,340,1854
172,0,07763,Doug Dunakey,18.31,267,1458
172,0,20433,Mark Hensby,18.31,234,1278
172,0,07101,Dave Stockton Jr.,18.31,201,1098
175,0,10213,Dicky Pride,18.30,257,1404
176,0,06431,Jean Van de Velde,18.15,147,810
177,0,21633,Steve Allan,18.09,280,1548
178,0,06515,Shaun Micheel,18.06,325,1800
179,0,12714,Chris Tidland,17.99,259,1440
180,0,25083,Jeremy Anderson,17.71,220,1242
180,0,01487,Jeff Hart,17.71,271,1530
182,0,22051,Ben Ferguson,17.64,235,1332
183,0,01132,Mark Brooks,17.61,279,1584
184,0,08535,Gary Nicklaus,17.55,297,1692
185,0,01200,Keith Clearwater,17.38,194,1116
186,0,08063,Kelly Grunewald,17.34,206,1188
187,0,01418,Bill Glasson,17.18,201,1170
188,0,10963,Jimmy Green,17.15,284,1656
189,0,10733,Kent Jones,17.12,228,1332
190,0,10649,Tom Scherrer,17.09,203,1188
191,0,06591,Rocky Walcher,16.85,179,1062
192,0,08993,Franklin Langham,16.76,181,1080
193,0,06140,Sean Murphy,16.27,205,1260
194,0,01603,Jeff Julian,16.16,160,990
