RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,08793,Tiger Woods,2.26,341,151
2,0,01706,Davis Love III,2.11,340,161
3,0,10585,Scott McCarron,1.94,405,209
4,0,01810,Phil Mickelson,1.93,388,201
5,0,21961,Charles Howell III,1.90,348,183
6,0,01945,Kenny Perry,1.88,388,206
6,0,02239,Scott Verplank,1.88,405,216
8,0,06567,Vijay Singh,1.86,399,215
9,0,01320,Bob Estes,1.85,360,195
10,0,10809,Jim Furyk,1.84,358,195
11,0,06251,Chris DiMarco,1.83,447,244
12,0,01666,Bernhard Langer,1.80,247,137
13,0,02104,Jeff Sluman,1.79,441,247
14,0,02206,David Toms,1.76,423,240
15,0,01677,Tom Lehman,1.74,327,188
16,0,01968,Nick Price,1.72,275,160
17,0,01219,John Cook,1.70,346,203
18,0,01797,Rocco Mediate,1.69,286,169
19,0,12652,Cameron Beckman,1.67,408,244
19,0,09011,David Duval,1.67,320,192
21,0,06595,Kevin Sutherland,1.66,382,230
21,0,02214,Kirk Triplett,1.66,326,196
23,0,01527,Scott Hoch,1.64,341,208
24,0,01766,Billy Mayfair,1.63,397,243
25,0,01042,Paul Azinger,1.59,309,194
26,0,08931,Glen Day,1.58,315,200
26,0,21209,Sergio Garcia,1.58,252,159
26,0,02223,Bob Tway,1.58,423,267
29,0,06004,Stephen Ames,1.57,335,213
29,0,01161,Mark Calcavecchia,1.57,343,219
29,0,19846,Brian Gay,1.57,445,283
29,0,01457,Jay Haas,1.57,284,181
33,0,20229,Stewart Cink,1.55,392,253
33,0,01307,Joel Edwards,1.55,388,251
35,0,01381,Fred Funk,1.54,439,285
35,0,12660,Jesper Parnevik,1.54,352,228
35,0,10423,Mike Weir,1.54,330,214
38,0,02170,Hal Sutton,1.53,354,231
39,0,20593,Greg Chalmers,1.50,346,230
39,0,06621,Joe Durant,1.50,311,208
39,0,07457,Steve Flesch,1.50,432,288
42,0,08075,Jerry Kelly,1.48,392,265
42,0,01619,Skip Kendall,1.48,422,285
44,0,01329,Brad Faxon,1.47,337,230
44,0,01577,Lee Janzen,1.47,357,243
