RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,21209,Sergio Garcia,2.6
2,0,28089,Jason Day,2.4
3,0,20396,Lee Westwood,2.3
4,0,21528,Henrik Stenson,2.1
4,0,27770,Camilo Villegas,2.1
6,0,20229,Stewart Cink,2.0
6,0,23983,Luke Donald,2.0
6,0,29420,Billy Horschel,2.0
6,0,24361,Pat Perez,2.0
10,0,26300,Matt Jones,1.9
10,0,36689,Brooks Koepka,1.9
10,0,33413,Ben Martin,1.9
10,0,34046,Jordan Spieth,1.9
14,0,34098,Russell Henley,1.8
14,0,26329,Louis Oosthuizen,1.8
14,0,34360,Patrick Reed,1.8
17,0,23108,Matt Kuchar,1.7
17,0,25396,Kevin Na,1.7
17,0,24140,Sean O'Hair,1.7
17,0,22046,Geoff Ogilvy,1.7
17,0,24138,Ian Poulter,1.7
17,0,27649,Brandt Snedeker,1.7
17,0,25834,Daniel Summerhays,1.7
17,0,33419,Cameron Tringale,1.7
17,0,34265,Will Wilcox,1.7
26,0,25274,Steven Bowditch,1.6
26,0,25364,Paul Casey,1.6
26,0,29725,Tony Finau,1.6
26,0,28500,Martin Flores,1.6
26,0,35539,Luke Guthrie,1.6
26,0,32448,James Hahn,1.6
26,0,21961,Charles Howell III,1.6
26,0,33122,Russell Knox,1.6
26,0,32839,Hideki Matsuyama,1.6
26,0,25818,Scott Piercy,1.6
26,0,24502,Adam Scott,1.6
37,0,40058,Zac Blair,1.5
37,0,33141,Keegan Bradley,1.5
37,0,25369,Jamie Donaldson,1.5
37,0,25686,Jason Dufner,1.5
37,0,27644,Brian Harman,1.5
37,0,30852,Ryo Ishikawa,1.5
37,0,24024,Zach Johnson,1.5
37,0,22056,Cameron Percy,1.5
37,0,35451,Scott Pinckney,1.5
37,0,34431,Robert Streb,1.5
37,0,27214,Kevin Streelman,1.5
37,0,34264,Hudson Swafford,1.5
37,0,32150,Michael Thompson,1.5
37,0,02206,David Toms,1.5
37,0,25632,Jimmy Walker,1.5
37,0,25892,Steve Wheatcroft,1.5
53,0,24507,Jason Bohn,1.4
53,0,20593,Greg Chalmers,1.4
53,0,06522,Ernie Els,1.4
53,0,34099,Harris English,1.4
53,0,32102,Rickie Fowler,1.4
53,0,10809,Jim Furyk,1.4
53,0,28679,Fabián Gómez,1.4
53,0,29720,Andres Gonzales,1.4
53,0,24924,Bill Haas,1.4
53,0,33399,Adam Hadwin,1.4
53,0,29926,Danny Lee,1.4
53,0,24781,Hunter Mahan,1.4
53,0,32640,Troy Merritt,1.4
53,0,01810,Phil Mickelson,1.4
53,0,23800,Bryce Molder,1.4
53,0,33667,Carlos Ortiz,1.4
53,0,25562,Andres Romero,1.4
53,0,23621,Rory Sabbatini,1.4
53,0,30927,Brendon Todd,1.4
53,0,27064,Jhonattan Vegas,1.4
53,0,26289,Boo Weekley,1.4
74,0,27895,Jonas Blixt,1.3
74,0,24925,Jonathan Byrd,1.3
74,0,12510,Chad Campbell,1.3
74,0,32366,Kevin Chappell,1.3
74,0,31557,Jim Herman,1.3
74,0,12716,Charley Hoffman,1.3
74,0,34174,John Huh,1.3
74,0,30925,Dustin Johnson,1.3
74,0,37454,Whee Kim,1.3
74,0,29478,Kevin Kisner,1.3
74,0,30711,Colt Knost,1.3
74,0,27936,Martin Laird,1.3
74,0,24490,George McNeill,1.3
74,0,25345,Carl Pettersson,1.3
74,0,34256,Andrew Putnam,1.3
74,0,36699,Patrick Rodgers,1.3
74,0,29221,Webb Simpson,1.3
74,0,29518,Brendan Steele,1.3
74,0,27963,Chris Stroud,1.3
74,0,29425,Andrew Svoboda,1.3
74,0,28780,Nicholas Thompson,1.3
74,0,23623,Bo Van Pelt,1.3
74,0,27095,Nick Watney,1.3
74,0,21878,Mark Wilson,1.3
74,0,31323,Gary Woodland,1.3
99,0,28259,Sangmoon Bae,1.2
99,0,24494,Erik Compton,1.2
99,0,29535,Brice Garnett,1.2
99,0,34563,Chesson Hadley,1.2
99,0,26758,David Hearn,1.2
99,0,27141,J.B. Holmes,1.2
99,0,36801,Mark Hubbard,1.2
99,0,08075,Jerry Kelly,1.2
99,0,30944,Jason Kokrak,1.2
99,0,35541,John Peterson,1.2
99,0,33418,Shawn Stefani,1.2
99,0,26951,Johnson Wagner,1.2
111,0,22371,Aaron Baddeley,1.1
111,0,24846,Ricky Barnes,1.1
111,0,29479,Scott Brown,1.1
111,0,20848,Ángel Cabrera,1.1
111,0,24357,K.J. Choi,1.1
111,0,23541,Ben Crane,1.1
111,0,34262,Jon Curran,1.1
111,0,23638,Brendon de Jonge,1.1
111,0,31416,Derek Fathauer,1.1
111,0,20766,Padraig Harrington,1.1
111,0,33461,Morgan Hoffmann,1.1
111,0,35532,Tom Hoge,1.1
111,0,30926,Chris Kirk,1.1
111,0,27466,Spencer Levin,1.1
111,0,34409,David Lingmerth,1.1
111,0,31202,William McGirt,1.1
111,0,27933,John Merrick,1.1
111,0,26596,Ryan Moore,1.1
111,0,29289,S.Y. Noh,1.1
111,0,22405,Justin Rose,1.1
111,0,31560,Brian Stuard,1.1
111,0,25493,Nick Taylor,1.1
111,0,33448,Justin Thomas,1.1
134,0,40026,Daniel Berger,1.0
134,0,32200,Roberto Castro,1.0
134,0,20472,Alex Cejka,1.0
134,0,25720,Chad Collins,1.0
