RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
43,0,25191,Gonzalo Fernandez-Castaño,.183,11.532,63
44,0,28132,Tyrone Van Aswegen,.181,7.602,42
45,0,34261,Scott Langley,.180,14.219,79
46,0,31416,Derek Fathauer,.179,11.822,66
47,0,08075,Jerry Kelly,.166,10.938,66
47,0,10860,Justin Leonard,.166,8.978,54
49,0,12510,Chad Campbell,.159,14.486,91
50,0,21209,Sergio Garcia,.157,5.670,36
51,0,23800,Bryce Molder,.156,11.991,77
52,0,32366,Kevin Chappell,.148,11.096,75
53,0,35539,Luke Guthrie,.147,9.975,68
53,0,24138,Ian Poulter,.147,7.079,48
55,0,27770,Camilo Villegas,.143,10.611,74
56,0,24140,Sean O'Hair,.142,11.514,81
57,0,20472,Alex Cejka,.135,10.650,79
58,0,40058,Zac Blair,.131,11.511,88
59,0,20691,Greg Owen,.129,5.167,40
60,0,36801,Mark Hubbard,.128,7.837,61
61,0,23353,J.J. Henry,.127,9.671,76
62,0,24924,Bill Haas,.126,8.978,71
63,0,01706,Davis Love III,.116,4.854,42
64,0,34256,Andrew Putnam,.113,6.089,54
65,0,27095,Nick Watney,.112,9.102,81
66,0,33122,Russell Knox,.107,9.340,87
67,0,06522,Ernie Els,.102,3.993,39
67,0,26851,Marc Leishman,.102,5.511,54
67,0,26596,Ryan Moore,.102,6.195,61
70,0,29222,Billy Hurley III,.098,6.160,63
71,0,23621,Rory Sabbatini,.097,6.434,66
72,0,26331,Charl Schwartzel,.092,3.762,41
73,0,26329,Louis Oosthuizen,.088,4.126,47
74,0,29535,Brice Garnett,.082,5.245,64
74,0,21528,Henrik Stenson,.082,3.605,44
76,0,29476,Kyle Reifers,.076,6.112,80
77,0,25632,Jimmy Walker,.068,4.357,64
78,0,32102,Rickie Fowler,.066,3.751,57
79,0,32448,James Hahn,.065,5.103,78
80,0,21961,Charles Howell III,.059,5.857,99
81,0,34265,Will Wilcox,.058,2.361,41
82,0,34130,Sung Joon Park,.055,3.453,63
83,0,36689,Brooks Koepka,.052,3.405,65
84,0,24494,Erik Compton,.047,3.281,70
84,0,28500,Martin Flores,.047,3.714,79
86,0,25369,Jamie Donaldson,.046,1.469,32
87,0,24361,Pat Perez,.045,3.722,83
88,0,33399,Adam Hadwin,.044,3.530,81
89,0,29518,Brendan Steele,.041,3.098,76
89,0,32150,Michael Thompson,.041,3.064,75
91,0,22046,Geoff Ogilvy,.039,1.376,35
92,0,22056,Cameron Percy,.037,2.118,58
93,0,23541,Ben Crane,.030,1.570,52
93,0,27644,Brian Harman,.030,2.366,78
95,0,21753,Brian Davis,.029,2.081,71
96,0,29725,Tony Finau,.027,2.526,92
97,0,30852,Ryo Ishikawa,.025,1.870,75
98,0,29720,Andres Gonzales,.022,1.635,76
99,0,22293,Heath Slocum,.018,.710,39
100,0,26289,Boo Weekley,.015,1.005,67
101,0,27933,John Merrick,.006,.331,58
102,0,24781,Hunter Mahan,.003,.163,65
103,0,34099,Harris English,.000,.030,88
104,0,25804,Bubba Watson,-.002,-.125,56
105,0,20645,John Senden,-.017,-.859,51
106,0,28475,Jeff Overton,-.018,-1.371,75
107,0,27936,Martin Laird,-.019,-1.354,73
108,0,28486,Michael Putnam,-.022,-1.475,68
109,0,34409,David Lingmerth,-.025,-1.859,74
110,0,20593,Greg Chalmers,-.028,-1.002,36
111,0,26758,David Hearn,-.029,-2.474,85
112,0,34174,John Huh,-.030,-2.658,89
113,0,25198,Francesco Molinari,-.037,-1.610,43
114,0,31193,Jim Renner,-.038,-2.129,56
115,0,20157,Retief Goosen,-.039,-2.320,60
116,0,24507,Jason Bohn,-.042,-3.619,87
116,0,28023,Byron Smith,-.042,-1.801,43
118,0,37454,Whee Kim,-.043,-2.411,56
119,0,28307,Matt Every,-.044,-2.458,56
120,0,30692,Scott Stallings,-.052,-2.534,49
120,0,31560,Brian Stuard,-.052,-4.109,79
122,0,32640,Troy Merritt,-.054,-4.406,82
123,0,27436,Graham DeLaet,-.056,-3.034,54
124,0,29926,Danny Lee,-.062,-6.249,100
125,0,29478,Kevin Kisner,-.068,-6.350,94
126,0,24490,George McNeill,-.071,-6.362,89
127,0,23320,Ryan Palmer,-.072,-3.890,54
128,0,25562,Andres Romero,-.073,-3.964,54
129,0,35532,Tom Hoge,-.080,-5.230,65
130,0,25892,Steve Wheatcroft,-.082,-5.894,72
131,0,30711,Colt Knost,-.085,-6.273,74
132,0,36699,Patrick Rodgers,-.090,-4.163,46
133,0,25345,Carl Pettersson,-.097,-9.286,96
134,0,33413,Ben Martin,-.100,-7.676,77
135,0,20396,Lee Westwood,-.102,-3.276,32
136,0,29479,Scott Brown,-.111,-8.955,81
136,0,25900,Lucas Glover,-.111,-7.994,72
138,0,28679,Fabián Gómez,-.113,-7.829,69
139,0,23623,Bo Van Pelt,-.126,-8.211,65
140,0,35451,Scott Pinckney,-.140,-10.361,74
141,0,37273,Derek Ernst,-.144,-9.053,63
141,0,30944,Jason Kokrak,-.144,-11.516,80
143,0,23638,Brendon de Jonge,-.152,-13.982,92
144,0,35545,Blayne Barber,-.154,-9.704,63
145,0,33667,Carlos Ortiz,-.166,-13.762,83
146,0,25818,Scott Piercy,-.172,-14.279,83
147,0,35541,John Peterson,-.175,-13.475,77
148,0,28259,Sangmoon Bae,-.176,-15.455,88
149,0,25364,Paul Casey,-.182,-11.449,63
150,0,30946,Alex Prugh,-.183,-13.153,72
151,0,25493,Nick Taylor,-.185,-15.368,83
152,0,25834,Daniel Summerhays,-.186,-16.569,89
153,0,23048,Eric Axley,-.189,-8.116,43
154,0,33486,Roger Sloan,-.190,-7.582,40
155,0,34098,Russell Henley,-.191,-12.778,67
156,0,33418,Shawn Stefani,-.192,-16.938,88
157,0,24502,Adam Scott,-.195,-6.238,32
158,0,26951,Johnson Wagner,-.201,-11.478,57
159,0,34358,Jonathan Randolph,-.208,-11.655,56
160,0,30925,Dustin Johnson,-.212,-11.466,54
160,0,27064,Jhonattan Vegas,-.212,-15.231,72
162,0,10885,Robert Allenby,-.213,-10.842,51
163,0,27214,Kevin Streelman,-.216,-15.761,73
164,0,40026,Daniel Berger,-.217,-17.980,83
164,0,24358,Robert Garrigus,-.217,-11.945,55
166,0,39977,Max Homa,-.218,-13.512,62
167,0,34563,Chesson Hadley,-.227,-20.232,89
168,0,23548,Bill Lunde,-.242,-8.697,36
169,0,20104,Ken Duke,-.248,-19.321,78
170,0,27466,Spencer Levin,-.250,-20.753,83
171,0,20229,Stewart Cink,-.282,-18.602,66
172,0,31323,Gary Woodland,-.284,-15.346,54
173,0,29420,Billy Horschel,-.301,-21.981,73
174,0,12716,Charley Hoffman,-.338,-25.666,76
175,0,26476,Chez Reavie,-.340,-17.005,50
176,0,31557,Jim Herman,-.345,-26.580,77
177,0,29223,Sam Saunders,-.372,-23.465,63
178,0,22892,Jason Gore,-.393,-22.778,58
179,0,34264,Hudson Swafford,-.404,-33.520,83
180,0,32334,Charlie Beljan,-.424,-24.161,57
181,0,20848,Ángel Cabrera,-.428,-17.984,42
182,0,28780,Nicholas Thompson,-.450,-31.514,70
183,0,29425,Andrew Svoboda,-.460,-32.202,70
184,0,30736,Oscar Fraustro,-.655,-26.203,40
