RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
1,0,25396,Kevin Na,.660,46.827,71
2,0,24925,Jonathan Byrd,.596,30.392,51
3,0,29221,Webb Simpson,.539,34.496,64
4,0,23983,Luke Donald,.514,27.783,54
5,0,10809,Jim Furyk,.513,26.701,52
6,0,23108,Matt Kuchar,.479,36.865,77
7,0,34046,Jordan Spieth,.471,31.055,66
8,0,20771,Steven Alker,.406,20.301,50
9,0,21878,Mark Wilson,.377,30.508,81
10,0,33419,Cameron Tringale,.373,29.439,79
11,0,22371,Aaron Baddeley,.370,24.399,66
12,0,27649,Brandt Snedeker,.344,25.818,75
13,0,33461,Morgan Hoffmann,.343,23.658,69
14,0,24846,Ricky Barnes,.336,21.182,63
14,0,20766,Padraig Harrington,.336,16.444,49
16,0,26300,Matt Jones,.333,22.303,67
17,0,27963,Chris Stroud,.295,20.046,68
18,0,28089,Jason Day,.287,16.357,57
19,0,25686,Jason Dufner,.281,13.474,48
20,0,30927,Brendon Todd,.280,21.286,76
20,0,25349,Tim Wilkinson,.280,16.227,58
22,0,34360,Patrick Reed,.273,20.718,76
23,0,34262,Jon Curran,.270,17.554,65
24,0,27141,J.B. Holmes,.268,17.700,66
25,0,33141,Keegan Bradley,.263,16.863,64
26,0,32839,Hideki Matsuyama,.254,17.798,70
27,0,25274,Steven Bowditch,.253,22.271,88
28,0,31202,William McGirt,.248,24.103,97
28,0,02206,David Toms,.248,13.645,55
30,0,06567,Vijay Singh,.241,16.608,69
31,0,24024,Zach Johnson,.236,16.513,70
32,0,22405,Justin Rose,.228,11.196,49
32,0,34431,Robert Streb,.228,21.919,96
34,0,01810,Phil Mickelson,.225,12.387,55
35,0,24357,K.J. Choi,.210,11.949,57
36,0,27895,Jonas Blixt,.209,10.863,52
37,0,25720,Chad Collins,.205,12.922,63
38,0,25240,D.A. Points,.199,11.568,58
39,0,30926,Chris Kirk,.198,11.098,56
40,0,29289,S.Y. Noh,.188,10.159,54
40,0,33448,Justin Thomas,.188,18.081,96
42,0,32200,Roberto Castro,.187,6.717,36
