RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,22371,Aaron Baddeley,.722,47.650,66
2,0,25632,Jimmy Walker,.692,44.265,64
3,0,25834,Daniel Summerhays,.644,57.334,89
4,0,20396,Lee Westwood,.595,19.047,32
5,0,27649,Brandt Snedeker,.588,44.075,75
6,0,28089,Jason Day,.586,33.407,57
7,0,30927,Brendon Todd,.582,44.219,76
8,0,34098,Russell Henley,.579,38.773,67
9,0,34046,Jordan Spieth,.571,37.666,66
10,0,34099,Harris English,.560,49.298,88
11,0,20593,Greg Chalmers,.529,19.029,36
12,0,40058,Zac Blair,.527,46.359,88
13,0,34256,Andrew Putnam,.525,28.358,54
14,0,23800,Bryce Molder,.508,39.105,77
15,0,24494,Erik Compton,.469,32.863,70
16,0,21528,Henrik Stenson,.436,19.205,44
17,0,36689,Brooks Koepka,.421,27.372,65
18,0,24357,K.J. Choi,.415,23.678,57
19,0,26300,Matt Jones,.401,26.870,67
20,0,34360,Patrick Reed,.394,29.919,76
21,0,24781,Hunter Mahan,.390,25.349,65
22,0,32640,Troy Merritt,.384,31.459,82
23,0,34431,Robert Streb,.381,36.561,96
24,0,29926,Danny Lee,.374,37.447,100
25,0,24361,Pat Perez,.364,30.224,83
26,0,34264,Hudson Swafford,.360,29.897,83
27,0,26758,David Hearn,.358,30.442,85
28,0,25369,Jamie Donaldson,.349,11.182,32
29,0,30711,Colt Knost,.348,25.734,74
30,0,25892,Steve Wheatcroft,.345,24.850,72
31,0,25345,Carl Pettersson,.335,32.205,96
32,0,34265,Will Wilcox,.322,13.221,41
33,0,23108,Matt Kuchar,.316,24.323,77
34,0,35545,Blayne Barber,.313,19.697,63
35,0,29222,Billy Hurley III,.311,19.597,63
36,0,32102,Rickie Fowler,.309,17.616,57
37,0,31416,Derek Fathauer,.301,19.834,66
38,0,35451,Scott Pinckney,.294,21.766,74
39,0,23983,Luke Donald,.289,15.579,54
40,0,34174,John Huh,.279,24.869,89
41,0,01810,Phil Mickelson,.262,14.421,55
42,0,28259,Sangmoon Bae,.260,22.865,88
43,0,08075,Jerry Kelly,.250,16.491,66
44,0,29420,Billy Horschel,.244,17.842,73
45,0,29478,Kevin Kisner,.240,22.517,94
46,0,24507,Jason Bohn,.239,20.776,87
47,0,27644,Brian Harman,.236,18.390,78
48,0,33399,Adam Hadwin,.235,19.029,81
49,0,25396,Kevin Na,.233,16.545,71
50,0,33461,Morgan Hoffmann,.232,15.981,69
51,0,10860,Justin Leonard,.231,12.476,54
52,0,24138,Ian Poulter,.225,10.821,48
53,0,24490,George McNeill,.212,18.880,89
53,0,25804,Bubba Watson,.212,11.876,56
55,0,26951,Johnson Wagner,.203,11.571,57
56,0,23541,Ben Crane,.201,10.452,52
57,0,27770,Camilo Villegas,.195,14.447,74
58,0,25562,Andres Romero,.190,10.244,54
59,0,29720,Andres Gonzales,.177,13.481,76
60,0,33667,Carlos Ortiz,.172,14.294,83
61,0,24140,Sean O'Hair,.169,13.657,81
62,0,32366,Kevin Chappell,.168,12.629,75
62,0,34563,Chesson Hadley,.168,14.951,89
64,0,26596,Ryan Moore,.160,9.742,61
65,0,24846,Ricky Barnes,.159,10.048,63
66,0,32150,Michael Thompson,.153,11.507,75
67,0,23048,Eric Axley,.150,6.439,43
68,0,23320,Ryan Palmer,.147,7.937,54
69,0,25274,Steven Bowditch,.144,12.688,88
70,0,34358,Jonathan Randolph,.132,7.409,56
71,0,30925,Dustin Johnson,.128,6.933,54
72,0,33413,Ben Martin,.127,9.749,77
73,0,33419,Cameron Tringale,.125,9.874,79
74,0,27895,Jonas Blixt,.122,6.346,52
75,0,23623,Bo Van Pelt,.118,7.687,65
76,0,31560,Brian Stuard,.116,9.144,79
77,0,25493,Nick Taylor,.112,9.329,83
78,0,35539,Luke Guthrie,.110,7.472,68
79,0,28475,Jeff Overton,.105,7.852,75
80,0,20229,Stewart Cink,.102,6.713,66
81,0,27936,Martin Laird,.100,7.320,73
82,0,27064,Jhonattan Vegas,.086,6.166,72
83,0,24925,Jonathan Byrd,.084,4.296,51
84,0,21753,Brian Davis,.081,5.725,71
85,0,31323,Gary Woodland,.077,4.173,54
86,0,32839,Hideki Matsuyama,.076,5.340,70
87,0,28307,Matt Every,.075,4.199,56
88,0,33418,Shawn Stefani,.074,6.539,88
89,0,29289,S.Y. Noh,.066,3.553,54
90,0,12716,Charley Hoffman,.065,4.973,76
90,0,30926,Chris Kirk,.065,3.633,56
