RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,25804,Bubba Watson,1.876,1.194,.684,-.002,56
2,0,21528,Henrik Stenson,1.774,.448,1.244,.082,44
3,0,10809,Jim Furyk,1.658,.064,1.081,.513,52
4,0,34046,Jordan Spieth,1.583,.494,.618,.471,66
5,0,28089,Jason Day,1.520,.772,.461,.287,57
6,0,22405,Justin Rose,1.471,.550,.692,.228,49
7,0,32839,Hideki Matsuyama,1.388,.496,.637,.254,70
8,0,29221,Webb Simpson,1.346,.225,.582,.539,64
9,0,30925,Dustin Johnson,1.326,.960,.579,-.212,54
10,0,25364,Paul Casey,1.202,.392,.991,-.182,63
11,0,25900,Lucas Glover,1.170,.591,.691,-.111,72
12,0,33141,Keegan Bradley,1.088,.436,.389,.263,64
13,0,24024,Zach Johnson,1.081,.240,.605,.236,70
14,0,21209,Sergio Garcia,1.067,.442,.468,.157,36
15,0,29518,Brendan Steele,1.005,.363,.600,.041,76
16,0,27141,J.B. Holmes,.949,.427,.253,.268,66
17,0,33448,Justin Thomas,.926,.352,.385,.188,96
18,0,25686,Jason Dufner,.922,.242,.399,.281,48
19,0,34265,Will Wilcox,.863,.662,.144,.058,41
20,0,25198,Francesco Molinari,.859,.324,.572,-.037,43
21,0,33122,Russell Knox,.827,.098,.622,.107,87
22,0,26329,Louis Oosthuizen,.825,.339,.397,.088,47
23,0,23108,Matt Kuchar,.817,.136,.202,.479,77
24,0,23320,Ryan Palmer,.813,.356,.529,-.072,54
25,0,06567,Vijay Singh,.812,.152,.420,.241,69
26,0,32102,Rickie Fowler,.779,.123,.590,.066,57
27,0,34431,Robert Streb,.712,.309,.175,.228,96
28,0,25396,Kevin Na,.711,-.329,.381,.660,71
29,0,24924,Bill Haas,.689,.140,.422,.126,71
30,0,40026,Daniel Berger,.682,.372,.526,-.217,83
31,0,26289,Boo Weekley,.671,.548,.108,.015,67
32,0,27095,Nick Watney,.661,.310,.238,.112,81
33,0,36689,Brooks Koepka,.660,.407,.200,.052,65
34,0,29725,Tony Finau,.634,.383,.224,.027,92
35,0,26331,Charl Schwartzel,.629,.669,-.132,.092,41
36,0,32200,Roberto Castro,.612,.079,.347,.187,36
37,0,24502,Adam Scott,.601,.682,.114,-.195,32
38,0,21961,Charles Howell III,.599,.340,.199,.059,99
39,0,20691,Greg Owen,.572,.036,.407,.129,40
40,0,23621,Rory Sabbatini,.567,.094,.375,.097,66
41,0,24507,Jason Bohn,.538,.019,.561,-.042,87
42,0,12510,Chad Campbell,.482,.130,.192,.159,91
43,0,34360,Patrick Reed,.465,-.071,.263,.273,76
44,0,35541,John Peterson,.435,.333,.276,-.175,77
45,0,33418,Shawn Stefani,.423,.332,.283,-.192,88
46,0,27933,John Merrick,.420,.056,.358,.006,58
47,0,26596,Ryan Moore,.418,.071,.246,.102,61
48,0,35532,Tom Hoge,.410,.035,.456,-.080,65
49,0,31557,Jim Herman,.407,.467,.285,-.345,77
50,0,31202,William McGirt,.395,.087,.060,.248,97
51,0,29478,Kevin Kisner,.389,.316,.141,-.068,94
52,0,28486,Michael Putnam,.373,-.025,.420,-.022,68
53,0,20229,Stewart Cink,.367,.087,.561,-.282,66
54,0,34409,David Lingmerth,.366,.379,.013,-.025,74
55,0,29926,Danny Lee,.354,-.301,.718,-.062,100
56,0,27214,Kevin Streelman,.352,.563,.005,-.216,73
57,0,24490,George McNeill,.351,-.223,.645,-.071,89
58,0,30926,Chris Kirk,.350,-.150,.302,.198,56
59,0,26476,Chez Reavie,.342,.384,.298,-.340,50
60,0,24138,Ian Poulter,.329,-.054,.235,.147,48
61,0,26851,Marc Leishman,.322,.021,.199,.102,54
61,0,25818,Scott Piercy,.322,.270,.224,-.172,83
63,0,23638,Brendon de Jonge,.320,.276,.196,-.152,92
64,0,01810,Phil Mickelson,.319,.072,.022,.225,55
65,0,32448,James Hahn,.307,.106,.135,.065,78
66,0,30944,Jason Kokrak,.306,.464,-.014,-.144,80
67,0,27436,Graham DeLaet,.299,.027,.328,-.056,54
68,0,23983,Luke Donald,.295,-.793,.573,.514,54
69,0,20396,Lee Westwood,.283,.094,.292,-.102,32
70,0,12716,Charley Hoffman,.269,.470,.137,-.338,76
71,0,26300,Matt Jones,.263,.249,-.319,.333,67
72,0,22046,Geoff Ogilvy,.260,.138,.082,.039,35
73,0,25274,Steven Bowditch,.256,-.053,.056,.253,88
74,0,28500,Martin Flores,.255,.349,-.142,.047,79
75,0,30927,Brendon Todd,.248,-.168,.136,.280,76
76,0,33419,Cameron Tringale,.244,-.074,-.054,.373,79
77,0,25632,Jimmy Walker,.241,-.161,.334,.068,64
78,0,24361,Pat Perez,.222,-.010,.187,.045,83
79,0,34099,Harris English,.217,.009,.207,.000,88
80,0,29479,Scott Brown,.216,.296,.031,-.111,81
81,0,27936,Martin Laird,.206,-.078,.302,-.019,73
82,0,32366,Kevin Chappell,.202,.160,-.105,.148,75
82,0,29420,Billy Horschel,.202,.366,.137,-.301,73
84,0,25720,Chad Collins,.201,-.250,.246,.205,63
85,0,08075,Jerry Kelly,.186,.073,-.052,.166,66
