RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
35,0,20623,Gavin Coles,67.15,556,828,-0.23
36,0,30750,Tommy Gainey,67.09,628,936,-0.26
37,0,21209,Sergio Garcia,67.06,845,1260,-0.24
38,0,27936,Martin Laird,67.03,1110,1656,-0.28
39,0,22892,Jason Gore,67.02,1134,1692,-0.27
40,0,01313,Steve Elkington,67.00,1013,1512,-0.26
41,0,20229,Stewart Cink,66.94,976,1458,-0.28
42,0,21878,Mark Wilson,66.93,1289,1926,-0.26
43,0,24361,Pat Perez,66.91,1108,1656,-0.26
44,0,24227,Justin Bolli,66.88,963,1440,-0.21
44,0,23349,Charles Warren,66.88,951,1422,-0.23
46,0,21959,Ted Purdy,66.85,746,1116,-0.20
47,0,12823,Carlos Franco,66.83,806,1206,-0.25
48,0,10809,Jim Furyk,66.78,1130,1692,-0.25
48,0,21961,Charles Howell III,66.78,1190,1782,-0.25
50,0,22293,Heath Slocum,66.77,1250,1872,-0.21
51,0,23320,Ryan Palmer,66.75,757,1134,-0.31
52,0,10425,Jay Williamson,66.73,1057,1584,-0.20
53,0,06197,Michael Allen,66.67,1092,1638,-0.25
54,0,10860,Justin Leonard,66.61,1139,1710,-0.27
54,0,26476,Chez Reavie,66.61,1175,1764,-0.22
56,0,01035,Tommy Armour III,66.51,874,1314,-0.23
57,0,23614,Rich Beem,66.48,1077,1620,-0.24
58,0,06573,Brandt Jobe,66.45,622,936,-0.22
59,0,21633,Steve Allan,66.44,598,900,-0.25
59,0,20160,Charlie Wi,66.44,1160,1746,-0.24
61,0,01724,Jeff Maggert,66.34,1027,1548,-0.23
62,0,23788,D.J. Trahan,66.25,1121,1692,-0.25
63,0,12716,Charley Hoffman,66.24,1097,1656,-0.25
64,0,06575,Dudley Hart,66.11,833,1260,-0.24
65,0,23621,Rory Sabbatini,66.08,904,1368,-0.25
66,0,01388,Robert Gamez,66.02,915,1386,-0.22
67,0,24663,Y.E. Yang,65.96,1033,1566,-0.24
68,0,23778,Brad Adamonis,65.86,984,1494,-0.25
69,0,12652,Cameron Beckman,65.82,936,1422,-0.25
70,0,01810,Phil Mickelson,65.81,924,1404,-0.28
71,0,29718,Anthony Kim,65.78,959,1458,-0.27
71,0,10649,Tom Scherrer,65.78,592,900,-0.24
73,0,23541,Ben Crane,65.76,1018,1548,-0.27
74,0,25364,Paul Casey,65.71,615,936,-0.22
74,0,25842,Jon Mills,65.71,1029,1566,-0.21
76,0,01139,Olin Browne,65.63,886,1350,-0.18
77,0,12602,Dean Wilson,65.61,1240,1890,-0.25
78,0,19803,Ryan Armour,65.60,980,1494,-0.25
79,0,19913,Ron Whittaker,65.51,566,864,-0.20
80,0,28089,Jason Day,65.50,955,1458,-0.26
81,0,24357,K.J. Choi,65.48,825,1260,-0.24
81,0,23325,Vaughn Taylor,65.48,1214,1854,-0.26
83,0,01226,Fred Couples,65.46,707,1080,-0.26
83,0,06090,Jim McGovern,65.46,813,1242,-0.22
85,0,25349,Tim Wilkinson,65.39,1024,1566,-0.24
86,0,25900,Lucas Glover,65.38,1071,1638,-0.25
87,0,10875,Todd Demsey,65.31,917,1404,-0.24
88,0,20663,Brenden Pappas,65.28,705,1080,-0.27
89,0,21753,Brian Davis,65.23,1268,1944,-0.25
90,0,02206,David Toms,65.20,798,1224,-0.25
91,0,08385,Omar Uresti,65.16,821,1260,-0.23
92,0,26420,Richard Johnson,65.12,633,972,-0.21
93,0,26679,Kevin Stadler,65.11,961,1476,-0.26
94,0,02239,Scott Verplank,65.09,949,1458,-0.25
95,0,23409,James Driscoll,65.05,925,1422,-0.26
96,0,06004,Stephen Ames,65.04,960,1476,-0.25
97,0,12826,Paul Claxton,65.01,667,1026,-0.22
98,0,12705,Cliff Kresge,65.00,936,1440,-0.22
99,0,23125,Brad Elder,64.94,713,1098,-0.23
100,0,20634,Peter Lonard,64.90,1028,1584,-0.23
101,0,01142,Bart Bryant,64.88,946,1458,-0.21
102,0,21461,Kenneth Ferrie,64.84,747,1152,-0.23
103,0,10585,Scott McCarron,64.81,735,1134,-0.24
104,0,20104,Ken Duke,64.80,1353,2088,-0.28
104,0,22548,Patrick Sheehan,64.80,1353,2088,-0.24
106,0,01706,Davis Love III,64.74,909,1404,-0.24
107,0,24912,Will MacKenzie,64.70,722,1116,-0.23
108,0,22806,Doug LaBelle II,64.66,675,1044,-0.22
109,0,07457,Steve Flesch,64.62,1105,1710,-0.24
109,0,10423,Mike Weir,64.62,1012,1566,-0.26
111,0,27770,Camilo Villegas,64.60,907,1404,-0.29
112,0,07749,Brett Quigley,64.53,906,1404,-0.25
113,0,24140,Sean O'Hair,64.47,940,1458,-0.23
114,0,01161,Mark Calcavecchia,64.39,765,1188,-0.22
114,0,01577,Lee Janzen,64.39,962,1494,-0.23
116,0,22348,Nick O'Hern,64.38,927,1440,-0.25
117,0,08931,Glen Day,64.37,672,1044,-0.23
118,0,28475,Jeff Overton,64.14,1143,1782,-0.26
119,0,21949,Joe Ogilvie,64.12,1108,1728,-0.27
120,0,01941,Tom Pernice Jr.,64.10,1200,1872,-0.26
121,0,20433,Mark Hensby,64.08,819,1278,-0.26
122,0,10505,Shane Bertsch,64.06,1107,1728,-0.26
123,0,27561,Nick Flanagan,63.99,979,1530,-0.23
124,0,11032,Frank Lickliter II,63.97,1232,1926,-0.27
125,0,23497,Tag Ridings,63.95,1013,1584,-0.26
126,0,23108,Matt Kuchar,63.89,943,1476,-0.23
127,0,06527,Steve Stricker,63.81,827,1296,-0.25
128,0,24502,Adam Scott,63.72,562,882,-0.25
129,0,19846,Brian Gay,63.71,1078,1692,-0.28
129,0,30925,Dustin Johnson,63.71,1055,1656,-0.27
131,0,23135,Tim Clark,63.61,1019,1602,-0.26
131,0,20572,Rod Pampling,63.61,916,1440,-0.25
133,0,25396,Kevin Na,63.57,1110,1746,-0.27
134,0,25345,Carl Pettersson,63.54,1258,1980,-0.26
135,0,01024,Billy Andrade,63.52,766,1206,-0.19
136,0,22913,John Rollins,63.48,1074,1692,-0.23
137,0,22621,Ben Curtis,63.45,868,1368,-0.24
137,0,26668,Marc Turnesa,63.45,948,1494,-0.27
139,0,12309,Bob Sowards,63.43,628,990,-0.23
140,0,08075,Jerry Kelly,63.36,958,1512,-0.22
140,0,27649,Brandt Snedeker,63.36,958,1512,-0.25
142,0,06251,Chris DiMarco,63.35,992,1566,-0.23
143,0,26695,Michael Letzig,63.29,957,1512,-0.28
144,0,01948,Tim Petrovic,63.17,1012,1602,-0.25
145,0,28780,Nicholas Thompson,63.14,1216,1926,-0.25
146,0,20472,Alex Cejka,63.12,784,1242,-0.22
147,0,25632,Jimmy Walker,63.08,738,1170,-0.25
148,0,22378,Trevor Immelman,63.07,772,1224,-0.21
149,0,24925,Jonathan Byrd,63.01,964,1530,-0.26
150,0,01473,Todd Hamilton,62.98,1043,1656,-0.23
151,0,06643,Paul Goydos,62.96,884,1404,-0.22
152,0,27141,J.B. Holmes,62.94,963,1530,-0.26
153,0,20443,Jin Park,62.84,871,1386,-0.22
154,0,20378,Mathias Grönberg,62.78,938,1494,-0.25
155,0,23540,Jason Allred,62.67,643,1026,-0.23
156,0,20848,Ángel Cabrera,62.64,575,918,-0.24
157,0,01797,Rocco Mediate,62.58,980,1566,-0.23
158,0,07547,Craig Kanada,62.52,664,1062,-0.26
159,0,24449,Parker McLachlin,62.50,945,1512,-0.27
160,0,22582,Kyle Thompson,62.41,719,1152,-0.21
161,0,26500,Alejandro Cañizares,62.37,494,792,-0.26
161,0,27613,David Lutterus,62.37,595,954,-0.19
163,0,12782,Tim Herron,62.25,1042,1674,-0.25
164,0,26300,Matt Jones,62.15,1018,1638,-0.26
165,0,01677,Tom Lehman,62.13,548,882,-0.20
166,0,22371,Aaron Baddeley,62.02,815,1314,-0.29
166,0,20382,Stephen Leaney,62.02,547,882,-0.19
168,0,20098,Stuart Appleby,61.90,936,1512,-0.26
169,0,22046,Geoff Ogilvy,61.89,713,1152,-0.24
169,0,20127,Chris Riley,61.89,479,774,-0.24
171,0,21731,Freddie Jacobson,61.82,868,1404,-0.26
172,0,25190,Jeff Quinney,61.81,968,1566,-0.27
173,0,26596,Ryan Moore,61.73,800,1296,-0.27
174,0,26951,Johnson Wagner,61.60,887,1440,-0.24
175,0,23797,Brett Rumford,61.52,753,1224,-0.25
176,0,21350,Ryuji Imada,61.39,884,1440,-0.27
177,0,25594,Travis Perkins,61.35,519,846,-0.19
178,0,06522,Ernie Els,61.33,552,900,-0.23
179,0,26631,Cody Freeman,61.29,684,1116,-0.23
180,0,23048,Eric Axley,61.16,1200,1962,-0.27
181,0,08537,J.P. Hayes,61.03,736,1206,-0.21
182,0,06034,Marco Dawson,60.91,614,1008,-0.26
183,0,25720,Chad Collins,60.86,723,1188,-0.27
184,0,12660,Jesper Parnevik,60.85,920,1512,-0.26
185,0,27060,John Mallinger,60.82,1040,1710,-0.27
186,0,20766,Padraig Harrington,60.67,546,900,-0.29
187,0,12680,Shigeki Maruyama,60.00,486,810,-0.20
188,0,23718,Nathan Green,59.82,1023,1710,-0.29
189,0,20850,Daniel Chopra,59.77,893,1494,-0.31
190,0,24138,Ian Poulter,59.75,527,882,-0.23
191,0,06012,Greg Kraft,59.49,589,990,-0.24
192,0,20157,Retief Goosen,59.39,620,1044,-0.24
193,0,01707,Steve Lowery,59.38,791,1332,-0.25
194,0,25562,Andres Romero,58.79,709,1206,-0.26
195,0,23157,Richard Johnson,58.44,789,1350,-0.25
196,0,01928,Corey Pavin,57.95,678,1170,-0.26
197,0,09011,David Duval,57.84,531,918,-0.21
