RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
1,0,25493,Nick Taylor,6,4,2
2,0,49960,Sepp Straka,11,7,4
3,0,32139,Danny Willett,15,3,12
4,2,29221,Webb Simpson,17,11,6
5,-1,33449,Zack Sucher,18,8,10
6,-1,39324,J.J. Spaun,20,6,14
7,0,30925,Dustin Johnson,27,13,14
8,1,35891,Cameron Smith,28,26,2
9,-1,35461,Beau Hossler,31,12,19
10,0,33410,Andrew Landry,32,27,5
10,0,28237,Rory McIlroy,32,2,30
12,0,29268,Bronson Burgoon,37,9,28
13,0,46435,Austin Cook,38,21,17
13,1,37189,Harold Varner III,38,37,1
15,-1,23623,Bo Van Pelt,39,22,17
16,0,30911,Tommy Fleetwood,43,1,42
17,1,35449,Adam Long,48,9,39
18,-1,33948,Byeong Hun An,50,15,35
19,0,32448,James Hahn,52,14,38
20,0,26329,Louis Oosthuizen,53,39,14
21,3,33141,Keegan Bradley,57,4,53
21,1,35450,Patrick Cantlay,57,48,9
21,0,34563,Chesson Hadley,57,33,24
24,-2,27974,Sung Kang,58,38,20
25,1,30944,Jason Kokrak,64,16,48
26,1,26758,David Hearn,68,48,20
26,2,28775,Nate Lashley,68,60,8
28,0,47128,Richy Werenski,69,45,24
29,1,26476,Chez Reavie,70,57,13
30,1,28307,Matt Every,72,16,56
31,1,33399,Adam Hadwin,74,29,45
32,0,28679,Fabián Gómez,76,66,10
32,2,34046,Jordan Spieth,76,34,42
34,1,52375,Doug Ghim,77,32,45
35,1,33120,Mark Anderson,82,45,37
36,1,49964,Aaron Wise,83,22,61
37,2,48887,Matt Wallace,84,20,64
38,8,46717,Viktor Hovland,91,31,60
38,2,46441,Robby Shelton,91,59,32
40,3,27649,Brandt Snedeker,92,48,44
41,4,23108,Matt Kuchar,93,52,41
41,0,25349,Tim Wilkinson,93,66,27
43,-1,26499,Rafa Cabrera Bello,94,66,28
44,-1,27644,Brian Harman,95,71,24
45,2,27330,Josh Teater,97,22,75
46,-8,32839,Hideki Matsuyama,99,43,56
47,1,34098,Russell Henley,102,82,20
47,4,23320,Ryan Palmer,102,53,49
47,1,46970,Jon Rahm,102,27,75
50,-2,25364,Paul Casey,103,71,32
50,2,29926,Danny Lee,103,29,74
52,3,32640,Troy Merritt,108,41,67
53,3,29970,Dylan Frittelli,113,41,72
54,2,32102,Rickie Fowler,115,19,96
54,0,50525,Collin Morikawa,115,45,70
56,2,56278,Matthew Wolff,117,34,83
57,7,47959,Bryson DeChambeau,124,22,102
58,2,25818,Scott Piercy,126,96,30
59,3,35230,Nelson Ledesma,127,34,93
60,1,45157,Cam Davis,128,18,110
60,3,31420,Anirban Lahiri,128,77,51
62,2,31560,Brian Stuard,129,106,23
63,3,29535,Brice Garnett,130,77,53
64,3,33448,Justin Thomas,131,56,75
65,-6,34363,Tyrrell Hatton,133,58,75
66,2,27936,Martin Laird,144,77,67
67,1,19846,Brian Gay,146,85,61
68,0,32791,K.H. Lee,147,88,59
69,3,29908,C.T. Pan,151,98,53
70,3,34076,Joel Dahmen,154,103,51
71,3,49766,Hank Lebioda,155,74,81
72,3,23325,Vaughn Taylor,162,66,96
73,8,31646,Emiliano Grillo,164,81,83
73,3,24502,Adam Scott,164,132,32
75,2,47504,Sam Burns,165,64,101
75,2,10809,Jim Furyk,165,159,6
77,4,34021,Bud Cauley,166,99,67
77,2,45609,Tyler Duncan,166,103,63
77,2,25632,Jimmy Walker,166,44,122
80,4,34099,Harris English,167,84,83
81,-10,29420,Billy Horschel,168,85,83
82,1,22056,Cameron Percy,169,99,70
83,2,34255,Joseph Bramlett,173,60,113
84,2,22405,Justin Rose,175,53,122
85,2,33486,Roger Sloan,176,40,136
86,3,23621,Rory Sabbatini,177,96,81
87,2,49771,J.T. Poston,178,74,104
87,5,32150,Michael Thompson,178,66,112
87,0,35617,Martin Trainer,178,51,127
90,2,24024,Zach Johnson,179,90,89
91,-2,45526,Abraham Ancer,181,132,49
92,5,21407,Arjun Atwal,182,99,83
92,4,27963,Chris Stroud,182,64,118
94,-2,35506,Mackenzie Hughes,185,60,125
