RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
94,4,32757,Patton Kizzire,185,53,132
96,4,19803,Ryan Armour,188,153,35
96,-1,30927,Brendon Todd,188,143,45
96,5,23788,D.J. Trahan,188,113,75
99,3,30110,Kyle Stanley,193,137,56
100,3,39997,Corey Conners,194,105,89
101,5,01810,Phil Mickelson,197,60,137
102,5,39953,Chase Seiffert,198,109,89
103,1,33204,Shane Lowry,199,93,106
104,4,33490,Bo Hoag,202,130,72
105,6,40058,Zac Blair,203,139,64
105,3,27214,Kevin Streelman,203,77,126
107,-3,48081,Xander Schauffele,204,111,93
107,3,48119,Ben Taylor,204,74,130
109,3,37455,Si Woo Kim,205,139,66
110,3,21961,Charles Howell III,207,109,98
111,3,40042,Tyler McCumber,211,93,118
112,2,34314,Sebastian Cappelen,212,85,127
112,4,47993,Denny McCarthy,212,106,106
114,3,33667,Carlos Ortiz,213,124,89
114,6,46046,Scottie Scheffler,213,113,100
116,2,12716,Charley Hoffman,215,122,93
117,2,26596,Ryan Moore,221,182,39
118,4,35732,Wes Roach,224,111,113
119,2,24924,Bill Haas,225,71,154
120,3,28089,Jason Day,227,90,137
121,4,35532,Tom Hoge,229,116,113
121,3,36871,Matthew NeSmith,229,88,141
123,3,33122,Russell Knox,231,125,106
124,3,29518,Brendan Steele,232,90,142
125,6,34431,Robert Streb,241,132,109
126,5,34466,Peter Malnati,242,95,147
126,7,34213,Grayson Murray,242,120,122
128,7,29479,Scott Brown,247,127,120
129,5,51766,Wyndham Clark,248,102,146
129,6,49298,Kramer Hickok,248,135,113
131,-1,29478,Kevin Kisner,249,128,121
132,5,25686,Jason Dufner,250,147,103
132,6,25900,Lucas Glover,250,162,88
132,-3,39971,Sungjae Im,250,106,144
135,4,40098,Matt Fitzpatrick,253,143,110
135,5,36689,Brooks Koepka,253,82,171
137,4,25572,Graeme McDowell,256,143,113
138,3,26851,Marc Leishman,258,178,80
139,4,27556,Ted Potter Jr.,260,116,144
140,4,33404,Chris Baker,261,113,148
141,4,32366,Kevin Chappell,262,120,142
142,4,33597,Harry Higgs,266,116,150
143,4,30163,Henrik Norlander,267,135,132
144,4,53165,Doc Redman,276,125,151
145,5,40026,Daniel Berger,278,174,104
146,3,46442,Maverick McNealy,282,184,98
147,4,33413,Ben Martin,284,155,129
148,4,39977,Max Homa,288,123,165
149,4,27095,Nick Watney,290,128,162
150,3,26300,Matt Jones,291,142,149
150,3,39546,Keith Mitchell,291,139,152
152,4,28420,Ryan Brehm,298,116,182
153,5,40009,Dominic Bozzelli,302,138,164
153,4,36699,Patrick Rodgers,302,149,153
155,4,35658,Kris Ventura,308,131,177
156,6,30692,Scott Stallings,309,150,159
157,3,22371,Aaron Baddeley,310,155,155
158,2,24138,Ian Poulter,313,182,131
159,4,35310,Lanto Griffin,317,185,132
160,3,29974,Branden Grace,318,181,137
161,5,48045,Michael Gellerman,319,154,165
162,3,27554,Scott Harrington,321,146,175
163,5,32618,Rhein Gibson,322,151,171
163,8,28252,Seamus Power,322,187,135
163,4,32254,Xinjun Zhang,322,167,155
166,3,25804,Bubba Watson,323,165,158
167,2,21209,Sergio Garcia,324,162,162
168,4,27942,Rob Oppenheim,328,191,137
169,11,29725,Tony Finau,332,159,173
170,2,36801,Mark Hubbard,333,178,155
171,8,46402,Talor Gooch,336,168,168
171,6,24361,Pat Perez,336,148,188
171,6,27064,Jhonattan Vegas,336,171,165
171,4,51894,Vince Whaley,336,161,175
171,5,31323,Gary Woodland,336,158,178
176,-2,48822,Sebastián Muñoz,339,170,169
177,3,20229,Stewart Cink,341,162,179
178,5,56762,Will Gordon,342,155,187
179,6,27349,Alex Noren,343,151,192
180,4,25396,Kevin Na,345,172,173
181,5,31557,Jim Herman,346,186,160
182,6,45486,Joaquin Niemann,350,190,160
182,4,33419,Cameron Tringale,350,165,185
184,5,37275,Sam Ryder,352,168,184
185,-3,52372,Cameron Champ,357,187,170
186,4,32333,Kevin Tway,358,178,180
187,4,27129,Luke List,359,173,186
188,4,32662,Michael Gligic,365,175,190
188,4,46550,Brandon Hagy,365,176,189
190,4,29484,Peter Uihlein,368,177,191
191,5,47347,Adam Schenk,370,187,183
192,5,34360,Patrick Reed,372,192,180
193,8,34256,Andrew Putnam,386,193,193
