RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
1,0,32448,James Hahn,13.91,2378.09,171
2,0,35449,Adam Long,13.90,3599.32,259
3,0,29926,Danny Lee,13.29,2843.24,214
4,0,23325,Vaughn Taylor,13.13,3899.95,297
5,0,30944,Jason Kokrak,12.82,5152.82,402
6,0,46435,Austin Cook,12.71,4816.86,379
7,0,28237,Rory McIlroy,12.65,2631.96,208
8,0,33141,Keegan Bradley,12.62,2283.85,181
9,0,39324,J.J. Spaun,12.56,2034.93,162
10,0,27974,Sung Kang,12.55,2472.54,197
11,0,52375,Doug Ghim,12.54,1166.31,93
12,0,32139,Danny Willett,12.53,1478.28,118
13,0,26758,David Hearn,12.51,1700.83,136
14,0,25632,Jimmy Walker,12.38,3454.16,279
15,0,32366,Kevin Chappell,12.33,1664.10,135
16,0,47959,Bryson DeChambeau,12.32,4422.86,359
17,0,37189,Harold Varner III,12.28,5488.79,447
18,0,26476,Chez Reavie,12.19,5606.19,460
19,0,49964,Aaron Wise,12.15,1372.42,113
20,0,35732,Wes Roach,12.10,1633.37,135
21,0,33948,Byeong Hun An,12.08,6206.95,514
22,0,32640,Troy Merritt,12.05,5361.58,445
23,0,25493,Nick Taylor,12.03,4282.28,356
24,2,46717,Viktor Hovland,12.01,7015.74,584
25,5,50525,Collin Morikawa,11.97,2980.47,249
26,-2,22056,Cameron Percy,11.96,2571.81,215
26,-2,25349,Tim Wilkinson,11.96,2882.84,241
28,-1,24024,Zach Johnson,11.90,4344.06,365
29,-1,27644,Brian Harman,11.89,7133.44,600
30,0,29268,Bronson Burgoon,11.86,3202.99,270
30,0,01810,Phil Mickelson,11.86,1541.18,130
32,-4,29420,Billy Horschel,11.82,2824.22,239
32,9,29221,Webb Simpson,11.82,4619.88,391
34,-1,48887,Matt Wallace,11.78,4135.30,351
35,-1,30911,Tommy Fleetwood,11.77,1388.41,118
35,-1,19846,Brian Gay,11.77,2496.27,212
35,-1,23623,Bo Van Pelt,11.77,3119.43,265
38,-1,24361,Pat Perez,11.76,3585.33,305
38,-1,22405,Justin Rose,11.76,3422.16,291
40,-1,34021,Bud Cauley,11.71,5152.62,440
40,-1,49960,Sepp Straka,11.71,2436.60,208
42,1,30927,Brendon Todd,11.59,5622.02,485
43,-1,29535,Brice Garnett,11.58,1841.81,159
44,1,33120,Mark Anderson,11.55,1247.39,108
45,1,28775,Nate Lashley,11.54,3463.42,300
45,1,27649,Brandt Snedeker,11.54,4766.51,413
47,-3,34363,Tyrrell Hatton,11.53,1741.08,151
48,0,35461,Beau Hossler,11.50,4243.19,369
49,0,24924,Bill Haas,11.48,1343.03,117
49,0,33449,Zack Sucher,11.48,2031.69,177
51,3,46970,Jon Rahm,11.46,2463.78,215
52,-1,21407,Arjun Atwal,11.45,973.45,85
53,-1,25818,Scott Piercy,11.44,4540.63,397
54,-1,46441,Robby Shelton,11.40,2496.55,219
55,0,35891,Cameron Smith,11.36,4736.88,417
56,0,40058,Zac Blair,11.35,4652.73,410
57,0,27330,Josh Teater,11.34,2405.11,212
58,0,35230,Nelson Ledesma,11.33,951.35,84
59,0,31560,Brian Stuard,11.32,5638.73,498
60,0,51766,Wyndham Clark,11.31,1831.63,162
60,0,33410,Andrew Landry,11.31,5192.78,459
62,0,35506,Mackenzie Hughes,11.29,2857.15,253
63,1,32150,Michael Thompson,11.27,2592.25,230
