RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,39997,Corey Conners,3088.7,568313,184
2,0,29484,Peter Uihlein,2994.6,443201,148
3,0,27349,Alex Noren,2981.2,974841,327
4,0,36801,Mark Hubbard,2943.6,1215724,413
5,1,22371,Aaron Baddeley,2929.4,454056,155
6,1,33486,Roger Sloan,2920.1,864351,296
7,1,33413,Ben Martin,2918.6,332723,114
8,1,39977,Max Homa,2891.6,595662,206
9,2,32618,Rhein Gibson,2877.9,299305,104
10,2,47347,Adam Schenk,2871.4,493884,172
11,2,48045,Michael Gellerman,2865.9,232135,81
12,2,29970,Dylan Frittelli,2858.6,626026,219
13,2,34431,Robert Streb,2852.8,524922,184
14,2,24361,Pat Perez,2841.1,772766,272
15,2,35230,Nelson Ledesma,2826.8,220490,78
16,2,21209,Sergio Garcia,2817.9,276151,98
17,2,32640,Troy Merritt,2816.6,1149186,408
18,3,34360,Patrick Reed,2813.9,621875,221
19,1,33399,Adam Hadwin,2811.7,1313057,467
20,2,33404,Chris Baker,2799.5,344338,123
21,2,34099,Harris English,2794.5,681852,244
22,2,37275,Sam Ryder,2788.2,493505,177
23,2,32102,Rickie Fowler,2787.6,883685,317
24,4,39971,Sungjae Im,2785.0,1679355,603
25,2,27554,Scott Harrington,2778.6,441790,159
26,3,25396,Kevin Na,2774.4,923869,333
27,3,52372,Cameron Champ,2772.7,438081,158
28,3,26300,Matt Jones,2757.7,1276811,463
29,3,51894,Vince Whaley,2757.4,377770,137
30,3,25804,Bubba Watson,2745.4,1172293,427
31,3,35658,Kris Ventura,2738.5,347791,127
32,3,27095,Nick Watney,2736.6,325656,119
33,3,34466,Peter Malnati,2734.1,926852,339
34,3,56762,Will Gordon,2723.9,185223,68
35,3,24502,Adam Scott,2719.1,290941,107
36,3,33667,Carlos Ortiz,2713.3,1031045,380
37,4,29974,Branden Grace,2708.2,696010,257
38,4,32333,Kevin Tway,2703.6,486649,180
39,4,20229,Stewart Cink,2703.5,451487,167
