RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,210.4,43761.8,208
2,0,47959,Bryson DeChambeau,207.4,74464.8,359
3,0,28420,Ryan Brehm,203.4,35805.2,176
3,0,56762,Will Gordon,203.4,14645.5,72
5,0,56278,Matthew Wolff,201.9,45632.7,226
6,0,30925,Dustin Johnson,200.1,30616.1,153
7,0,27554,Scott Harrington,198.2,33692.3,170
8,0,29484,Peter Uihlein,198.1,32889.3,166
9,0,46550,Brandon Hagy,197.8,25510.9,129
10,0,36689,Brooks Koepka,197.5,26068.8,132
11,2,28237,Rory McIlroy,197.4,41058.2,208
12,-1,40042,Tyler McCumber,197.2,34509.2,175
12,2,46970,Jon Rahm,197.2,42403.8,215
14,-2,45157,Cam Davis,197.0,29753.9,151
15,0,25804,Bubba Watson,196.4,97394.7,496
16,0,27129,Luke List,196.1,38435.8,196
17,0,47504,Sam Burns,195.7,81797.7,418
18,0,39977,Max Homa,195.2,41193.1,211
18,0,34213,Grayson Murray,195.2,40205.1,206
20,0,31323,Gary Woodland,194.9,29820.7,153
21,1,29725,Tony Finau,194.7,42446.6,218
21,0,35617,Martin Trainer,194.7,23553.3,121
23,0,35658,Kris Ventura,193.9,26760.3,138
24,0,27064,Jhonattan Vegas,193.7,41646.3,215
25,0,21209,Sergio Garcia,193.4,21467.7,111
26,0,30911,Tommy Fleetwood,193.2,22798.4,118
27,0,30944,Jason Kokrak,192.9,77541.6,402
28,0,36699,Patrick Rodgers,192.6,51036.4,265
28,0,47347,Adam Schenk,192.6,36589.4,190
30,0,27095,Nick Watney,192.5,25214.6,131
31,1,51766,Wyndham Clark,192.2,31136.3,162
32,1,33419,Cameron Tringale,192.0,43202.3,225
33,1,32333,Kevin Tway,191.9,40488.5,211
34,1,32662,Michael Gligic,191.8,26658.5,139
35,1,33141,Keegan Bradley,191.6,34678.0,181
35,1,27349,Alex Noren,191.6,70309.2,367
37,3,35310,Lanto Griffin,191.4,61620.3,322
38,0,39546,Keith Mitchell,191.1,30760.5,161
39,0,24502,Adam Scott,190.9,22723.0,119
40,0,28089,Jason Day,190.8,27289.8,143
40,0,29518,Brendan Steele,190.8,64503.3,338
42,1,37275,Sam Ryder,190.7,38718.1,203
42,2,48081,Xander Schauffele,190.7,44248.7,232
44,1,33448,Justin Thomas,190.3,32929.2,173
45,1,01810,Phil Mickelson,190.2,24725.0,130
46,1,32839,Hideki Matsuyama,190.1,46566.8,245
47,1,39997,Corey Conners,189.7,38879.9,205
48,1,25364,Paul Casey,189.6,30331.8,160
48,6,34099,Harris English,189.6,49101.7,259
50,1,32102,Rickie Fowler,189.5,62157.1,328
50,1,51894,Vince Whaley,189.5,28418.8,150
52,1,48887,Matt Wallace,189.3,66437.9,351
53,1,35461,Beau Hossler,189.2,69830.5,369
54,4,46046,Scottie Scheffler,189.0,50657.5,268
55,1,33667,Carlos Ortiz,188.9,84074.6,445
56,1,35450,Patrick Cantlay,188.7,66599.7,353
57,1,34314,Sebastian Cappelen,188.5,24877.8,132
57,1,29970,Dylan Frittelli,188.5,44667.3,237
57,1,33597,Harry Higgs,188.5,50698.9,269
57,1,21961,Charles Howell III,188.5,67873.3,360
57,8,39971,Sungjae Im,188.5,123497.4,655
57,1,48822,Sebastián Muñoz,188.5,71069.8,377
63,3,22405,Justin Rose,188.0,54721.4,291
63,3,33486,Roger Sloan,188.0,58294.9,310
65,5,35506,Mackenzie Hughes,187.8,47520.0,253
66,2,46402,Talor Gooch,187.6,40905.9,218
67,2,33948,Byeong Hun An,187.4,96321.5,514
68,2,27936,Martin Laird,187.3,19109.2,102
69,3,27974,Sung Kang,187.1,36854.5,197
70,3,33204,Shane Lowry,187.0,56654.3,303
71,3,35230,Nelson Ledesma,186.6,15678.2,84
72,3,31646,Emiliano Grillo,186.5,31139.4,167
72,3,26300,Matt Jones,186.5,96972.8,520
74,3,53165,Doc Redman,186.4,47351.4,254
75,3,36871,Matt NeSmith,186.3,31674.4,170
76,14,34363,Tyrrell Hatton,186.2,28116.4,151
76,3,32139,Danny Willett,186.2,21966.1,118
78,2,23320,Ryan Palmer,186.1,40939.0,220
79,1,34046,Jordan Spieth,186.0,76820.8,413
80,2,34255,Joseph Bramlett,185.8,18762.4,101
80,2,20229,Stewart Cink,185.8,33824.2,182
80,2,32618,Rhein Gibson,185.8,20255.6,109
83,2,29926,Danny Lee,185.7,39746.8,214
84,2,49964,Aaron Wise,185.6,20971.2,113
85,2,33399,Adam Hadwin,185.5,90720.8,489
85,2,32757,Patton Kizzire,185.5,27831.1,150
87,8,45486,Joaquin Niemann,185.4,38192.0,206
87,2,24361,Pat Perez,185.4,56533.3,305
89,1,48045,Michael Gellerman,185.2,17408.1,94
90,2,33449,Zack Sucher,185.1,32765.9,177
90,2,32254,Xinjun Zhang,185.1,41086.9,222
92,2,49771,J.T. Poston,185.0,87513.9,473
93,3,27330,Josh Teater,184.4,39090.9,212
94,3,32366,Kevin Chappell,184.2,24866.2,135
94,6,50525,Collin Morikawa,184.2,45861.9,249
94,6,34360,Patrick Reed,184.2,44751.1,243
94,3,25632,Jimmy Walker,184.2,51385.1,279
98,1,24924,Bill Haas,184.1,21534.7,117
99,5,46717,Viktor Hovland,184.0,107455.6,584
99,1,49960,Sepp Straka,184.0,38277.6,208
101,11,26851,Marc Leishman,183.9,27040.5,147
102,7,29221,Webb Simpson,183.7,71807.3,391
102,1,48119,Ben Taylor,183.7,16900.3,92
104,1,27214,Kevin Streelman,183.5,85880.7,468
105,1,33122,Russell Knox,183.4,33556.0,183
106,1,39324,J.J. Spaun,183.3,29702.3,162
107,1,34431,Robert Streb,183.2,35182.3,192
108,1,26329,Louis Oosthuizen,183.1,67000.0,366
109,2,34563,Chesson Hadley,183.0,25616.8,140
110,2,32448,James Hahn,182.9,31271.0,171
111,3,32640,Troy Merritt,182.8,81329.5,445
112,3,49766,Hank Lebioda,182.2,25875.3,142
113,3,29420,Billy Horschel,181.7,43426.2,239
113,4,32791,K.H. Lee,181.7,38881.5,214
115,3,30692,Scott Stallings,181.5,27949.2,154
116,9,40026,Daniel Berger,181.4,80740.0,445
116,3,34466,Peter Malnati,181.4,70395.7,388
116,3,25493,Nick Taylor,181.4,64579.4,356
119,2,37189,Harold Varner III,181.3,81035.3,447
120,2,12716,Charley Hoffman,181.1,72986.0,403
120,2,30163,Henrik Norlander,181.1,31684.4,175
120,7,35891,Cameron Smith,181.1,75527.1,417
123,1,40009,Dominic Bozzelli,181.0,26611.5,147
124,1,29268,Bronson Burgoon,180.9,48856.3,270
125,3,33404,Chris Baker,180.7,23123.6,128
125,3,27556,Ted Potter Jr.,180.7,24933.4,138
