RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
1,0,29221,Webb Simpson,24.26,428,1764,8
2,0,06527,Steve Stricker,24.24,301,1242,78
3,0,30925,Dustin Johnson,23.94,306,1278,27
4,0,23983,Luke Donald,23.80,287,1206,41
5,0,32102,Rickie Fowler,23.53,343,1458,120
6,0,27095,Nick Watney,23.45,325,1386,54
7,0,27141,J.B. Holmes,23.27,222,954,63
8,0,24781,Hunter Mahan,23.16,371,1602,22
9,0,22371,Aaron Baddeley,23.09,320,1386,97
10,0,30110,Kyle Stanley,23.07,407,1764,30
11,0,12716,Charley Hoffman,22.83,378,1656,57
12,0,25804,Bubba Watson,22.78,324,1422,9
13,0,28089,Jason Day,22.75,299,1314,110
14,0,25562,Andres Romero,22.73,315,1386,146
15,0,31323,Gary Woodland,22.58,378,1674,12
16,0,02206,David Toms,22.44,315,1404,6
17,0,23108,Matt Kuchar,22.22,352,1584,50
18,0,27936,Martin Laird,22.08,302,1368,61
19,0,24358,Robert Garrigus,22.02,329,1494,72
20,0,01810,Phil Mickelson,22.01,305,1386,51
21,0,25274,Steven Bowditch,21.96,340,1548,141
22,0,11123,Chris Couch,21.92,288,1314,109
23,0,20848,Ángel Cabrera,21.78,196,900,137
24,0,25396,Kevin Na,21.76,329,1512,180
25,0,24502,Adam Scott,21.75,231,1062,32
26,0,27649,Brandt Snedeker,21.70,332,1530,113
27,0,27064,Jhonattan Vegas,21.69,328,1512,44
28,0,30926,Chris Kirk,21.52,337,1566,58
29,0,28158,Steve Marino,21.49,294,1368,88
30,0,26476,Chez Reavie,21.44,355,1656,26
31,0,23638,Brendon de Jonge,21.43,405,1890,65
32,0,24361,Pat Perez,21.42,293,1368,100
33,0,25345,Carl Pettersson,21.40,366,1710,89
34,0,22046,Geoff Ogilvy,21.38,254,1188,157
34,0,26289,Boo Weekley,21.38,254,1188,1
36,0,30750,Tommy Gainey,21.37,400,1872,48
36,0,25818,Scott Piercy,21.37,300,1404,85
38,0,06573,Brandt Jobe,21.28,383,1800,14
38,0,20645,John Senden,21.28,360,1692,5
40,0,21731,Freddie Jacobson,21.20,351,1656,143
41,0,24924,Bill Haas,21.14,350,1656,11
42,0,33141,Keegan Bradley,21.12,346,1638,83
43,0,23621,Rory Sabbatini,21.11,323,1530,85
44,0,26679,Kevin Stadler,21.09,334,1584,33
45,0,22405,Justin Rose,21.07,292,1386,10
46,0,06567,Vijay Singh,21.03,299,1422,63
47,0,29910,Blake Adams,21.02,439,2088,97
47,0,25900,Lucas Glover,21.02,280,1332,82
49,0,21753,Brian Davis,21.01,397,1890,40
50,0,23800,Bryce Molder,21.00,310,1476,108
51,0,01577,Lee Janzen,20.88,233,1116,153
52,0,25240,D.A. Points,20.85,334,1602,110
53,0,25686,Jason Dufner,20.80,292,1404,52
54,0,22913,John Rollins,20.78,318,1530,16
54,0,27330,Josh Teater,20.78,389,1872,53
56,0,23548,Bill Lunde,20.77,344,1656,13
56,0,24490,George McNeill,20.77,258,1242,132
58,0,20157,Retief Goosen,20.75,183,882,125
59,0,24604,Hunter Haas,20.72,358,1728,71
60,0,25572,Graeme McDowell,20.69,175,846,75
60,0,28620,Aron Price,20.69,216,1044,46
62,0,27933,John Merrick,20.66,264,1278,24
63,0,33413,Ben Martin,20.65,275,1332,117
64,0,27120,Troy Matteson,20.63,338,1638,92
65,0,23623,Bo Van Pelt,20.62,334,1620,34
66,0,20229,Stewart Cink,20.56,259,1260,128
67,0,20160,Charlie Wi,20.55,307,1494,140
68,0,26331,Charl Schwartzel,20.54,207,1008,79
