RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,08793,Tiger Woods,206
2,0,06567,Vijay Singh,210
3,0,01553,John Huston,264
4,0,10885,Robert Allenby,293
4,0,01706,Davis Love III,293
6,0,10809,Jim Furyk,327
7,0,08375,Paul Stankowski,364
8,0,12510,Chad Campbell,377
9,0,01945,Kenny Perry,400
10,0,08075,Jerry Kelly,402
11,0,02239,Scott Verplank,406
12,0,06251,Chris DiMarco,408
13,0,01388,Robert Gamez,419
14,0,10423,Mike Weir,423
15,0,06522,Ernie Els,426
16,0,20098,Stuart Appleby,439
17,0,01810,Phil Mickelson,441
18,0,20572,Rod Pampling,446
19,0,20498,Briny Baird,451
19,0,12782,Tim Herron,451
21,0,01948,Tim Petrovic,456
22,0,20663,Brenden Pappas,476
23,0,02214,Kirk Triplett,482
24,0,10860,Justin Leonard,498
25,0,20157,Retief Goosen,502
26,0,06004,Stephen Ames,504
27,0,02206,David Toms,506
28,0,19824,Craig Barlow,521
29,0,19825,Darren Clarke,524
30,0,20229,Stewart Cink,530
31,0,01938,David Peoples,532
32,0,07457,Steve Flesch,535
33,0,08337,Mike Heinen,536
33,0,22046,Geoff Ogilvy,536
35,0,02246,Duffy Waldorf,538
36,0,06595,Kevin Sutherland,539
37,0,20645,John Senden,545
38,0,01619,Skip Kendall,550
39,0,12652,Cameron Beckman,560
39,0,06643,Paul Goydos,560
41,0,01677,Tom Lehman,571
42,0,21961,Charles Howell III,573
43,0,07867,Woody Austin,589
44,0,20548,Hidemichi Tanaka,595
45,0,02104,Jeff Sluman,599
46,0,01320,Bob Estes,600
47,0,23552,Hank Kuehne,604
48,0,20095,Carl Paulson,610
49,0,01457,Jay Haas,613
50,0,01361,Dan Forsman,618
51,0,12645,Brent Geiberger,622
52,0,01161,Mark Calcavecchia,625
53,0,23338,David Gossett,627
54,0,01941,Tom Pernice Jr.,628
54,0,22548,Patrick Sheehan,628
56,0,21805,Harrison Frazar,629
57,0,01723,Andrew Magee,631
58,0,08931,Glen Day,635
59,0,22371,Aaron Baddeley,648
59,0,01226,Fred Couples,648
61,0,20628,Arron Oberholser,654
62,0,01035,Tommy Armour III,658
63,0,02223,Bob Tway,659
64,0,10733,Kent Jones,660
64,0,02170,Hal Sutton,660
66,0,20472,Alex Cejka,664
67,0,01797,Rocco Mediate,669
68,0,02002,John Riegger,670
69,0,10107,Deane Pappas,672
70,0,20436,Garrett Willis,674
71,0,01577,Lee Janzen,675
72,0,01381,Fred Funk,676
72,0,10585,Scott McCarron,676
74,0,12823,Carlos Franco,679
75,0,01569,Peter Jacobsen,681
76,0,24925,Jonathan Byrd,691
77,0,22295,Darron Stiles,705
78,0,23983,Luke Donald,710
79,0,06621,Joe Durant,714
80,0,01685,J.L. Lewis,716
81,0,08123,Jeff Brehaut,721
81,0,01968,Nick Price,721
83,0,01378,David Frost,725
84,0,25345,Carl Pettersson,728
85,0,21209,Sergio Garcia,729
86,0,06332,Neal Lancaster,731
87,0,08725,Tom Gillis,733
88,0,23135,Tim Clark,734
89,0,20593,Greg Chalmers,736
89,0,20094,Jonathan Kaye,736
89,0,01707,Steve Lowery,736
89,0,07749,Brett Quigley,736
93,0,12680,Shigeki Maruyama,741
93,0,20127,Chris Riley,741
95,0,23541,Ben Crane,745
96,0,23621,Rory Sabbatini,746
97,0,01724,Jeff Maggert,750
98,0,24357,K.J. Choi,751
98,0,11032,Frank Lickliter II,751
100,0,11011,Mike Sposa,752
101,0,06573,Brandt Jobe,756
102,0,10201,Matt Gogel,763
102,0,01766,Billy Mayfair,763
104,0,12705,Cliff Kresge,776
105,0,06581,David Sutherland,778
106,0,22913,John Rollins,780
107,0,01249,John Daly,781
107,0,06515,Shaun Micheel,781
109,0,23353,J.J. Henry,783
110,0,06034,Marco Dawson,785
111,0,22892,Jason Gore,788
112,0,02010,Loren Roberts,795
113,0,10213,Dicky Pride,796
114,0,01024,Billy Andrade,801
115,0,08537,J.P. Hayes,805
116,0,01139,Olin Browne,819
117,0,20634,Peter Lonard,820
118,0,01329,Brad Faxon,825
118,0,07941,Mike Grob,825
120,0,08633,Per-Ulrik Johansson,836
121,0,21806,Paul Gow,846
122,0,06575,Dudley Hart,847
122,0,10565,Ian Leggatt,847
124,0,10425,Jay Williamson,851
125,0,23034,Brent Schwarzrock,852
126,0,25031,Andy Miller,859
127,0,07223,Brian Bateman,869
128,0,20574,Mathew Goggin,871
128,0,02106,Chris Smith,871
130,0,20121,Todd Fischer,876
131,0,01157,Tom Byrum,879
132,0,01475,Donnie Hammond,887
132,0,12602,Dean Wilson,887
134,0,24361,Pat Perez,894
135,0,24502,Adam Scott,896
136,0,22293,Heath Slocum,897
137,0,07721,Pat Bates,899
138,0,21739,Aaron Barber,913
139,0,02101,Joey Sindelar,917
140,0,23614,Rich Beem,924
141,0,12660,Jesper Parnevik,925
142,0,23177,Kenneth Staton,931
143,0,20029,Notah Begay III,937
144,0,19846,Brian Gay,940
145,0,26420,Richard Johnson,942
146,0,23036,Chris Anderson,946
147,0,08547,John Maginnes,949
148,0,20940,Kenichi Kuboya,952
149,0,01761,Len Mattiace,956
150,0,12661,Todd Barranger,960
151,0,08339,Spike McRoy,963
152,0,06078,Esteban Toledo,964
153,0,26950,John Morgan,969
154,0,20099,Doug Barron,971
155,0,20573,Scott Laycock,972
156,0,06617,Brian Henninger,976
157,0,08545,Glen Hnatiuk,999
158,0,25692,Akio Sadakata,1000
159,0,06809,Bob Burns,1001
160,0,19881,Robert Damron,1002
161,0,10912,Craig Perks,1017
162,0,19972,José Coceres,1020
163,0,12388,Michael Clark II,1027
164,0,12662,Thomas Levet,1033
165,0,20568,Anthony Painter,1036
166,0,22621,Ben Curtis,1038
167,0,01098,Jay Don Blake,1052
168,0,01175,Jim Carter,1056
169,0,01928,Corey Pavin,1059
