RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,01329,Brad Faxon,28.26,2204,78,24
2,0,01378,David Frost,28.43,1905,67,24
3,0,08931,Glen Day,28.47,2534,89,21
4,0,01701,Bob Lohr,28.49,2564,90,22
5,0,01577,Lee Janzen,28.51,2566,90,22
6,0,10809,Jim Furyk,28.54,2740,96,21
7,0,01510,Nolan Henke,28.57,2257,79,21
8,0,02267,D.A. Weibring,28.63,1403,49,23
9,0,01235,Ben Crenshaw,28.65,1576,55,24
10,0,01331,Rick Fehr,28.66,2121,74,24
11,0,01876,Greg Norman,28.68,1348,47,23
12,0,06012,Greg Kraft,28.70,2325,81,21
12,0,06577,John Wilson,28.70,2325,81,23
14,0,10860,Justin Leonard,28.73,2844,99,21
15,0,01040,Emlyn Aubrey,28.74,1667,58,24
15,0,06613,Tommy Tolles,28.74,2615,91,24
17,0,01132,Mark Brooks,28.75,2789,97,21
18,0,01346,Ed Fiori,28.78,1727,60,21
18,0,01928,Corey Pavin,28.78,2216,77,24
20,0,06527,Steve Stricker,28.81,2247,78,23
21,0,02010,Loren Roberts,28.82,2219,77,21
22,0,02242,Lanny Wadkins,28.84,1788,62,23
23,0,02186,Brian Tennyson,28.85,2164,75,23
24,0,01096,Phil Blackmar,28.87,2714,94,23
24,0,02146,Payne Stewart,28.87,2396,83,23
26,0,01599,Steve Jones,28.91,2342,81,24
26,0,19913,Ron Whittaker,28.91,1677,58,24
28,0,08993,Franklin Langham,28.92,2661,92,23
28,0,01891,David Ogrin,28.92,2950,102,23
28,0,01968,Nick Price,28.92,1388,48,24
31,0,01864,Larry Nelson,28.93,2199,76,23
32,0,01326,Nick Faldo,28.96,1506,52,23
32,0,02049,Gene Sauers,28.96,2259,78,22
34,0,01320,Bob Estes,28.97,1796,62,21
35,0,01960,Don Pooley,28.98,1826,63,24
36,0,06657,Steve Rintoul,28.99,2174,75,22
37,0,01549,Mike Hulbert,29.00,2726,94,23
