RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,30926,Chris Kirk,6' 8",2248.833,337
2,0,33204,Shane Lowry,6' 9",1693.833,251
2,0,24361,Pat Perez,6' 9",2028.250,300
4,0,29725,Tony Finau,6' 11",2222.333,322
4,0,30911,Tommy Fleetwood,6' 11",1510.583,219
6,0,34046,Jordan Spieth,7' 0",2283.500,327
7,0,40098,Matt Fitzpatrick,7' 1",1918.167,272
7,0,26300,Matt Jones,7' 1",1971.750,278
7,0,48117,Kurt Kitayama,7' 1",1659.417,233
7,0,46046,Scottie Scheffler,7' 1",2106.333,296
11,0,36852,Jim Knous,7' 2",1492.000,208
11,0,33448,Justin Thomas,7' 2",2183.167,306
13,0,29478,Kevin Kisner,7' 3",2188.750,301
13,0,23108,Matt Kuchar,7' 3",2428.917,336
13,0,37189,Harold Varner III,7' 3",2156.750,299
16,0,33122,Russell Knox,7' 4",2545.667,348
16,0,32150,Michael Thompson,7' 4",3057.833,415
18,0,24925,Jonathan Byrd,7' 5",1622.833,218
18,0,35532,Tom Hoge,7' 5",3064.417,412
18,0,48081,Xander Schauffele,7' 5",1995.333,268
21,0,36801,Mark Hubbard,7' 6",2113.000,282
21,0,45486,Joaquin Niemann,7' 6",2257.417,301
23,0,47504,Sam Burns,7' 7",2468.500,327
23,0,39971,Sungjae Im,7' 7",2654.833,349
23,0,32839,Hideki Matsuyama,7' 7",2255.500,296
23,0,30927,Brendon Todd,7' 7",3030.417,398
27,0,28089,Jason Day,7' 8",2191.333,287
27,0,28237,Rory McIlroy,7' 8",1954.667,255
27,0,27214,Kevin Streelman,7' 8",3317.000,432
27,0,32139,Danny Willett,7' 8",1755.250,229
31,0,29974,Branden Grace,7' 9",1791.000,230
31,0,35449,Adam Long,7' 9",3199.583,415
31,0,51634,Sahith Theegala,7' 9",4155.333,535
34,0,35110,Brett Drewitt,7' 10",1751.917,224
34,0,29535,Brice Garnett,7' 10",2517.750,321
34,0,24924,Bill Haas,7' 10",3066.833,393
34,0,27349,Alex Noren,7' 10",2045.333,260
34,0,24138,Ian Poulter,7' 10",1748.750,224
34,0,29221,Webb Simpson,7' 10",2288.500,291
40,0,31646,Emiliano Grillo,7' 11",2786.500,352
40,0,33399,Adam Hadwin,7' 11",3010.750,381
40,0,36799,Stephan Jaeger,7' 11",3304.833,419
40,0,37455,Si Woo Kim,7' 11",3431.667,434
40,0,50525,Collin Morikawa,7' 11",1867.583,237
40,0,49771,J.T. Poston,7' 11",3357.917,424
40,0,30692,Scott Stallings,7' 11",3731.083,471
47,0,35450,Patrick Cantlay,8' 0",2181.583,274
47,0,23983,Luke Donald,8' 0",2199.583,275
47,0,52375,Doug Ghim,8' 0",2868.000,360
47,0,27644,Brian Harman,8' 0",3085.250,385
47,0,30163,Henrik Norlander,8' 0",2390.667,300
47,0,51997,Andrew Novak,8' 0",2405.167,300
47,0,29908,C.T. Pan,8' 0",3070.583,385
47,0,22056,Cameron Percy,8' 0",1378.333,172
47,0,27770,Camilo Villegas,8' 0",2367.083,295
47,0,31323,Gary Woodland,8' 0",2439.000,304
47,0,57366,Cameron Young,8' 0",3135.917,394
58,0,29970,Dylan Frittelli,8' 1",3399.667,421
58,0,39058,Lucas Herbert,8' 1",2182.250,270
58,0,31420,Anirban Lahiri,8' 1",2760.417,340
58,0,27936,Martin Laird,8' 1",2454.250,305
58,0,49766,Hank Lebioda,8' 1",3017.167,373
58,0,29289,S.Y. Noh,8' 1",1861.167,230
58,0,40250,Taylor Pendrith,8' 1",2223.917,275
58,0,23621,Rory Sabbatini,8' 1",2299.333,283
66,0,45522,Christiaan Bezuidenhout,8' 2",2407.500,296
66,0,34098,Russell Henley,8' 2",2461.750,300
66,0,29420,Billy Horschel,8' 2",2357.667,289
66,0,32791,K.H. Lee,8' 2",3731.500,456
66,0,47529,Mito Pereira,8' 2",2900.833,355
66,0,25818,Scott Piercy,8' 2",3327.250,408
66,0,49964,Aaron Wise,8' 2",3080.583,377
73,0,19803,Ryan Armour,8' 3",1462.500,177
73,0,32448,James Hahn,8' 3",2815.583,341
73,0,35506,Mackenzie Hughes,8' 3",3196.667,389
73,0,47993,Denny McCarthy,8' 3",4068.667,494
73,0,46601,Trey Mullinax,8' 3",2990.500,362
73,0,23320,Ryan Palmer,8' 3",2137.417,259
73,0,34256,Andrew Putnam,8' 3",3642.667,441
73,0,34610,Matthias Schwab,8' 3",2287.250,277
73,0,25493,Nick Taylor,8' 3",3238.000,392
82,0,51766,Wyndham Clark,8' 4",3302.500,395
82,0,39997,Corey Conners,8' 4",2609.167,313
82,0,24980,Scott Gutschewski,8' 4",1625.750,195
82,0,28775,Nate Lashley,8' 4",2656.583,318
82,0,34466,Peter Malnati,8' 4",4051.833,486
82,0,46414,Aaron Rai,8' 4",2871.417,346
88,0,55708,Hayden Buckley,8' 5",3117.250,372
88,0,32102,Rickie Fowler,8' 5",2680.167,318
88,0,46402,Talor Gooch,8' 5",2477.500,293
88,0,54628,Lee Hodges,8' 5",3549.083,421
88,0,21961,Charles Howell III,8' 5",1827.667,217
88,0,32640,Troy Merritt,8' 5",3680.417,436
88,0,36871,Matthew NeSmith,8' 5",3409.000,405
88,0,35891,Cameron Smith,8' 5",2098.000,250
88,0,23325,Vaughn Taylor,8' 5",1841.333,219
88,0,33419,Cameron Tringale,8' 5",3267.000,388
88,0,47483,Will Zalatoris,8' 5",2242.583,267
99,0,48084,Wesley Bryan,8' 6",1928.833,226
99,0,25686,Jason Dufner,8' 6",1829.750,215
99,0,35461,Beau Hossler,8' 6",3092.333,364
99,0,36326,David Lipsky,8' 6",3078.583,362
99,0,27129,Luke List,8' 6",2725.667,321
99,0,39546,Keith Mitchell,8' 6",3191.417,375
99,0,49947,Taylor Moore,8' 6",3275.750,387
99,0,48822,Sebastián Muñoz,8' 6",3220.000,379
99,0,46970,Jon Rahm,8' 6",2088.000,245
99,0,33486,Roger Sloan,8' 6",2883.167,339
109,0,34076,Joel Dahmen,8' 7",3287.250,383
109,0,45609,Tyler Duncan,8' 7",2838.917,331
109,0,26851,Marc Leishman,8' 7",2866.083,333
109,0,51950,Max McGreevy,8' 7",2832.333,329
109,0,25198,Francesco Molinari,8' 7",1992.833,233
109,0,26476,Chez Reavie,8' 7",3508.167,407
109,0,49960,Sepp Straka,8' 7",3203.167,374
109,0,31560,Brian Stuard,8' 7",3420.917,400
109,0,48699,Callum Tarren,8' 7",2341.833,272
109,0,56278,Matthew Wolff,8' 7",1823.833,212
119,0,30978,Kiradech Aphibarnrat,8' 8",1680.167,193
119,0,12716,Charley Hoffman,8' 8",2693.083,310
119,0,29518,Brendan Steele,8' 8",2688.250,309
119,0,40115,Adam Svensson,8' 8",3829.917,443
123,0,33141,Keegan Bradley,8' 9",3168.083,363
124,0,46435,Austin Cook,8' 10",2395.250,272
124,0,34174,John Huh,8' 10",2854.083,322
124,0,24024,Zach Johnson,8' 10",2657.000,300
124,0,40162,Justin Lower,8' 10",2489.833,282
124,0,46442,Maverick McNealy,8' 10",3509.500,399
124,0,34360,Patrick Reed,8' 10",2781.917,315
124,0,22405,Justin Rose,8' 10",1723.500,195
124,0,39953,Chase Seiffert,8' 10",1748.083,197
124,0,51890,Greyson Sigg,8' 10",3372.250,380
