RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
133,0,27974,Sung Kang,8' 11",2845.333,320
133,0,28252,Seamus Power,8' 11",2643.250,296
133,0,47995,Davis Riley,8' 11",3814.083,427
133,0,37275,Sam Ryder,8' 11",3667.583,412
133,0,27649,Brandt Snedeker,8' 11",2304.250,259
138,0,39977,Max Homa,9' 0",3435.000,382
138,0,30944,Jason Kokrak,9' 0",2574.250,286
138,0,46340,Alex Smalley,9' 0",3629.167,404
138,0,34431,Robert Streb,9' 0",3717.833,415
138,0,52374,Brandon Wu,9' 0",2320.917,259
143,0,49298,Kramer Hickok,9' 1",3601.417,395
143,0,32757,Patton Kizzire,9' 1",4106.250,451
143,0,10381,Curtis Thompson,9' 1",2477.583,273
143,0,51894,Vince Whaley,9' 1",3723.000,410
147,0,25900,Lucas Glover,9' 2",3763.583,411
147,0,31557,Jim Herman,9' 2",2122.750,231
147,0,33597,Harry Higgs,9' 2",3742.000,408
150,0,34255,Joseph Bramlett,9' 3",2900.667,314
150,0,24502,Adam Scott,9' 3",2958.250,321
150,0,50095,Austin Smotherman,9' 3",2821.500,306
153,0,46550,Brandon Hagy,9' 4",3245.500,347
153,0,46717,Viktor Hovland,9' 4",2801.333,300
153,0,33667,Carlos Ortiz,9' 4",2725.667,291
153,0,27139,David Skinns,9' 4",2574.333,277
153,0,32333,Kevin Tway,9' 4",3487.167,372
153,0,47128,Richy Werenski,9' 4",2762.833,295
159,0,34563,Chesson Hadley,9' 5",2974.083,315
159,0,33490,Bo Hoag,9' 5",1906.750,203
159,0,36884,Ben Kohles,9' 5",2206.417,234
159,0,35879,Kelly Kraft,9' 5",3183.917,338
159,0,36699,Patrick Rodgers,9' 5",3273.333,348
159,0,27064,Jhonattan Vegas,9' 5",2832.333,301
165,0,45526,Abraham Ancer,9' 6",2401.500,252
165,0,32662,Michael Gligic,9' 6",2679.500,282
165,0,32816,Satoshi Kodaira,9' 6",2119.167,224
165,0,36689,Brooks Koepka,9' 6",2198.500,231
165,0,39324,J.J. Spaun,9' 6",3777.667,396
165,0,35617,Martin Trainer,9' 6",3384.250,357
171,0,32366,Kevin Chappell,9' 7",2130.583,222
171,0,20229,Stewart Cink,9' 7",3128.917,326
173,0,45157,Cam Davis,9' 8",4020.750,416
173,0,34363,Tyrrell Hatton,9' 8",2777.417,288
173,0,27095,Nick Watney,9' 8",2974.750,307
173,0,45540,Jared Wolfe,9' 8",2196.250,227
177,0,35310,Lanto Griffin,9' 9",3802.000,389
177,0,47347,Adam Schenk,9' 9",4182.250,430
179,0,39436,Joshua Creel,9' 11",2255.750,228
179,0,53165,Doc Redman,9' 11",3229.083,325
179,0,47856,Seth Reeves,9' 11",2522.417,255
179,0,48887,Matt Wallace,9' 11",2462.417,249
183,0,28114,Dawie van der Walt,10' 0",2874.417,288
183,0,40006,Erik van Rooyen,10' 0",2027.000,203
185,0,29926,Danny Lee,10' 3",2636.250,258
186,0,52372,Cameron Champ,10' 5",2624.000,252
187,0,47983,Chad Ramey,10' 6",3265.417,312
187,0,54783,Dylan Wu,10' 6",2853.583,272
189,0,54421,Garrick Higgo,10' 7",2120.417,201
190,0,27895,Jonas Blixt,10' 10",2987.750,276
191,0,47988,Nick Hardy,11' 1",2513.250,227
192,0,37212,Paul Barjon,11' 3",3980.250,354
193,0,34264,Hudson Swafford,11' 7",2917.333,252
