RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,01072,Chip Beck,1.57,146,93
2,0,01864,Larry Nelson,1.81,125,69
3,0,01060,Dave Barr,1.82,173,95
4,0,01633,Tom Kite,1.84,158,86
5,0,01527,Scott Hoch,1.86,208,112
6,0,01235,Ben Crenshaw,1.87,183,98
7,0,02146,Payne Stewart,1.90,196,103
8,0,02256,Tom Watson,1.91,124,65
9,0,01958,Dan Pohl,1.92,177,92
10,0,01457,Jay Haas,1.93,193,100
11,0,01823,Larry Mize,1.94,159,82
12,0,01783,Mark McCumber,1.96,159,81
13,0,01378,David Frost,1.97,169,86
14,0,01355,Raymond Floyd,1.99,135,68
15,0,01690,Bruce Lietzke,2.00,174,87
16,0,01006,John Adams,2.01,137,68
16,0,01042,Paul Azinger,2.01,185,92
18,0,01132,Mark Brooks,2.02,204,101
18,0,02159,Curtis Strange,2.02,180,89
20,0,01226,Fred Couples,2.04,206,101
20,0,01435,Wayne Grady,2.04,137,67
22,0,02321,Fuzzy Zoeller,2.05,158,77
23,0,02242,Lanny Wadkins,2.06,194,94
24,0,01569,Peter Jacobsen,2.08,183,88
24,0,01876,Greg Norman,2.08,108,52
24,0,01926,Steve Pate,2.08,218,105
27,0,01935,Calvin Peete,2.10,162,77
27,0,01996,Mike Reid,2.10,164,78
29,0,02190,Doug Tewell,2.11,167,79
30,0,01968,Nick Price,2.14,180,84
30,0,02267,D.A. Weibring,2.14,173,81
32,0,01346,Ed Fiori,2.16,235,109
32,0,01960,Don Pooley,2.16,171,79
32,0,02100,Tim Simpson,2.16,218,101
35,0,01641,Gary Koch,2.17,176,81
35,0,01736,Roger Maltbie,2.17,182,84
37,0,01559,Hale Irwin,2.19,162,74
37,0,01717,Sandy Lyle,2.19,138,63
37,0,01725,John Mahaffey,2.19,223,102
37,0,01755,Dick Mast,2.19,219,100
41,0,01061,Ray Barr Jr.,2.20,141,64
41,0,01306,David Edwards,2.20,178,81
41,0,01858,Tommy Nakajima,2.20,121,55
41,0,02010,Loren Roberts,2.20,207,94
45,0,01495,Morris Hatalsky,2.21,159,72
45,0,01887,Mark O'Meara,2.21,201,91
45,0,02101,Joey Sindelar,2.21,245,111
48,0,01161,Mark Calcavecchia,2.22,262,118
48,0,02104,Jeff Sluman,2.22,266,120
50,0,02223,Bob Tway,2.24,242,108
51,0,01203,Russ Cochran,2.25,239,106
51,0,01418,Bill Glasson,2.25,205,91
53,0,01701,Bob Lohr,2.27,254,112
53,0,02241,Bobby Wadkins,2.27,257,113
55,0,01390,Buddy Gardner,2.28,260,114
55,0,01837,Gil Morgan,2.28,173,76
55,0,01877,Tim Norris,2.28,194,85
55,0,02279,Mark Wiebe,2.28,265,116
59,0,01846,Jodie Mudd,2.29,238,104
60,0,01219,John Cook,2.30,230,100
60,0,01928,Corey Pavin,2.30,193,84
62,0,02303,Robert Wrenn,2.31,238,103
63,0,01385,Jim Gallagher Jr.,2.32,153,66
63,0,01414,Bob Gilder,2.32,211,91
63,0,01475,Donnie Hammond,2.32,237,102
63,0,01682,Wayne Levi,2.32,188,81
67,0,01998,Jack Renner,2.33,217,93
68,0,01444,Ken Green,2.35,226,96
68,0,01975,Tom Purtzer,2.35,188,80
68,0,02049,Gene Sauers,2.35,240,102
68,0,02099,Scott Simpson,2.35,167,71
72,0,02033,Dave Rummells,2.36,264,112
73,0,02133,Craig Stadler,2.38,174,73
74,0,01098,Jay Don Blake,2.39,260,109
74,0,06284,Jim Hallet,2.39,272,114
76,0,01303,Bob Eastwood,2.40,228,95
77,0,01797,Rocco Mediate,2.42,266,110
78,0,01891,David Ogrin,2.43,233,96
79,0,01723,Andrew Magee,2.45,228,93
80,0,01329,Brad Faxon,2.46,221,90
80,0,01706,Davis Love III,2.46,219,89
80,0,02023,Clarence Rose,2.46,281,114
83,0,01129,Bill Britton,2.47,237,96
84,0,01361,Dan Forsman,2.50,305,122
84,0,01945,Kenny Perry,2.50,252,101
86,0,01033,George Archer,2.52,237,94
86,0,01549,Mike Hulbert,2.52,282,112
86,0,02239,Scott Verplank,2.52,242,96
89,0,02246,Duffy Waldorf,2.53,233,92
90,0,01035,Tommy Armour III,2.54,241,95
90,0,01143,Brad Bryant,2.54,211,83
90,0,01157,Tom Byrum,2.54,284,112
90,0,01313,Steve Elkington,2.54,234,92
90,0,01443,Hubert Green,2.54,175,69
95,0,01938,David Peoples,2.55,258,101
96,0,01323,Brad Fabel,2.56,256,100
