RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
156,0,27129,Luke List,71.07,995,14
157,0,23320,Ryan Palmer,71.08,924,13
158,0,49947,Taylor Moore,71.10,2133,30
159,0,45157,Cam Davis,71.17,2562,36
159,0,22405,Justin Rose,71.17,1708,24
161,0,48117,Kurt Kitayama,71.24,2066,29
162,0,33486,Roger Sloan,71.27,784,11
163,0,34466,Peter Malnati,71.29,1711,24
164,0,34256,Andrew Putnam,71.35,1213,17
165,0,52453,Nicolai HÃ¸jgaard,71.39,1642,23
166,0,32366,Kevin Chappell,71.42,857,12
167,0,22371,Aaron Baddeley,71.56,1145,16
168,0,26596,Ryan Moore,71.60,1790,25
169,0,56149,Wilson Furr,71.64,1003,14
170,0,27649,Brandt Snedeker,71.77,933,13
171,0,47347,Adam Schenk,71.88,1725,24
172,0,29478,Kevin Kisner,72.00,720,10
172,0,51070,Vincent Norrman,72.00,360,5
172,0,27770,Camilo Villegas,72.00,720,10
175,0,50188,S.H. Kim,72.05,1513,21
176,0,48319,Tom Whitney,72.20,1083,15
177,0,33968,ThorbjÃ¸rn Olesen,72.21,1011,14
178,0,29221,Webb Simpson,72.29,1012,14
179,0,54421,Garrick Higgo,72.33,1302,18
180,0,55708,Hayden Buckley,72.53,1233,17
181,0,31323,Gary Woodland,72.64,1598,22
182,0,34374,Erik Barnes,72.67,1308,18
183,0,37212,Paul Barjon,73.00,1095,15
184,0,47806,Raul Pereda,74.00,962,13
