RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
1,0,08793,Tiger Woods,28
2,0,23135,Tim Clark,29
2,0,23638,Brendon de Jonge,29
2,0,12645,Brent Geiberger,29
2,0,11032,Frank Lickliter II,29
2,0,01797,Rocco Mediate,29
2,0,26596,Ryan Moore,29
2,0,21959,Ted Purdy,29
2,0,22405,Justin Rose,29
2,0,26882,Michael Sim,29
2,0,20436,Garrett Willis,29
2,0,21878,Mark Wilson,29
13,0,06197,Michael Allen,30
13,0,06004,Stephen Ames,30
13,0,01035,Tommy Armour III,30
13,0,20498,Briny Baird,30
13,0,07363,Craig Bowden,30
13,0,08123,Jeff Brehaut,30
13,0,24290,D.J. Brigman,30
13,0,01142,Bart Bryant,30
13,0,01157,Tom Byrum,30
13,0,24357,K.J. Choi,30
13,0,20850,Daniel Chopra,30
13,0,20229,Stewart Cink,30
13,0,19972,José Coceres,30
13,0,01320,Bob Estes,30
13,0,07457,Steve Flesch,30
13,0,01381,Fred Funk,30
13,0,23718,Nathan Green,30
13,0,23353,J.J. Henry,30
13,0,08881,Tripp Isenhour,30
13,0,10733,Kent Jones,30
13,0,07547,Craig Kanada,30
13,0,29718,Anthony Kim,30
13,0,23108,Matt Kuchar,30
13,0,20382,Stephen Leaney,30
13,0,28158,Steve Marino,30
13,0,27120,Troy Matteson,30
13,0,01766,Billy Mayfair,30
13,0,28475,Jeff Overton,30
13,0,01945,Kenny Perry,30
13,0,28486,Michael Putnam,30
13,0,22913,John Rollins,30
13,0,23621,Rory Sabbatini,30
13,0,24502,Adam Scott,30
13,0,27649,Brandt Snedeker,30
13,0,02206,David Toms,30
13,0,02223,Bob Tway,30
13,0,23623,Bo Van Pelt,30
13,0,27770,Camilo Villegas,30
13,0,26951,Johnson Wagner,30
52,0,21633,Steve Allan,31
52,0,10885,Robert Allenby,31
52,0,01024,Billy Andrade,31
52,0,21407,Arjun Atwal,31
52,0,07867,Woody Austin,31
52,0,23613,Rich Barcelo,31
52,0,12652,Cameron Beckman,31
52,0,23614,Rich Beem,31
52,0,21646,David Branshaw,31
52,0,25273,Andrew Buckle,31
52,0,24925,Jonathan Byrd,31
52,0,01161,Mark Calcavecchia,31
52,0,12510,Chad Campbell,31
52,0,26500,Alejandro Cañizares,31
52,0,25364,Paul Casey,31
52,0,20472,Alex Cejka,31
52,0,23541,Ben Crane,31
52,0,22621,Ben Curtis,31
52,0,21753,Brian Davis,31
52,0,06251,Chris DiMarco,31
52,0,23983,Luke Donald,31
52,0,25686,Jason Dufner,31
52,0,20104,Ken Duke,31
52,0,06621,Joe Durant,31
52,0,24512,Simon Dyson,31
52,0,01313,Steve Elkington,31
52,0,06522,Ernie Els,31
52,0,10809,Jim Furyk,31
52,0,24358,Robert Garrigus,31
52,0,19846,Brian Gay,31
52,0,25900,Lucas Glover,31
52,0,22892,Jason Gore,31
52,0,21806,Paul Gow,31
52,0,06643,Paul Goydos,31
52,0,20378,Mathias Grönberg,31
52,0,20859,Anders Hansen,31
52,0,06575,Dudley Hart,31
52,0,08537,J.P. Hayes,31
52,0,10117,Bob Heintz,31
52,0,27702,Matt Hendrix,31
52,0,20433,Mark Hensby,31
52,0,12782,Tim Herron,31
52,0,12716,Charley Hoffman,31
52,0,27141,J.B. Holmes,31
52,0,21961,Charles Howell III,31
52,0,21731,Freddie Jacobson,31
52,0,01577,Lee Janzen,31
52,0,26420,Richard Johnson,31
52,0,24024,Zach Johnson,31
52,0,08075,Jerry Kelly,31
52,0,01619,Skip Kendall,31
52,0,30711,Colt Knost,31
52,0,06012,Greg Kraft,31
52,0,12705,Cliff Kresge,31
52,0,01666,Bernhard Langer,31
52,0,01677,Tom Lehman,31
52,0,12662,Thomas Levet,31
52,0,26881,Jarrod Lyle,31
52,0,24912,Will MacKenzie,31
52,0,01724,Jeff Maggert,31
52,0,24781,Hunter Mahan,31
52,0,27060,John Mallinger,31
52,0,21470,Daisuke Maruyama,31
52,0,12680,Shigeki Maruyama,31
52,0,06350,Bob May,31
52,0,24449,Parker McLachlin,31
52,0,24490,George McNeill,31
52,0,27933,John Merrick,31
52,0,01810,Phil Mickelson,31
52,0,25396,Kevin Na,31
52,0,24140,Sean O'Hair,31
52,0,22348,Nick O'Hern,31
52,0,21949,Joe Ogilvie,31
52,0,22046,Geoff Ogilvy,31
52,0,06373,José María Olazábal,31
52,0,20691,Greg Owen,31
52,0,20572,Rod Pampling,31
52,0,12660,Jesper Parnevik,31
52,0,01941,Tom Pernice Jr.,31
52,0,01948,Tim Petrovic,31
52,0,25345,Carl Pettersson,31
52,0,25190,Jeff Quinney,31
52,0,23497,Tag Ridings,31
52,0,28456,Andrew Ruthkoski,31
52,0,06567,Vijay Singh,31
52,0,22293,Heath Slocum,31
52,0,26679,Kevin Stadler,31
52,0,08375,Paul Stankowski,31
52,0,22295,Darron Stiles,31
52,0,06527,Steve Stricker,31
52,0,06595,Kevin Sutherland,31
52,0,23325,Vaughn Taylor,31
52,0,23788,D.J. Trahan,31
52,0,24457,Jaco Van Zyl,31
52,0,02239,Scott Verplank,31
52,0,02246,Duffy Waldorf,31
52,0,23349,Charles Warren,31
52,0,25804,Bubba Watson,31
52,0,26289,Boo Weekley,31
52,0,10423,Mike Weir,31
52,0,25892,Steve Wheatcroft,31
52,0,20160,Charlie Wi,31
52,0,12602,Dean Wilson,31
155,0,20098,Stuart Appleby,32
155,0,19803,Ryan Armour,32
155,0,23048,Eric Axley,32
155,0,01042,Paul Azinger,32
155,0,22371,Aaron Baddeley,32
155,0,19824,Craig Barlow,32
155,0,07223,Brian Bateman,32
155,0,27958,Ryan Blaum,32
155,0,24507,Jason Bohn,32
155,0,01132,Mark Brooks,32
155,0,01139,Olin Browne,32
155,0,20623,Gavin Coles,32
155,0,11123,Chris Couch,32
155,0,19883,Joe Daley,32
155,0,01249,John Daly,32
155,0,06034,Marco Dawson,32
155,0,08931,Glen Day,32
155,0,01261,Jay Delsing,32
155,0,26360,Bubba Dickerson,32
155,0,23409,James Driscoll,32
155,0,12760,Danny Ellis,32
