RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,34306,John Chin,59.77,52,87,E
2,0,30944,Jason Kokrak,59.60,90,151,-0.18
3,0,35732,Wes Roach,59.09,65,110,-0.14
4,0,33141,Keegan Bradley,57.49,96,167,-0.04
5,0,36689,Brooks Koepka,57.04,81,142,-0.06
6,0,31323,Gary Woodland,55.70,83,149,-0.01
7,0,46970,Jon Rahm,55.56,70,126,-0.14
8,0,28237,Rory McIlroy,55.47,76,137,-0.20
9,0,39997,Corey Conners,55.17,80,145,-0.03
10,0,27330,Josh Teater,55.05,60,109,-0.12
11,0,29970,Dylan Frittelli,55.00,88,160,E
11,0,33419,Cameron Tringale,55.00,66,120,-0.12
13,0,52372,Cameron Champ,54.55,78,143,E
14,0,49766,Hank Lebioda,54.41,74,136,-0.07
15,0,30925,Dustin Johnson,54.31,63,116,-0.14
16,0,12716,Charley Hoffman,53.91,62,115,-0.06
17,0,33418,Shawn Stefani,53.90,83,154,-0.10
18,0,48081,Xander Schauffele,53.72,65,121,-0.25
19,0,21528,Henrik Stenson,53.61,89,166,+0.01
20,0,27214,Kevin Streelman,53.47,77,144,-0.08
21,0,30946,Alex Prugh,53.33,64,120,-0.13
22,0,47856,Seth Reeves,52.94,54,102,+0.06
23,0,46601,Trey Mullinax,52.83,56,106,-0.11
24,0,46402,Talor Gooch,52.25,58,111,-0.14
25,0,40115,Adam Svensson,52.10,62,119,-0.16
26,0,30911,Tommy Fleetwood,51.49,69,134,-0.14
27,0,34264,Hudson Swafford,51.46,53,103,-0.17
28,0,45609,Tyler Duncan,51.43,72,140,-0.11
29,0,25364,Paul Casey,51.41,73,142,-0.15
29,0,33667,Carlos Ortiz,51.41,91,177,-0.04
31,0,29974,Branden Grace,51.33,58,113,E
31,0,34098,Russell Henley,51.33,77,150,-0.03
33,0,32200,Roberto Castro,51.28,80,156,-0.15
34,0,33399,Adam Hadwin,51.27,81,158,-0.04
35,0,32791,K.H. Lee,51.08,71,139,E
36,0,29478,Kevin Kisner,51.04,98,192,-0.10
37,0,24361,Pat Perez,51.02,75,147,-0.07
38,0,34563,Chesson Hadley,50.96,80,157,-0.16
39,0,39327,Ben Silverman,50.83,61,120,-0.05
40,0,37275,Sam Ryder,50.74,69,136,-0.12
40,0,49960,Sepp Straka,50.74,69,136,-0.10
42,0,33122,Russell Knox,50.66,77,152,-0.04
43,0,35449,Adam Long,50.64,79,156,+0.01
44,0,33486,Roger Sloan,50.61,83,164,-0.12
45,0,49298,Kramer Hickok,50.00,65,130,E
45,0,45486,Joaquin Niemann,50.00,87,174,-0.10
45,0,29518,Brendan Steele,50.00,48,96,-0.17
45,0,26951,Johnson Wagner,50.00,63,126,-0.16
49,0,32150,Michael Thompson,49.69,80,161,-0.18
50,0,37340,Chase Wright,49.59,60,121,-0.05
51,0,29221,Webb Simpson,49.50,100,202,-0.19
52,0,32839,Hideki Matsuyama,49.46,91,184,-0.09
53,0,27936,Martin Laird,49.40,82,166,-0.11
54,0,24024,Zach Johnson,49.32,73,148,-0.05
55,0,30978,Kiradech Aphibarnrat,49.29,69,140,-0.03
56,0,47504,Sam Burns,49.26,67,136,-0.03
57,0,34099,Harris English,49.15,87,177,E
58,0,45157,Cam Davis,49.14,57,116,-0.04
59,0,29420,Billy Horschel,49.11,83,169,-0.07
60,0,46523,Joey Garber,49.02,50,102,E
61,0,39977,Max Homa,48.97,71,145,-0.13
62,0,36799,Stephan Jaeger,48.91,67,137,-0.01
63,0,37189,Harold Varner III,48.75,78,160,-0.09
64,0,31557,Jim Herman,48.72,38,78,-0.03
65,0,27064,Jhonattan Vegas,48.65,54,111,-0.02
66,0,23320,Ryan Palmer,48.62,53,109,+0.06
67,0,25198,Francesco Molinari,48.41,61,126,-0.15
68,0,27349,Alex Noren,48.35,44,91,-0.05
69,0,29479,Scott Brown,48.15,78,162,-0.08
70,0,23325,Vaughn Taylor,48.08,100,208,-0.20
71,0,32333,Kevin Tway,47.95,70,146,-0.10
72,0,39324,J.J. Spaun,47.85,78,163,-0.08
73,0,28679,Fabián Gómez,47.83,55,115,-0.04
74,0,39971,Sungjae Im,47.81,109,228,-0.11
75,0,26300,Matt Jones,47.71,73,153,-0.04
75,0,25804,Bubba Watson,47.71,52,109,-0.06
77,0,26758,David Hearn,47.62,40,84,-0.08
78,0,28259,Sangmoon Bae,47.52,48,101,-0.08
79,0,49771,J.T. Poston,47.39,100,211,-0.06
80,0,34076,Joel Dahmen,47.34,80,169,-0.11
81,0,35421,Brandon Harkins,47.29,61,129,-0.03
82,0,25818,Scott Piercy,47.28,87,184,-0.02
83,0,20472,Alex Cejka,47.17,50,106,-0.12
83,0,26851,Marc Leishman,47.17,75,159,-0.05
85,0,35532,Tom Hoge,47.06,80,170,-0.14
85,0,27974,Sung Kang,47.06,72,153,-0.07
87,0,26476,Chez Reavie,46.89,98,209,-0.07
88,0,47959,Bryson DeChambeau,46.88,75,160,-0.19
89,0,34021,Bud Cauley,46.82,81,173,-0.12
90,0,27895,Jonas Blixt,46.75,72,154,-0.15
91,0,37455,Si Woo Kim,46.67,63,135,-0.05
91,0,34431,Robert Streb,46.67,70,150,-0.09
91,0,31560,Brian Stuard,46.67,98,210,-0.14
94,0,29268,Bronson Burgoon,46.55,54,116,E
95,0,40026,Daniel Berger,46.53,67,144,-0.12
96,0,51766,Wyndham Clark,46.48,66,142,-0.08
97,0,45526,Abraham Ancer,46.45,85,183,-0.06
98,0,21961,Charles Howell III,46.41,84,181,-0.13
99,0,33448,Justin Thomas,46.40,58,125,-0.07
100,0,49964,Aaron Wise,46.31,69,149,-0.13
101,0,34363,Tyrrell Hatton,46.28,56,121,-0.18
102,0,32102,Rickie Fowler,46.10,71,154,-0.17
103,0,26329,Louis Oosthuizen,46.04,64,139,-0.09
104,0,37454,Whee Kim,45.87,50,109,-0.06
105,0,23621,Rory Sabbatini,45.79,87,190,-0.09
106,0,27649,Brandt Snedeker,45.68,111,243,-0.11
107,0,24138,Ian Poulter,45.60,57,125,-0.12
108,0,28775,Nate Lashley,45.57,72,158,-0.13
109,0,23353,J.J. Henry,45.54,46,101,-0.02
110,0,49303,Anders Albertson,45.45,55,121,-0.04
110,0,35506,Mackenzie Hughes,45.45,75,165,E
112,0,24781,Hunter Mahan,45.36,44,97,-0.09
113,0,27141,J.B. Holmes,45.28,48,106,+0.04
114,0,46501,Ollie Schniederjans,45.16,56,124,-0.09
115,0,27958,Ryan Blaum,45.09,78,173,-0.19
116,0,35450,Patrick Cantlay,45.04,59,131,-0.03
116,0,39546,Keith Mitchell,45.04,59,131,E
118,0,24925,Jonathan Byrd,44.94,40,89,-0.03
119,0,30692,Scott Stallings,44.87,70,156,-0.09
120,0,32640,Troy Merritt,44.70,59,132,-0.15
121,0,19846,Brian Gay,44.66,92,206,-0.04
122,0,47347,Adam Schenk,44.62,83,186,-0.13
123,0,24924,Bill Haas,44.59,70,157,-0.06
124,0,36852,Jim Knous,44.57,41,92,+0.05
125,0,22405,Justin Rose,44.44,56,126,-0.21
126,0,34360,Patrick Reed,44.34,94,212,-0.12
127,0,31646,Emiliano Grillo,44.20,61,138,-0.11
128,0,30191,Julián Etulain,44.17,53,120,+0.06
129,0,47128,Richy Werenski,44.16,68,154,-0.10
130,0,10809,Jim Furyk,44.10,71,161,-0.11
131,0,25900,Lucas Glover,43.98,84,191,-0.13
132,0,47990,Kyle Jones,43.94,58,132,-0.10
133,0,27129,Luke List,43.86,50,114,-0.04
134,0,25632,Jimmy Walker,43.84,64,146,-0.06
135,0,36699,Patrick Rodgers,43.82,39,89,-0.21
136,0,48822,Sebastián Muñoz,43.71,66,151,-0.11
137,0,28089,Jason Day,43.70,52,119,-0.04
137,0,32757,Patton Kizzire,43.70,59,135,-0.15
139,0,23108,Matt Kuchar,43.65,79,181,-0.11
140,0,47993,Denny McCarthy,43.59,68,156,-0.21
141,0,32058,José de Jesús Rodríguez,43.40,46,106,-0.07
142,0,24502,Adam Scott,43.24,48,111,-0.23
143,0,29725,Tony Finau,43.07,59,137,-0.08
144,0,29535,Brice Garnett,43.05,65,151,-0.17
145,0,32139,Danny Willett,42.86,57,133,-0.04
146,0,40098,Matt Fitzpatrick,42.73,47,110,-0.06
147,0,25686,Jason Dufner,42.65,58,136,E
148,0,30110,Kyle Stanley,42.57,63,148,-0.10
149,0,27556,Ted Potter Jr.,42.55,60,141,-0.03
150,0,33948,Byeong Hun An,42.47,62,146,-0.06
151,0,29926,Danny Lee,42.33,69,163,-0.13
152,0,21209,Sergio Garcia,42.27,41,97,-0.07
153,0,26596,Ryan Moore,42.22,76,180,-0.13
154,0,27963,Chris Stroud,41.61,57,137,-0.11
155,0,28252,Seamus Power,41.59,47,113,-0.09
156,0,29223,Sam Saunders,41.51,66,159,-0.02
157,0,20572,Rod Pampling,41.41,41,99,-0.07
158,0,25493,Nick Taylor,41.33,81,196,-0.11
159,0,19803,Ryan Armour,41.29,83,201,-0.04
160,0,33410,Andrew Landry,41.26,59,143,-0.15
161,0,27644,Brian Harman,41.24,73,177,-0.08
162,0,35879,Kelly Kraft,41.18,70,170,-0.14
163,0,32816,Satoshi Kodaira,40.74,55,135,-0.13
164,0,25572,Graeme McDowell,40.43,57,141,-0.07
165,0,27095,Nick Watney,40.26,62,154,-0.06
166,0,46435,Austin Cook,40.17,47,117,-0.30
167,0,40009,Dominic Bozzelli,40.16,51,127,-0.12
168,0,35461,Beau Hossler,39.61,61,154,-0.07
169,0,29908,C.T. Pan,39.55,70,177,-0.07
170,0,21731,Freddie Jacobson,39.29,44,112,+0.11
171,0,22371,Aaron Baddeley,38.95,37,95,-0.14
172,0,31420,Anirban Lahiri,38.79,64,165,-0.09
173,0,34046,Jordan Spieth,38.65,63,163,-0.17
174,0,34261,Scott Langley,38.58,76,197,-0.11
175,0,26499,Rafa Cabrera Bello,38.35,51,133,-0.04
175,0,39975,Michael Kim,38.35,51,133,-0.10
177,0,34466,Peter Malnati,38.29,67,175,-0.10
178,0,30786,Brady Schnell,38.24,39,102,+0.05
179,0,39954,Cody Gribble,38.14,45,118,-0.20
180,0,29484,Peter Uihlein,38.13,53,139,-0.09
181,0,34256,Andrew Putnam,37.95,63,166,-0.21
182,0,37380,Curtis Luck,37.50,42,112,+0.02
183,0,01810,Phil Mickelson,37.40,49,131,-0.12
184,0,35376,Roberto Díaz,37.30,47,126,-0.04
185,0,25396,Kevin Na,34.88,45,129,-0.04
