RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,24502,Adam Scott,93.43,128,137,-0.63
2,0,28089,Jason Day,92.67,177,191,-0.58
3,0,37454,Whee Kim,92.50,111,120,-0.59
4,0,26758,David Hearn,92.22,83,90,-0.41
5,0,47993,Denny McCarthy,92.02,219,238,-0.62
6,0,48081,Xander Schauffele,91.54,184,201,-0.59
7,0,46402,Talor Gooch,90.91,130,143,-0.62
8,0,34021,Bud Cauley,90.59,231,255,-0.60
9,0,33448,Justin Thomas,90.56,211,233,-0.65
10,0,33419,Cameron Tringale,90.50,162,179,-0.56
11,0,25572,Graeme McDowell,90.48,133,147,-0.57
12,0,26300,Matt Jones,90.28,195,216,-0.63
13,0,23108,Matt Kuchar,89.92,223,248,-0.57
14,0,21209,Sergio Garcia,89.80,132,147,-0.52
14,0,27095,Nick Watney,89.80,220,245,-0.57
16,0,27936,Martin Laird,89.71,244,272,-0.59
17,0,32102,Rickie Fowler,89.67,191,213,-0.64
18,0,25900,Lucas Glover,89.64,225,251,-0.59
19,0,31323,Gary Woodland,89.60,224,250,-0.67
20,0,20572,Rod Pampling,89.55,120,134,-0.43
21,0,45157,Cam Davis,89.33,226,253,-0.55
21,0,27064,Jhonattan Vegas,89.33,226,253,-0.63
23,0,33418,Shawn Stefani,89.29,175,196,-0.55
24,0,32839,Hideki Matsuyama,89.15,230,258,-0.58
25,0,37189,Harold Varner III,89.14,238,267,-0.51
26,0,34466,Peter Malnati,89.13,246,276,-0.54
27,0,39971,Sungjae Im,89.07,334,375,-0.59
27,0,33122,Russell Knox,89.07,163,183,-0.51
29,0,34363,Tyrrell Hatton,89.06,114,128,-0.60
30,0,25686,Jason Dufner,88.89,152,171,-0.59
30,0,25818,Scott Piercy,88.89,208,234,-0.54
30,0,29518,Brendan Steele,88.89,168,189,-0.49
33,0,29221,Webb Simpson,88.84,207,233,-0.63
34,0,28679,Fabián Gómez,88.76,150,169,-0.55
35,0,27349,Alex Noren,88.73,126,142,-0.56
35,0,27649,Brandt Snedeker,88.73,244,275,-0.59
37,0,26951,Johnson Wagner,88.49,123,139,-0.58
38,0,35732,Wes Roach,88.46,138,156,-0.56
39,0,36799,Stephan Jaeger,88.21,187,212,-0.52
39,0,31560,Brian Stuard,88.21,187,212,-0.45
41,0,23621,Rory Sabbatini,88.10,237,269,-0.60
42,0,39997,Corey Conners,87.98,205,233,-0.50
42,0,35376,Roberto Díaz,87.98,161,183,-0.50
44,0,37275,Sam Ryder,87.96,190,216,-0.62
45,0,49766,Hank Lebioda,87.82,173,197,-0.54
45,0,34264,Hudson Swafford,87.82,137,156,-0.61
47,0,34076,Joel Dahmen,87.76,215,245,-0.53
47,0,26329,Louis Oosthuizen,87.76,129,147,-0.63
49,0,35450,Patrick Cantlay,87.71,207,236,-0.57
50,0,27974,Sung Kang,87.69,235,268,-0.53
51,0,36699,Patrick Rodgers,87.65,142,162,-0.61
52,0,10809,Jim Furyk,87.60,106,121,-0.54
53,0,45526,Abraham Ancer,87.55,218,249,-0.56
54,0,29970,Dylan Frittelli,87.54,246,281,-0.56
55,0,30110,Kyle Stanley,87.50,147,168,-0.56
56,0,29535,Brice Garnett,87.38,187,214,-0.55
57,0,49298,Kramer Hickok,87.32,179,205,-0.51
58,0,30946,Alex Prugh,87.29,206,236,-0.52
59,0,34360,Patrick Reed,87.21,259,297,-0.56
60,0,49964,Aaron Wise,87.16,224,257,-0.59
61,0,26499,Rafa Cabrera Bello,87.12,142,163,-0.63
62,0,39546,Keith Mitchell,87.08,209,240,-0.58
62,0,23325,Vaughn Taylor,87.08,236,271,-0.53
64,0,33948,Byeong Hun An,87.06,222,255,-0.56
65,0,21961,Charles Howell III,86.97,247,284,-0.53
66,0,49303,Anders Albertson,86.93,173,199,-0.43
66,0,27895,Jonas Blixt,86.93,173,199,-0.54
66,0,24924,Bill Haas,86.93,173,199,-0.66
69,0,29420,Billy Horschel,86.92,206,237,-0.49
70,0,27214,Kevin Streelman,86.90,199,229,-0.55
71,0,34306,John Chin,86.81,125,144,-0.49
72,0,22405,Justin Rose,86.79,138,159,-0.62
73,0,33410,Andrew Landry,86.78,197,227,-0.46
74,0,27644,Brian Harman,86.75,203,234,-0.62
75,0,39977,Max Homa,86.72,209,241,-0.58
76,0,24138,Ian Poulter,86.71,124,143,-0.65
77,0,47959,Bryson DeChambeau,86.64,227,262,-0.60
77,0,35532,Tom Hoge,86.64,201,232,-0.51
79,0,32757,Patton Kizzire,86.63,149,172,-0.55
80,0,34256,Andrew Putnam,86.59,155,179,-0.58
81,0,35421,Brandon Harkins,86.57,245,283,-0.54
82,0,49771,J.T. Poston,86.56,264,305,-0.56
83,0,32640,Troy Merritt,86.54,180,208,-0.62
84,0,25804,Bubba Watson,86.43,223,258,-0.48
85,0,12716,Charley Hoffman,86.36,133,154,-0.52
86,0,29268,Bronson Burgoon,86.27,132,153,-0.54
86,0,48822,Sebastián Muñoz,86.27,201,233,-0.65
86,0,34431,Robert Streb,86.27,176,204,-0.47
86,0,47128,Richy Werenski,86.27,201,233,-0.55
90,0,27958,Ryan Blaum,86.21,225,261,-0.55
90,0,30925,Dustin Johnson,86.21,225,261,-0.56
92,0,46523,Joey Garber,86.18,131,152,-0.44
93,0,49960,Sepp Straka,86.16,193,224,-0.56
94,0,25396,Kevin Na,86.15,112,130,-0.64
94,0,32150,Michael Thompson,86.15,168,195,-0.57
96,0,32791,K.H. Lee,86.14,174,202,-0.52
97,0,28775,Nate Lashley,86.13,149,173,-0.60
98,0,25198,Francesco Molinari,86.08,136,158,-0.44
99,0,25364,Paul Casey,86.07,173,201,-0.60
100,0,33141,Keegan Bradley,86.04,191,222,-0.55
101,0,19803,Ryan Armour,85.96,153,178,-0.49
102,0,29484,Peter Uihlein,85.84,194,226,-0.53
103,0,27556,Ted Potter Jr.,85.78,181,211,-0.45
104,0,46970,Jon Rahm,85.77,211,246,-0.59
105,0,30911,Tommy Fleetwood,85.71,156,182,-0.59
105,0,33399,Adam Hadwin,85.71,198,231,-0.62
107,0,30944,Jason Kokrak,85.66,239,279,-0.60
107,0,47347,Adam Schenk,85.66,233,272,-0.58
109,0,23320,Ryan Palmer,85.56,160,187,-0.54
110,0,28237,Rory McIlroy,85.55,219,256,-0.63
111,0,29479,Scott Brown,85.51,177,207,-0.60
112,0,40098,Matt Fitzpatrick,85.48,106,124,-0.53
113,0,33667,Carlos Ortiz,85.46,241,282,-0.56
114,0,25493,Nick Taylor,85.45,282,330,-0.55
115,0,37340,Chase Wright,85.43,170,199,-0.56
