RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,01876,Greg Norman,4.15,224,54
2,0,01378,David Frost,3.93,287,73
2,0,01633,Tom Kite,3.93,267,68
4,0,01226,Fred Couples,3.85,273,71
5,0,01968,Nick Price,3.83,264,69
5,0,02146,Payne Stewart,3.83,360,94
7,0,01553,John Huston,3.80,426,112
8,0,01418,Bill Glasson,3.78,291,77
9,0,01724,Jeff Maggert,3.75,334,89
10,0,01527,Scott Hoch,3.73,347,93
10,0,01771,Blaine McCallister,3.73,328,88
10,0,02321,Fuzzy Zoeller,3.73,265,71
13,0,01042,Paul Azinger,3.72,301,81
13,0,01475,Donnie Hammond,3.72,309,83
15,0,01928,Corey Pavin,3.70,337,91
16,0,01200,Keith Clearwater,3.69,384,104
16,0,01306,David Edwards,3.69,288,78
16,0,01388,Robert Gamez,3.69,299,81
19,0,01577,Lee Janzen,3.66,340,93
19,0,02256,Tom Watson,3.66,205,56
21,0,01329,Brad Faxon,3.65,310,85
22,0,01682,Wayne Levi,3.63,276,76
22,0,01783,Mark McCumber,3.63,283,78
24,0,01203,Russ Cochran,3.62,344,95
25,0,01706,Davis Love III,3.61,361,100
26,0,01313,Steve Elkington,3.60,317,88
26,0,01444,Ken Green,3.60,216,60
28,0,01510,Nolan Henke,3.59,334,93
29,0,01014,Fulton Allem,3.58,322,90
30,0,01607,Brian Kamm,3.57,307,86
30,0,01755,Dick Mast,3.57,311,87
32,0,02099,Scott Simpson,3.56,278,78
33,0,01361,Dan Forsman,3.55,309,87
33,0,01887,Mark O'Meara,3.55,305,86
35,0,06058,John Flannery,3.54,365,103
35,0,02242,Lanny Wadkins,3.54,248,70
37,0,01385,Jim Gallagher Jr.,3.51,312,89
37,0,02225,Howard Twitty,3.51,323,92
39,0,06086,Russell Beiersdorf,3.50,350,100
39,0,01143,Brad Bryant,3.50,353,101
39,0,01320,Bob Estes,3.50,343,98
39,0,01331,Rick Fehr,3.50,343,98
43,0,01201,Lennie Clements,3.49,279,80
43,0,06090,Jim McGovern,3.49,412,118
45,0,01161,Mark Calcavecchia,3.48,331,95
45,0,01920,Craig Parry,3.48,254,73
47,0,01098,Jay Don Blake,3.46,273,79
47,0,01559,Hale Irwin,3.46,232,67
47,0,02224,Greg Twiggs,3.46,308,89
50,0,01024,Billy Andrade,3.43,316,92
50,0,01381,Fred Funk,3.43,394,115
50,0,01823,Larry Mize,3.43,261,76
50,0,01837,Gil Morgan,3.43,295,86
50,0,02159,Curtis Strange,3.43,271,79
55,0,01677,Tom Lehman,3.41,324,95
55,0,02279,Mark Wiebe,3.41,307,90
57,0,01468,Gary Hallberg,3.38,308,91
57,0,01690,Bruce Lietzke,3.38,169,50
57,0,02090,Tom Sieckmann,3.38,324,96
60,0,01196,Brian Claar,3.37,364,108
60,0,01810,Phil Mickelson,3.37,246,73
60,0,01945,Kenny Perry,3.37,307,91
60,0,02214,Kirk Triplett,3.37,310,92
60,0,02218,Ted Tryba,3.37,317,94
65,0,01219,John Cook,3.36,286,85
66,0,06012,Greg Kraft,3.35,241,72
66,0,06332,Neal Lancaster,3.35,335,100
66,0,01707,Steve Lowery,3.35,365,109
66,0,02131,Mike Springer,3.35,275,82
70,0,01353,Bruce Fleisher,3.34,297,89
70,0,01701,Bob Lohr,3.34,284,85
70,0,01846,Jodie Mudd,3.34,197,59
70,0,01891,David Ogrin,3.34,307,92
74,0,01116,Michael Bradley,3.33,263,79
74,0,02049,Gene Sauers,3.33,316,95
76,0,02033,Dave Rummells,3.32,262,79
76,0,02267,D.A. Weibring,3.32,249,75
78,0,01093,Ronnie Black,3.31,291,88
78,0,01457,Jay Haas,3.31,367,111
78,0,02133,Craig Stadler,3.31,265,80
81,0,01564,David Jackson,3.30,287,87
82,0,01414,Bob Gilder,3.28,256,78
82,0,01723,Andrew Magee,3.28,243,74
82,0,02100,Tim Simpson,3.28,279,85
85,0,01495,Morris Hatalsky,3.27,196,60
85,0,02245,Grant Waite,3.27,294,90
87,0,01129,Bill Britton,3.26,290,89
87,0,01797,Rocco Mediate,3.26,284,87
89,0,01890,Brett Ogle,3.25,182,56
89,0,01958,Dan Pohl,3.25,169,52
91,0,01766,Billy Mayfair,3.24,356,110
91,0,01864,Larry Nelson,3.24,178,55
91,0,01926,Steve Pate,3.24,288,89
91,0,02246,Duffy Waldorf,3.24,259,80
95,0,01006,John Adams,3.23,297,92
95,0,01072,Chip Beck,3.23,284,88
95,0,01550,Ed Humenik,3.23,300,93
95,0,02010,Loren Roberts,3.23,307,95
99,0,01096,Phil Blackmar,3.22,287,89
99,0,01374,Robin Freeman,3.22,277,86
101,0,01132,Mark Brooks,3.21,305,95
101,0,02170,Hal Sutton,3.21,273,85
103,0,01185,Brandel Chamblee,3.20,266,83
103,0,01569,Peter Jacobsen,3.20,253,79
103,0,02206,David Toms,3.20,269,84
106,0,06599,John Elliott,3.19,246,77
106,0,01408,Kelly Gibson,3.19,325,102
106,0,02135,Mike Standly,3.19,297,93
106,0,02180,Harry Taylor,3.19,281,88
110,0,06197,Michael Allen,3.18,267,84
110,0,02007,Larry Rinker,3.18,235,74
112,0,06643,Paul Goydos,3.17,301,95
113,0,02185,Lance Ten Broeck,3.16,307,97
113,0,02298,Jim Woodward,3.16,161,51
115,0,01549,Mike Hulbert,3.15,315,100
115,0,06136,Mike Schuchart,3.15,227,72
115,0,02255,Denis Watson,3.15,195,62
118,0,10195,Tim Conley,3.14,198,63
118,0,01261,Jay Delsing,3.14,314,100
118,0,01736,Roger Maltbie,3.14,185,59
121,0,01197,Bobby Clampett,3.13,169,54
121,0,01235,Ben Crenshaw,3.13,222,71
121,0,01533,P.H. Horgan III,3.13,272,87
121,0,01975,Tom Purtzer,3.13,175,56
125,0,01557,John Inman,3.12,306,98
